layer,split,accuracy
0,0,0.0
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
1,0,0.7142857142857143
1,1,0.5714285714285714
1,2,0.5714285714285714
1,3,0.42857142857142855
1,4,0.5
2,0,0.42857142857142855
2,1,0.6428571428571429
2,2,0.5
2,3,0.5714285714285714
2,4,0.42857142857142855
3,0,0.6428571428571429
3,1,0.6428571428571429
3,2,0.5714285714285714
3,3,0.7142857142857143
3,4,0.6428571428571429
4,0,0.7857142857142857
4,1,0.6428571428571429
4,2,0.7142857142857143
4,3,0.7142857142857143
4,4,0.7857142857142857
5,0,0.9285714285714286
5,1,0.7142857142857143
5,2,0.7857142857142857
5,3,0.8571428571428571
5,4,0.8571428571428571
6,0,0.9285714285714286
6,1,0.7142857142857143
6,2,0.9285714285714286
6,3,0.9285714285714286
6,4,0.9285714285714286
7,0,0.9285714285714286
7,1,0.7857142857142857
7,2,0.7857142857142857
7,3,0.9285714285714286
7,4,0.9285714285714286
8,0,1.0
8,1,0.8571428571428571
8,2,0.9285714285714286
8,3,1.0
8,4,0.9285714285714286
9,0,1.0
9,1,0.8571428571428571
9,2,0.9285714285714286
9,3,1.0
9,4,0.9285714285714286
10,0,1.0
10,1,0.8571428571428571
10,2,0.9285714285714286
10,3,1.0
10,4,0.9285714285714286
11,0,1.0
11,1,0.8571428571428571
11,2,0.9285714285714286
11,3,1.0
11,4,0.9285714285714286
12,0,1.0
12,1,0.8571428571428571
12,2,0.9285714285714286
12,3,1.0
12,4,0.9285714285714286
13,0,1.0
13,1,0.8571428571428571
13,2,0.9285714285714286
13,3,1.0
13,4,0.9285714285714286
14,0,1.0
14,1,0.8571428571428571
14,2,0.9285714285714286
14,3,1.0
14,4,0.9285714285714286
15,0,1.0
15,1,0.8571428571428571
15,2,0.9285714285714286
15,3,1.0
15,4,0.9285714285714286
16,0,1.0
16,1,0.8571428571428571
16,2,0.9285714285714286
16,3,1.0
16,4,0.9285714285714286
17,0,1.0
17,1,0.8571428571428571
17,2,0.9285714285714286
17,3,1.0
17,4,0.9285714285714286
18,0,1.0
18,1,0.8571428571428571
18,2,0.9285714285714286
18,3,1.0
18,4,0.9285714285714286
19,0,1.0
19,1,0.8571428571428571
19,2,0.9285714285714286
19,3,1.0
19,4,0.9285714285714286
20,0,1.0
20,1,0.8571428571428571
20,2,0.8571428571428571
20,3,1.0
20,4,0.9285714285714286
21,0,1.0
21,1,0.8571428571428571
21,2,0.8571428571428571
21,3,1.0
21,4,0.9285714285714286
22,0,1.0
22,1,0.8571428571428571
22,2,0.8571428571428571
22,3,1.0
22,4,0.9285714285714286
23,0,1.0
23,1,0.8571428571428571
23,2,0.8571428571428571
23,3,1.0
23,4,0.9285714285714286
24,0,1.0
24,1,0.8571428571428571
24,2,0.8571428571428571
24,3,1.0
24,4,0.9285714285714286
25,0,1.0
25,1,0.8571428571428571
25,2,0.8571428571428571
25,3,1.0
25,4,0.9285714285714286
26,0,0.9285714285714286
26,1,0.8571428571428571
26,2,0.8571428571428571
26,3,1.0
26,4,0.8571428571428571
