,train_feature,fold,layer,condition,accuracy
0,improbable,0,0,probable,0.35714285714285715
1,improbable,0,0,improbable,0.7142857142857143
2,improbable,0,0,impossible,0.6428571428571429
3,improbable,0,0,inconceivable,0.5714285714285714
4,improbable,0,0,syntactic,0.6428571428571429
5,improbable,0,0,shuffled,0.6428571428571429
6,improbable,0,0,train,0.6607142857142857
7,improbable,0,1,probable,0.21428571428571427
8,improbable,0,1,improbable,0.5
9,improbable,0,1,impossible,0.8571428571428571
10,improbable,0,1,inconceivable,0.42857142857142855
11,improbable,0,1,syntactic,0.5
12,improbable,0,1,shuffled,0.35714285714285715
13,improbable,0,1,train,0.7142857142857143
14,improbable,0,2,probable,0.7142857142857143
15,improbable,0,2,improbable,0.42857142857142855
16,improbable,0,2,impossible,0.42857142857142855
17,improbable,0,2,inconceivable,0.42857142857142855
18,improbable,0,2,syntactic,0.35714285714285715
19,improbable,0,2,shuffled,0.6428571428571429
20,improbable,0,2,train,0.6785714285714286
21,improbable,0,3,probable,0.5714285714285714
22,improbable,0,3,improbable,0.42857142857142855
23,improbable,0,3,impossible,0.6428571428571429
24,improbable,0,3,inconceivable,0.35714285714285715
25,improbable,0,3,syntactic,0.5714285714285714
26,improbable,0,3,shuffled,0.35714285714285715
27,improbable,0,3,train,0.7232142857142857
28,improbable,0,4,probable,0.7857142857142857
29,improbable,0,4,improbable,0.2857142857142857
30,improbable,0,4,impossible,0.5714285714285714
31,improbable,0,4,inconceivable,0.5
32,improbable,0,4,syntactic,0.7142857142857143
33,improbable,0,4,shuffled,0.42857142857142855
34,improbable,0,4,train,0.7232142857142857
35,improbable,0,5,probable,0.5714285714285714
36,improbable,0,5,improbable,0.5
37,improbable,0,5,impossible,0.5714285714285714
38,improbable,0,5,inconceivable,0.7857142857142857
39,improbable,0,5,syntactic,0.9285714285714286
40,improbable,0,5,shuffled,0.7142857142857143
41,improbable,0,5,train,0.7678571428571429
42,improbable,0,6,probable,0.6428571428571429
43,improbable,0,6,improbable,0.42857142857142855
44,improbable,0,6,impossible,0.35714285714285715
45,improbable,0,6,inconceivable,0.7857142857142857
46,improbable,0,6,syntactic,0.8571428571428571
47,improbable,0,6,shuffled,0.6428571428571429
48,improbable,0,6,train,0.8214285714285714
49,improbable,0,7,probable,0.5714285714285714
50,improbable,0,7,improbable,0.6428571428571429
51,improbable,0,7,impossible,0.6428571428571429
52,improbable,0,7,inconceivable,0.7857142857142857
53,improbable,0,7,syntactic,0.9285714285714286
54,improbable,0,7,shuffled,0.7142857142857143
55,improbable,0,7,train,0.7857142857142857
56,improbable,0,8,probable,0.7142857142857143
57,improbable,0,8,improbable,0.5714285714285714
58,improbable,0,8,impossible,0.7857142857142857
59,improbable,0,8,inconceivable,0.7142857142857143
60,improbable,0,8,syntactic,1.0
61,improbable,0,8,shuffled,0.8571428571428571
62,improbable,0,8,train,0.7946428571428571
63,improbable,0,9,probable,0.7142857142857143
64,improbable,0,9,improbable,0.42857142857142855
65,improbable,0,9,impossible,0.42857142857142855
66,improbable,0,9,inconceivable,0.5714285714285714
67,improbable,0,9,syntactic,1.0
68,improbable,0,9,shuffled,0.6428571428571429
69,improbable,0,9,train,0.8035714285714286
70,improbable,0,10,probable,0.5714285714285714
71,improbable,0,10,improbable,0.7142857142857143
72,improbable,0,10,impossible,0.42857142857142855
73,improbable,0,10,inconceivable,0.5714285714285714
74,improbable,0,10,syntactic,0.9285714285714286
75,improbable,0,10,shuffled,0.6428571428571429
76,improbable,0,10,train,0.7410714285714286
77,improbable,0,11,probable,0.6428571428571429
78,improbable,0,11,improbable,0.5714285714285714
79,improbable,0,11,impossible,0.5
80,improbable,0,11,inconceivable,0.5
81,improbable,0,11,syntactic,0.9285714285714286
82,improbable,0,11,shuffled,0.5714285714285714
83,improbable,0,11,train,0.75
84,improbable,0,12,probable,0.6428571428571429
85,improbable,0,12,improbable,0.42857142857142855
86,improbable,0,12,impossible,0.5
87,improbable,0,12,inconceivable,0.42857142857142855
88,improbable,0,12,syntactic,1.0
89,improbable,0,12,shuffled,0.6428571428571429
90,improbable,0,12,train,0.8125
91,improbable,0,13,probable,0.7857142857142857
92,improbable,0,13,improbable,0.5714285714285714
93,improbable,0,13,impossible,0.5
94,improbable,0,13,inconceivable,0.5714285714285714
95,improbable,0,13,syntactic,0.9285714285714286
96,improbable,0,13,shuffled,0.5714285714285714
97,improbable,0,13,train,0.7857142857142857
98,improbable,0,14,probable,0.7857142857142857
99,improbable,0,14,improbable,0.35714285714285715
100,improbable,0,14,impossible,0.42857142857142855
101,improbable,0,14,inconceivable,0.35714285714285715
102,improbable,0,14,syntactic,0.9285714285714286
103,improbable,0,14,shuffled,0.5
104,improbable,0,14,train,0.7767857142857143
105,improbable,0,15,probable,0.7142857142857143
106,improbable,0,15,improbable,0.5
107,improbable,0,15,impossible,0.5714285714285714
108,improbable,0,15,inconceivable,0.42857142857142855
109,improbable,0,15,syntactic,0.7142857142857143
110,improbable,0,15,shuffled,0.5714285714285714
111,improbable,0,15,train,0.7410714285714286
112,improbable,0,16,probable,0.6428571428571429
113,improbable,0,16,improbable,0.35714285714285715
114,improbable,0,16,impossible,0.5
115,improbable,0,16,inconceivable,0.42857142857142855
116,improbable,0,16,syntactic,0.7142857142857143
117,improbable,0,16,shuffled,0.5
118,improbable,0,16,train,0.7678571428571429
119,improbable,0,17,probable,0.7142857142857143
120,improbable,0,17,improbable,0.6428571428571429
121,improbable,0,17,impossible,0.7142857142857143
122,improbable,0,17,inconceivable,0.6428571428571429
123,improbable,0,17,syntactic,0.7857142857142857
124,improbable,0,17,shuffled,0.42857142857142855
125,improbable,0,17,train,0.7321428571428571
126,improbable,0,18,probable,0.5714285714285714
127,improbable,0,18,improbable,0.6428571428571429
128,improbable,0,18,impossible,0.5
129,improbable,0,18,inconceivable,0.7142857142857143
130,improbable,0,18,syntactic,0.8571428571428571
131,improbable,0,18,shuffled,0.5
132,improbable,0,18,train,0.7410714285714286
133,improbable,0,19,probable,0.6428571428571429
134,improbable,0,19,improbable,0.42857142857142855
135,improbable,0,19,impossible,0.6428571428571429
136,improbable,0,19,inconceivable,0.7142857142857143
137,improbable,0,19,syntactic,0.7857142857142857
138,improbable,0,19,shuffled,0.42857142857142855
139,improbable,0,19,train,0.7321428571428571
140,improbable,0,20,probable,0.5
141,improbable,0,20,improbable,0.42857142857142855
142,improbable,0,20,impossible,0.5
143,improbable,0,20,inconceivable,0.6428571428571429
144,improbable,0,20,syntactic,0.9285714285714286
145,improbable,0,20,shuffled,0.5
146,improbable,0,20,train,0.75
147,improbable,0,21,probable,0.6428571428571429
148,improbable,0,21,improbable,0.5714285714285714
149,improbable,0,21,impossible,0.35714285714285715
150,improbable,0,21,inconceivable,0.5
151,improbable,0,21,syntactic,0.9285714285714286
152,improbable,0,21,shuffled,0.5
153,improbable,0,21,train,0.6875
154,improbable,0,22,probable,0.7857142857142857
155,improbable,0,22,improbable,0.42857142857142855
156,improbable,0,22,impossible,0.42857142857142855
157,improbable,0,22,inconceivable,0.6428571428571429
158,improbable,0,22,syntactic,0.9285714285714286
159,improbable,0,22,shuffled,0.6428571428571429
160,improbable,0,22,train,0.6428571428571429
161,improbable,0,23,probable,0.5
162,improbable,0,23,improbable,0.6428571428571429
163,improbable,0,23,impossible,0.6428571428571429
164,improbable,0,23,inconceivable,0.7142857142857143
165,improbable,0,23,syntactic,0.8571428571428571
166,improbable,0,23,shuffled,0.6428571428571429
167,improbable,0,23,train,0.7142857142857143
168,impossible,0,0,probable,0.7857142857142857
169,impossible,0,0,improbable,0.14285714285714285
170,impossible,0,0,impossible,0.2857142857142857
171,impossible,0,0,inconceivable,0.14285714285714285
172,impossible,0,0,syntactic,0.14285714285714285
173,impossible,0,0,shuffled,0.5
174,impossible,0,0,train,0.6607142857142857
175,impossible,0,1,probable,0.2857142857142857
176,impossible,0,1,improbable,0.6428571428571429
177,impossible,0,1,impossible,0.8571428571428571
178,impossible,0,1,inconceivable,0.42857142857142855
179,impossible,0,1,syntactic,0.35714285714285715
180,impossible,0,1,shuffled,0.6428571428571429
181,impossible,0,1,train,0.7946428571428571
182,impossible,0,2,probable,0.7857142857142857
183,impossible,0,2,improbable,0.2857142857142857
184,impossible,0,2,impossible,0.7142857142857143
185,impossible,0,2,inconceivable,0.5714285714285714
186,impossible,0,2,syntactic,0.21428571428571427
187,impossible,0,2,shuffled,0.42857142857142855
188,impossible,0,2,train,0.6964285714285714
189,impossible,0,3,probable,0.35714285714285715
190,impossible,0,3,improbable,0.5
191,impossible,0,3,impossible,0.7857142857142857
192,impossible,0,3,inconceivable,0.7142857142857143
193,impossible,0,3,syntactic,0.5714285714285714
194,impossible,0,3,shuffled,0.6428571428571429
195,impossible,0,3,train,0.7232142857142857
196,impossible,0,4,probable,0.9285714285714286
197,impossible,0,4,improbable,0.14285714285714285
198,impossible,0,4,impossible,0.5
199,impossible,0,4,inconceivable,0.6428571428571429
200,impossible,0,4,syntactic,0.7857142857142857
201,impossible,0,4,shuffled,0.5
202,impossible,0,4,train,0.8125
203,impossible,0,5,probable,0.8571428571428571
204,impossible,0,5,improbable,0.2857142857142857
205,impossible,0,5,impossible,0.7142857142857143
206,impossible,0,5,inconceivable,0.7857142857142857
207,impossible,0,5,syntactic,0.8571428571428571
208,impossible,0,5,shuffled,0.5714285714285714
209,impossible,0,5,train,0.8214285714285714
210,impossible,0,6,probable,0.7857142857142857
211,impossible,0,6,improbable,0.2857142857142857
212,impossible,0,6,impossible,0.8571428571428571
213,impossible,0,6,inconceivable,0.7857142857142857
214,impossible,0,6,syntactic,0.9285714285714286
215,impossible,0,6,shuffled,0.35714285714285715
216,impossible,0,6,train,0.8125
217,impossible,0,7,probable,0.8571428571428571
218,impossible,0,7,improbable,0.42857142857142855
219,impossible,0,7,impossible,0.7857142857142857
220,impossible,0,7,inconceivable,0.9285714285714286
221,impossible,0,7,syntactic,1.0
222,impossible,0,7,shuffled,0.7142857142857143
223,impossible,0,7,train,0.8392857142857143
224,impossible,0,8,probable,0.7857142857142857
225,impossible,0,8,improbable,0.35714285714285715
226,impossible,0,8,impossible,0.7142857142857143
227,impossible,0,8,inconceivable,0.7857142857142857
228,impossible,0,8,syntactic,1.0
229,impossible,0,8,shuffled,0.6428571428571429
230,impossible,0,8,train,0.8839285714285714
231,impossible,0,9,probable,0.8571428571428571
232,impossible,0,9,improbable,0.14285714285714285
233,impossible,0,9,impossible,0.5714285714285714
234,impossible,0,9,inconceivable,0.9285714285714286
235,impossible,0,9,syntactic,1.0
236,impossible,0,9,shuffled,0.5714285714285714
237,impossible,0,9,train,0.8482142857142857
238,impossible,0,10,probable,0.7857142857142857
239,impossible,0,10,improbable,0.2857142857142857
240,impossible,0,10,impossible,0.42857142857142855
241,impossible,0,10,inconceivable,0.6428571428571429
242,impossible,0,10,syntactic,1.0
243,impossible,0,10,shuffled,0.6428571428571429
244,impossible,0,10,train,0.8214285714285714
245,impossible,0,11,probable,0.6428571428571429
246,impossible,0,11,improbable,0.35714285714285715
247,impossible,0,11,impossible,0.5714285714285714
248,impossible,0,11,inconceivable,0.7857142857142857
249,impossible,0,11,syntactic,1.0
250,impossible,0,11,shuffled,0.7142857142857143
251,impossible,0,11,train,0.8571428571428571
252,impossible,0,12,probable,0.7857142857142857
253,impossible,0,12,improbable,0.35714285714285715
254,impossible,0,12,impossible,0.5
255,impossible,0,12,inconceivable,0.7857142857142857
256,impossible,0,12,syntactic,1.0
257,impossible,0,12,shuffled,0.7857142857142857
258,impossible,0,12,train,0.8482142857142857
259,impossible,0,13,probable,0.7142857142857143
260,impossible,0,13,improbable,0.14285714285714285
261,impossible,0,13,impossible,0.5
262,impossible,0,13,inconceivable,0.9285714285714286
263,impossible,0,13,syntactic,1.0
264,impossible,0,13,shuffled,0.8571428571428571
265,impossible,0,13,train,0.8482142857142857
266,impossible,0,14,probable,0.7857142857142857
267,impossible,0,14,improbable,0.35714285714285715
268,impossible,0,14,impossible,0.6428571428571429
269,impossible,0,14,inconceivable,0.9285714285714286
270,impossible,0,14,syntactic,1.0
271,impossible,0,14,shuffled,0.8571428571428571
272,impossible,0,14,train,0.8571428571428571
273,impossible,0,15,probable,0.7857142857142857
274,impossible,0,15,improbable,0.21428571428571427
275,impossible,0,15,impossible,0.5714285714285714
276,impossible,0,15,inconceivable,0.7857142857142857
277,impossible,0,15,syntactic,1.0
278,impossible,0,15,shuffled,0.9285714285714286
279,impossible,0,15,train,0.8303571428571429
280,impossible,0,16,probable,0.7857142857142857
281,impossible,0,16,improbable,0.21428571428571427
282,impossible,0,16,impossible,0.6428571428571429
283,impossible,0,16,inconceivable,0.7857142857142857
284,impossible,0,16,syntactic,0.9285714285714286
285,impossible,0,16,shuffled,0.7142857142857143
286,impossible,0,16,train,0.8125
287,impossible,0,17,probable,0.7142857142857143
