sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone baked a cake inside a freezer.,impossible,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,-0.753389835357666,-0.0849914476275444,-0.41905033588409424,-0.0849914476275444,-0.0849914476275444
Someone baked a cake inside an airfryer.,improbable,0.425,0.525,0.05,0.0,-0.38240766525268555,-0.08281859755516052,-0.42767325043678284,-0.08281859755516052,-0.08281859755516052
Someone baked a cake inside a sigh.,inconceivable,0.0,0.0,0.0,1.0,1.3289752006530762,-0.07116050273180008,-0.42494016885757446,-0.07116050273180008,-0.07116050273180008
Someone baked a cake inside an oven.,probable,1.0,0.0,0.0,0.0,-0.5511016845703125,-0.08048448711633682,-0.4287872612476349,-0.08048448711633682,-0.08048448711633682
Someone chopped a carrot using a rag.,impossible,0.0,0.1282051282051282,0.8205128205128205,0.0512820512820512,2.305511951446533,-0.08869779855012894,-0.4242931306362152,-0.08869779855012894,-0.08869779855012894
Someone chopped a carrot using a sword.,improbable,0.1935483870967742,0.8064516129032258,0.0,0.0,4.819240570068359,-0.08207208663225174,-0.423423707485199,-0.08207208663225174,-0.08207208663225174
Someone chopped a carrot using a color.,inconceivable,0.0,0.0,0.1395348837209302,0.8604651162790697,-2.2059192657470703,-0.07797715067863464,-0.42306801676750183,-0.07797715067863464,-0.07797715067863464
Someone chopped a carrot using a knife.,probable,1.0,0.0,0.0,0.0,2.955885887145996,-0.08434605598449707,-0.4309203028678894,-0.08434605598449707,-0.08434605598449707
Someone cleaned a spill using mustard.,impossible,0.0232558139534883,0.2093023255813953,0.6046511627906976,0.1627906976744186,5.324254035949707,-0.09315670281648636,-0.4212351143360138,-0.09315670281648636,-0.09315670281648636
Someone cleaned a spill using a scarf.,improbable,0.2777777777777778,0.6944444444444444,0.0277777777777777,0.0,3.394563674926758,-0.08875667303800583,-0.4304654896259308,-0.08875667303800583,-0.08875667303800583
Someone cleaned a spill using a country.,inconceivable,0.0,0.0,0.0714285714285714,0.9285714285714286,7.1938018798828125,-0.08745009452104568,-0.42571210861206055,-0.08745009452104568,-0.08745009452104568
Someone cleaned a spill using a sponge.,probable,0.9523809523809524,0.0476190476190476,0.0,0.0,0.44724512100219727,-0.08716955035924911,-0.4229743778705597,-0.08716955035924911,-0.08716955035924911
Someone cleaned a carpet using a crayon.,impossible,0.0238095238095238,0.238095238095238,0.6190476190476191,0.119047619047619,0.21448040008544922,-0.08041157573461533,-0.4318925142288208,-0.08041157573461533,-0.08041157573461533
Someone cleaned a carpet using a hat.,improbable,0.0,0.5121951219512195,0.3902439024390244,0.0975609756097561,2.4394450187683105,-0.08418986201286316,-0.42879724502563477,-0.08418986201286316,-0.08418986201286316
Someone cleaned a carpet using a week.,inconceivable,0.0,0.0,0.0344827586206896,0.9655172413793104,1.7176146507263184,-0.07761961221694946,-0.42208531498908997,-0.07761961221694946,-0.07761961221694946
Someone cleaned a carpet using a vacuum.,probable,1.0,0.0,0.0,0.0,-1.50705885887146,-0.08177242428064346,-0.42512357234954834,-0.08177242428064346,-0.08177242428064346
Someone climbed a tree using oil.,impossible,0.0,0.18,0.54,0.28,5.277401924133301,-0.0961015522480011,-0.43017104268074036,-0.0961015522480011,-0.0961015522480011
Someone climbed a tree using a rope.,improbable,0.9333333333333332,0.0333333333333333,0.0,0.0333333333333333,6.2628889083862305,-0.09431318193674088,-0.42903274297714233,-0.09431318193674088,-0.09431318193674088
Someone climbed a tree using a poem.,inconceivable,0.0,0.0,0.0256410256410256,0.9743589743589745,9.847541809082031,-0.08155827224254608,-0.4207534193992615,-0.08155827224254608,-0.08155827224254608
