sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone baked a cake inside a freezer.,impossible,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,3.8921864729546183,1.3406758787352606,-61.709255896670285,1.3406758787352606,1.5870333782875896
Someone baked a cake inside an airfryer.,improbable,0.425,0.525,0.05,0.0,3.8366877593984396,1.1643354264699919,-35.04946769217773,1.1643354264699919,1.5488502010467058
Someone baked a cake inside a sigh.,inconceivable,0.0,0.0,0.0,1.0,3.906158136836629,1.5072471330028177,-43.80632912946636,1.5072471330028177,1.5896027390305725
Someone baked a cake inside an oven.,probable,1.0,0.0,0.0,0.0,3.7564796406864955,1.3490812396547658,-52.796073364675905,1.3490812396547658,1.5487347506652247
Someone chopped a carrot using a rag.,impossible,0.0,0.1282051282051282,0.8205128205128205,0.0512820512820512,3.902133106258704,1.9566960667604028,-51.25582628527749,1.9566960667604028,1.6018089157008744
Someone chopped a carrot using a sword.,improbable,0.1935483870967742,0.8064516129032258,0.0,0.0,3.933554695963004,1.8994959687849748,-47.960606728902455,1.8994959687849748,1.5997486127261031
Someone chopped a carrot using a color.,inconceivable,0.0,0.0,0.1395348837209302,0.8604651162790697,3.912924909382855,1.888786720748878,-43.87422375473312,1.888786720748878,1.6072494208836552
Someone chopped a carrot using a knife.,probable,1.0,0.0,0.0,0.0,3.875455919357372,1.7707672433804098,-48.221027897859884,1.7707672433804098,1.5896561060332979
Someone cleaned a spill using mustard.,impossible,0.0232558139534883,0.2093023255813953,0.6046511627906976,0.1627906976744186,3.993997565895147,2.281989303373687,-56.78344693981079,2.281989303373687,1.6079726313725877
Someone cleaned a spill using a scarf.,improbable,0.2777777777777778,0.6944444444444444,0.0277777777777777,0.0,3.932902993948873,1.9435343585320286,-56.46850583404262,1.9435343585320286,1.6301711544202901
Someone cleaned a spill using a country.,inconceivable,0.0,0.0,0.0714285714285714,0.9285714285714286,4.026713464832631,2.1250621442529223,-56.30306302245191,2.1250621442529223,1.6638430138540587
Someone cleaned a spill using a sponge.,probable,0.9523809523809524,0.0476190476190476,0.0,0.0,3.9425933561106845,1.8321357378996894,-67.285239488979,1.8321357378996894,1.6000151630019677
Someone cleaned a carpet using a crayon.,impossible,0.0238095238095238,0.238095238095238,0.6190476190476191,0.119047619047619,3.839616233427032,1.484322970164659,-45.33195070336708,1.484322970164659,1.5813930092571136
Someone cleaned a carpet using a hat.,improbable,0.0,0.5121951219512195,0.3902439024390244,0.0975609756097561,3.9221180268586453,1.6243678952919622,-47.30535551769181,1.6243678952919622,1.6055242225079778
Someone cleaned a carpet using a week.,inconceivable,0.0,0.0,0.0344827586206896,0.9655172413793104,3.871674131796625,1.5492309182369037,-43.179194593102736,1.5492309182369037,1.643042234544927
Someone cleaned a carpet using a vacuum.,probable,1.0,0.0,0.0,0.0,3.888650817243611,1.8238212843305832,-54.63503400561994,1.8238212843305832,1.6053317417495392
Someone climbed a tree using oil.,impossible,0.0,0.18,0.54,0.28,3.870196204902112,1.5236296379363838,-30.050108305574135,1.5236296379363838,1.6091936263210294
Someone climbed a tree using a rope.,improbable,0.9333333333333332,0.0333333333333333,0.0,0.0333333333333333,3.8244418217451948,1.4266237668369912,-34.69876775701051,1.4266237668369912,1.5577956116214564
Someone climbed a tree using a poem.,inconceivable,0.0,0.0,0.0256410256410256,0.9743589743589745,3.9073542733024977,1.236300401442902,-9.590611643370515,1.236300401442902,1.6257458926061954
Someone climbed a tree using a ladder.,probable,0.9666666666666668,0.0333333333333333,0.0,0.0,3.721780447515455,1.2778870860113332,-27.113658225343585,1.2778870860113332,1.572399216091115
Someone closed a jacket using fog.,impossible,0.0,0.0,0.3111111111111111,0.6888888888888889,3.95018574387072,2.1488958564893768,-59.45548588785686,2.1488958564893768,1.6445469233879013
Someone closed a jacket using glue.,improbable,0.0588235294117647,0.8235294117647058,0.0588235294117647,0.0588235294117647,3.9619329178122014,1.8425893042521202,-47.5795026423239,1.8425893042521202,1.6213931447805061
Someone closed a jacket using a word.,inconceivable,0.0,0.0,0.1612903225806451,0.8387096774193549,3.983026382738922,1.7902983015597735,-19.265489474566305,1.7902983015597735,1.7093142149751177
