sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone baked a cake inside a freezer.,impossible,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,-0.009442077949643135,-62.76348114013672,-348.4781494140625,-62.76348114013672,-411.2415771484375
Someone baked a cake inside an airfryer.,improbable,0.425,0.525,0.05,0.0,-0.009266315959393978,-107.37069702148438,-300.14703369140625,-107.37069702148438,-407.51776123046875
Someone baked a cake inside a sigh.,inconceivable,0.0,0.0,0.0,1.0,-0.008763138204813004,-30.355316162109375,-76.59375,-30.355316162109375,-106.94911193847656
Someone baked a cake inside an oven.,probable,1.0,0.0,0.0,0.0,-0.010615509003400803,-68.43184661865234,-308.6529541015625,-68.43184661865234,-377.0848083496094
Someone chopped a carrot using a rag.,impossible,0.0,0.1282051282051282,0.8205128205128205,0.0512820512820512,-0.008038158528506756,-92.76211547851562,-247.34877014160156,-92.76211547851562,-340.11090087890625
Someone chopped a carrot using a sword.,improbable,0.1935483870967742,0.8064516129032258,0.0,0.0,-0.007422084920108318,-139.61346435546875,-211.15322875976562,-139.61346435546875,-350.7666320800781
Someone chopped a carrot using a color.,inconceivable,0.0,0.0,0.1395348837209302,0.8604651162790697,-0.008388741873204708,-20.97339630126953,-110.46609497070312,-20.97339630126953,-131.43954467773438
Someone chopped a carrot using a knife.,probable,1.0,0.0,0.0,0.0,-0.009439070709049702,-128.66220092773438,-220.71188354492188,-128.66220092773438,-349.3741149902344
Someone cleaned a spill using mustard.,impossible,0.0232558139534883,0.2093023255813953,0.6046511627906976,0.1627906976744186,-0.008922225795686245,-53.178466796875,-317.5444030761719,-53.178466796875,-370.7227783203125
Someone cleaned a spill using a scarf.,improbable,0.2777777777777778,0.6944444444444444,0.0277777777777777,0.0,-0.009394182823598385,-114.7330322265625,-328.4410400390625,-114.7330322265625,-443.1741027832031
Someone cleaned a spill using a country.,inconceivable,0.0,0.0,0.0714285714285714,0.9285714285714286,-0.008593347854912281,-45.28865432739258,-180.73175048828125,-45.28865432739258,-226.0203857421875
Someone cleaned a spill using a sponge.,probable,0.9523809523809524,0.0476190476190476,0.0,0.0,-0.011006717570126057,-83.8992691040039,-394.8434143066406,-83.8992691040039,-478.7427978515625
Someone cleaned a carpet using a crayon.,impossible,0.0238095238095238,0.238095238095238,0.6190476190476191,0.119047619047619,-0.008278907276690006,-90.38175201416016,-267.58599853515625,-90.38175201416016,-357.9677429199219
Someone cleaned a carpet using a hat.,improbable,0.0,0.5121951219512195,0.3902439024390244,0.0975609756097561,-0.008699924685060978,-91.12226867675781,-252.64547729492188,-91.12226867675781,-343.76776123046875
Someone cleaned a carpet using a week.,inconceivable,0.0,0.0,0.0344827586206896,0.9655172413793104,-0.008988866582512856,-54.18380355834961,-140.00750732421875,-54.18380355834961,-194.19131469726562
Someone cleaned a carpet using a vacuum.,probable,1.0,0.0,0.0,0.0,-0.010728559456765652,-45.557861328125,-309.0422058105469,-45.557861328125,-354.60003662109375
Someone climbed a tree using oil.,impossible,0.0,0.18,0.54,0.28,-0.007345073856413364,-74.29801940917969,-232.73178100585938,-74.29801940917969,-307.02984619140625
Someone climbed a tree using a rope.,improbable,0.9333333333333332,0.0333333333333333,0.0,0.0333333333333333,-0.008648964576423168,-147.0155487060547,-202.44224548339844,-147.0155487060547,-349.457763671875
Someone climbed a tree using a poem.,inconceivable,0.0,0.0,0.0256410256410256,0.9743589743589745,-0.007092036306858063,-123.05844116210938,5.934722900390625,-123.05844116210938,-117.12376403808594
Someone climbed a tree using a ladder.,probable,0.9666666666666668,0.0333333333333333,0.0,0.0,-0.009904115460813046,-143.860595703125,-180.68873596191406,-143.860595703125,-324.54931640625
Someone closed a jacket using fog.,impossible,0.0,0.0,0.3111111111111111,0.6888888888888889,-0.00849827565252781,-25.358779907226562,-170.73960876464844,-25.358779907226562,-196.09835815429688
Someone closed a jacket using glue.,improbable,0.0588235294117647,0.8235294117647058,0.0588235294117647,0.0588235294117647,-0.009699618443846703,-66.03556060791016,-248.3575897216797,-66.03556060791016,-314.39300537109375
Someone closed a jacket using a word.,inconceivable,0.0,0.0,0.1612903225806451,0.8387096774193549,-0.008866369724273682,-50.097557067871094,28.62859344482422,-50.097557067871094,-21.46880340576172
Someone closed a jacket using a zipper.,probable,0.9743589743589745,0.0,0.0,0.0256410256410256,-0.00961395539343357,-87.42733764648438,-203.49044799804688,-87.42733764648438,-290.9176940917969
Someone constructed a tower out of sparks.,impossible,0.0,0.0256410256410256,0.4871794871794871,0.4871794871794871,-0.007645230740308762,-67.31654357910156,-159.7406463623047,-67.31654357910156,-227.05722045898438
Someone constructed a tower out of bubbles.,improbable,0.05,0.275,0.6,0.075,-0.00764975231140852,-51.591773986816406,-167.76223754882812,-51.591773986816406,-219.3538818359375
Someone constructed a tower out of seasons.,inconceivable,0.0,0.0294117647058823,0.1176470588235294,0.8529411764705882,-0.007409976329654455,-60.1509895324707,-17.844924926757812,-60.1509895324707,-77.99589538574219
Someone constructed a tower out of blocks.,probable,1.0,0.0,0.0,0.0,-0.009277182631194592,-94.07484436035156,-179.68402099609375,-94.07484436035156,-273.7589416503906
Someone cooked dinner out of the moon.,impossible,0.0,0.0,0.1891891891891892,0.8108108108108109,0.11528836190700531,23.436447143554688,-69.84754180908203,23.436447143554688,-46.41106414794922
Someone cooked dinner out of insects.,improbable,0.2121212121212121,0.7878787878787878,0.0,0.0,-0.00801395159214735,-91.667724609375,-172.76669311523438,-91.667724609375,-264.43438720703125
Someone cooked dinner out of thoughts.,inconceivable,0.0,0.027027027027027,0.2432432432432432,0.7297297297297297,-0.00846268329769373,-66.18748474121094,111.4499282836914,-66.18748474121094,45.262393951416016
Someone cooked dinner out of pasta.,probable,0.7619047619047619,0.0,0.0714285714285714,0.1666666666666666,-0.010584095492959023,-66.11820983886719,-232.0079803466797,-66.11820983886719,-298.1261901855469
Someone cooled a room using a heater.,impossible,0.075,0.125,0.75,0.05,-0.007606653496623039,-63.7286376953125,-198.17742919921875,-63.7286376953125,-261.90606689453125
Someone cooled a room using shades.,improbable,0.8387096774193549,0.064516129032258,0.064516129032258,0.032258064516129,-0.008732132613658905,-53.56340789794922,-219.74258422851562,-53.56340789794922,-273.3060607910156
Someone cooled a room using a taste.,inconceivable,0.0,0.0,0.054054054054054,0.945945945945946,-0.008277470245957375,10.550708770751953,-94.64708709716797,10.550708770751953,-84.0962905883789
Someone cooled a room using a fan.,probable,0.975609756097561,0.0,0.024390243902439,0.0,-0.009300407022237778,-55.587303161621094,-218.78382873535156,-55.587303161621094,-274.3712158203125
Someone covered a window using a hair.,impossible,0.0,0.3714285714285714,0.4857142857142857,0.1428571428571428,-0.00875119213014841,-51.48548126220703,-188.94659423828125,-51.48548126220703,-240.43206787109375
Someone covered a window using sheets.,improbable,0.7777777777777778,0.2222222222222222,0.0,0.0,-0.009120002388954163,-108.77168273925781,-236.1859130859375,-108.77168273925781,-344.9576416015625
Someone covered a window using a chant.,inconceivable,0.0,0.0294117647058823,0.1764705882352941,0.7941176470588235,-0.007972742430865765,-75.61763000488281,27.50103759765625,-75.61763000488281,-48.116554260253906
Someone covered a window using curtains.,probable,1.0,0.0,0.0,0.0,-0.0095993522554636,-120.44048309326172,-221.72108459472656,-120.44048309326172,-342.16156005859375
Someone crafted a bowl out of smoke.,impossible,0.0,0.0606060606060606,0.6666666666666666,0.2727272727272727,-0.007644924335181713,-28.6387996673584,-265.96392822265625,-28.6387996673584,-294.6026916503906
Someone crafted a bowl out of mud.,improbable,0.4358974358974359,0.4615384615384615,0.1025641025641025,0.0,-0.008750329725444317,-104.07171630859375,-260.22650146484375,-104.07171630859375,-364.29815673828125
Someone crafted a bowl out of math.,inconceivable,0.0,0.0,0.1794871794871795,0.8205128205128205,-0.00805265549570322,-40.289791107177734,-59.63560485839844,-40.289791107177734,-99.92532348632812
Someone crafted a bowl out of clay.,probable,0.9736842105263158,0.0,0.0263157894736842,0.0,-0.009140148758888245,-106.96627807617188,-211.42724609375,-106.96627807617188,-318.39349365234375
Someone boiled water using a refrigerator.,impossible,0.0,0.0,0.8936170212765957,0.1063829787234042,-0.008866611868143082,-32.179988861083984,-256.54144287109375,-32.179988861083984,-288.72137451171875
Someone boiled water using a microwave.,improbable,0.9615384615384616,0.0384615384615384,0.0,0.0,-0.009176229126751423,-40.3717041015625,-262.2955322265625,-40.3717041015625,-302.667236328125
