sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone baked a cake inside a freezer.,impossible,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,90.10144256403062,-14.232877920470443,-26.155276625527733,-14.232877920470443,-88.36026751245561
Someone baked a cake inside an airfryer.,improbable,0.425,0.525,0.05,0.0,132.45856809065208,-19.841815379675168,-29.06859624463813,-19.841815379675168,-85.57263295287197
Someone baked a cake inside a sigh.,inconceivable,0.0,0.0,0.0,1.0,204.95110189020988,65.06824628698033,-2.1101207027070465,65.06824628698033,-27.293376882514487
Someone baked a cake inside an oven.,probable,1.0,0.0,0.0,0.0,36.73755223079091,33.9797983763773,-59.535483598234244,33.9797983763773,-120.82638114977735
Someone chopped a carrot using a rag.,impossible,0.0,0.1282051282051282,0.8205128205128205,0.0512820512820512,80.96370534644328,6.620722677382346,-27.111222904720815,6.620722677382346,-119.47133517064299
Someone chopped a carrot using a sword.,improbable,0.1935483870967742,0.8064516129032258,0.0,0.0,127.61015965238992,-5.318850245496236,-53.64173767045668,-5.318850245496236,-143.06862801843783
Someone chopped a carrot using a color.,inconceivable,0.0,0.0,0.1395348837209302,0.8604651162790697,96.93151569898053,23.860578583404973,43.48639792007732,23.860578583404973,-99.49663788657475
Someone chopped a carrot using a knife.,probable,1.0,0.0,0.0,0.0,101.01169282800578,-2.907969952944967,-37.80652625818824,-2.907969952944967,-150.40310691326533
Someone cleaned a spill using mustard.,impossible,0.0232558139534883,0.2093023255813953,0.6046511627906976,0.1627906976744186,-24.654287993160267,30.448858395741738,-112.8124822526265,30.448858395741738,-103.4114314887257
Someone cleaned a spill using a scarf.,improbable,0.2777777777777778,0.6944444444444444,0.0277777777777777,0.0,30.002610653266338,56.222629524659766,-91.82690695533887,56.222629524659766,-130.94845607420893
Someone cleaned a spill using a country.,inconceivable,0.0,0.0,0.0714285714285714,0.9285714285714286,36.21718279224826,114.6272693886158,-20.581546724693517,114.6272693886158,-56.9688157111642
Someone cleaned a spill using a sponge.,probable,0.9523809523809524,0.0476190476190476,0.0,0.0,-6.593718818899891,72.44498889949648,-115.76664734806226,72.44498889949648,-122.11233162070826
Someone cleaned a carpet using a crayon.,impossible,0.0238095238095238,0.238095238095238,0.6190476190476191,0.119047619047619,44.5997376561672,-11.621171406643583,-58.66075310741277,-11.621171406643583,-98.45274738826711
Someone cleaned a carpet using a hat.,improbable,0.0,0.5121951219512195,0.3902439024390244,0.0975609756097561,137.96119894576836,19.752646641164205,-49.7662827392103,19.752646641164205,-122.62476026066533
Someone cleaned a carpet using a week.,inconceivable,0.0,0.0,0.0344827586206896,0.9655172413793104,65.47486521981295,37.32612809883449,20.13441837248135,37.32612809883449,-82.0599361991707
Someone cleaned a carpet using a vacuum.,probable,1.0,0.0,0.0,0.0,-16.554191162406255,48.107477110232594,-89.99244005848729,48.107477110232594,-142.61001602500176
Someone climbed a tree using oil.,impossible,0.0,0.18,0.54,0.28,49.20744139083044,56.06128677850543,-60.16084951785332,56.06128677850543,-108.26980666578245
Someone climbed a tree using a rope.,improbable,0.9333333333333332,0.0333333333333333,0.0,0.0333333333333333,106.9963109663365,77.15532282795782,-99.30726104754949,77.15532282795782,-131.39450221838325
Someone climbed a tree using a poem.,inconceivable,0.0,0.0,0.0256410256410256,0.9743589743589745,101.31357065879355,34.15382719402703,-36.85185692600623,34.15382719402703,-107.1842485158858
Someone climbed a tree using a ladder.,probable,0.9666666666666668,0.0333333333333333,0.0,0.0,91.12804258090624,74.43917455297935,-111.39230245643023,74.43917455297935,-156.92364129910573
Someone closed a jacket using fog.,impossible,0.0,0.0,0.3111111111111111,0.6888888888888889,72.73502580168137,139.25465109518973,-59.723925709166366,139.25465109518973,-96.16945263066927
Someone closed a jacket using glue.,improbable,0.0588235294117647,0.8235294117647058,0.0588235294117647,0.0588235294117647,24.491605488066607,20.57535396181288,-68.3747719831637,20.57535396181288,-130.39159916339818
Someone closed a jacket using a word.,inconceivable,0.0,0.0,0.1612903225806451,0.8387096774193549,69.79872056719638,36.40270095818934,-6.632374724754179,36.40270095818934,-55.69362697060156
Someone closed a jacket using a zipper.,probable,0.9743589743589745,0.0,0.0,0.0256410256410256,87.8495539270103,28.08310818598818,-44.36551595351246,28.08310818598818,-163.63909267254286
Someone constructed a tower out of sparks.,impossible,0.0,0.0256410256410256,0.4871794871794871,0.4871794871794871,22.02198734940774,5.84726802719922,-36.350324108178484,5.84726802719922,-97.36821807675783
Someone constructed a tower out of bubbles.,improbable,0.05,0.275,0.6,0.075,51.76106470041428,11.947049431642881,-107.94425874586734,11.947049431642881,-149.76856184607777
Someone constructed a tower out of seasons.,inconceivable,0.0,0.0294117647058823,0.1176470588235294,0.8529411764705882,65.25471940199047,6.769992378880119,0.34776414443115655,6.769992378880119,-97.59583877464227
Someone constructed a tower out of blocks.,probable,1.0,0.0,0.0,0.0,65.61424205085908,29.666042669087744,-42.04094545098582,29.666042669087744,-169.0938064088489
Someone cooked dinner out of the moon.,impossible,0.0,0.0,0.1891891891891892,0.8108108108108109,42.508453799855786,77.0745873859285,-126.98551757890499,77.0745873859285,-86.47759687898424
Someone cooked dinner out of insects.,improbable,0.2121212121212121,0.7878787878787878,0.0,0.0,79.76591206052468,54.25248315028736,-137.7493885851664,54.25248315028736,-74.10017669233659
Someone cooked dinner out of thoughts.,inconceivable,0.0,0.027027027027027,0.2432432432432432,0.7297297297297297,22.052284938415813,67.82451998843419,-74.2688262168871,67.82451998843419,-40.95670400124856
Someone cooked dinner out of pasta.,probable,0.7619047619047619,0.0,0.0714285714285714,0.1666666666666666,-40.59336692659265,70.38600068369206,-107.84111842496068,70.38600068369206,-86.35327358336754
Someone cooled a room using a heater.,impossible,0.075,0.125,0.75,0.05,-11.504182051001571,98.36008256339112,-102.23107501022588,98.36008256339112,-116.20698721758447
Someone cooled a room using shades.,improbable,0.8387096774193549,0.064516129032258,0.064516129032258,0.032258064516129,10.252542076540188,51.32639178443455,-52.51654172451591,51.32639178443455,-81.65361580791284
Someone cooled a room using a taste.,inconceivable,0.0,0.0,0.054054054054054,0.945945945945946,107.05183750526339,100.88395870861844,-53.22205084504081,100.88395870861844,-48.64916156384025
Someone cooled a room using a fan.,probable,0.975609756097561,0.0,0.024390243902439,0.0,-54.78888546923812,73.1886573090421,-90.07851138255887,73.1886573090421,-118.09572982353396
Someone covered a window using a hair.,impossible,0.0,0.3714285714285714,0.4857142857142857,0.1428571428571428,176.89036266804953,75.54331007915174,-101.98050439227849,75.54331007915174,-114.60376342338493
Someone covered a window using sheets.,improbable,0.7777777777777778,0.2222222222222222,0.0,0.0,54.736414417626506,61.59783446271804,-69.04182142491152,61.59783446271804,-127.74450409636941
Someone covered a window using a chant.,inconceivable,0.0,0.0294117647058823,0.1764705882352941,0.7941176470588235,101.20751331323216,60.7744017481518,-49.33103598100336,60.7744017481518,-68.04904416141818
Someone covered a window using curtains.,probable,1.0,0.0,0.0,0.0,18.000259407940817,27.6606059982866,-60.935664377741375,27.6606059982866,-139.94719136238655
Someone crafted a bowl out of smoke.,impossible,0.0,0.0606060606060606,0.6666666666666666,0.2727272727272727,3.9572900227249193,33.02817033211066,-41.0648459608076,33.02817033211066,-88.08548462121927
Someone crafted a bowl out of mud.,improbable,0.4358974358974359,0.4615384615384615,0.1025641025641025,0.0,-8.6202148107547,46.17769556695055,-86.45312334775801,46.17769556695055,-135.53895845098018
Someone crafted a bowl out of math.,inconceivable,0.0,0.0,0.1794871794871795,0.8205128205128205,96.6319674323219,43.097323325616145,-7.232763336189503,43.097323325616145,-75.38655221568386
Someone crafted a bowl out of clay.,probable,0.9736842105263158,0.0,0.0263157894736842,0.0,-20.439361653619297,20.787913683186616,-51.487498238770144,20.787913683186616,-139.7701336636689
Someone boiled water using a refrigerator.,impossible,0.0,0.0,0.8936170212765957,0.1063829787234042,-17.366816513484146,69.78577703935214,-107.14509542246081,69.78577703935214,-78.68466240531794
Someone boiled water using a microwave.,improbable,0.9615384615384616,0.0384615384615384,0.0,0.0,-35.713776152287444,78.72825392257195,-101.40966387439896,78.72825392257195,-116.32699420422725
Someone boiled water using justice.,inconceivable,0.0,0.0,0.0697674418604651,0.9302325581395348,19.56792473470843,105.85374155599465,-35.98299273392904,105.85374155599465,-34.84541690201228
Someone boiled water using a kettle.,probable,1.0,0.0,0.0,0.0,1.709947752785613,112.80839956554615,-117.37451946205738,112.80839956554615,-124.82952622120118
Someone crushed a soda can using a tissue.,impossible,0.0,0.2,0.7428571428571429,0.0571428571428571,-14.276194808335006,40.727629662950534,-74.17998753080153,40.727629662950534,-87.90700119163253
Someone crushed a soda can using a chair.,improbable,0.4634146341463415,0.5365853658536586,0.0,0.0,44.24331099942063,28.628549964012763,-92.37182349681402,28.628549964012763,-109.24151660373758
Someone crushed a soda can using a day.,inconceivable,0.0,0.0,0.073170731707317,0.926829268292683,112.15225264186475,27.950074173936457,1.281473685931232,27.950074173936457,-57.31782351726001
Someone crushed a soda can using a shoe.,probable,0.8125,0.15625,0.03125,0.0,62.5328531345219,27.315623560516144,-86.6428533731291,27.315623560516144,-124.94059257999064
Someone cut grass using a popsicle.,impossible,0.0,0.15625,0.59375,0.25,134.13770726498092,47.77666383390353,-45.71702853640712,47.77666383390353,-140.91972241590946
Someone cut grass using a scythe.,improbable,0.4736842105263157,0.4736842105263157,0.0,0.0526315789473684,67.95233391747425,27.513354194291182,-64.80634587549463,27.513354194291182,-132.47167335745974
Someone cut grass using an essay.,inconceivable,0.0,0.0571428571428571,0.2857142857142857,0.6571428571428571,70.75116246345834,20.66242708929846,-23.618217671329496,20.66242708929846,-69.81608019907313
Someone cut grass using a lawnmower.,probable,0.9772727272727272,0.0227272727272727,0.0,0.0,22.124985270752433,51.955992033474104,-105.39584287146621,51.955992033474104,-156.1470858331158
Someone cut cardboard using fur.,impossible,0.0,0.1333333333333333,0.7333333333333333,0.1333333333333333,75.3842930967136,48.938962914599685,-2.4150074091115243,48.938962914599685,-136.68049391771189
Someone cut cardboard using a scalpel.,improbable,0.4137931034482758,0.5517241379310345,0.0344827586206896,0.0,-13.6667541847293,-7.116356244252941,-25.752363977524855,-7.116356244252941,-99.69930737130078
Someone cut cardboard using a snore.,inconceivable,0.0,0.0,0.2045454545454545,0.7954545454545454,89.05333170966112,82.95752904880774,-4.844005890049177,82.95752904880774,-109.62506628204048
Someone cut cardboard using scissors.,probable,0.9565217391304348,0.0217391304347826,0.0217391304347826,0.0,4.8321077203753475,6.042325245539388,-10.208479947886694,6.042325245539388,-124.25299754502703
Someone dented a car with a breeze.,impossible,0.0,0.0769230769230769,0.6153846153846154,0.3076923076923077,50.935880026453226,69.13317882022113,-89.93277445758036,69.13317882022113,-85.64935782080352
Someone dented a car with a dumbbell.,improbable,0.7105263157894737,0.2631578947368421,0.0263157894736842,0.0,71.80409987069184,4.290002547261736,-82.76933554103667,4.290002547261736,-139.78049945670847
Someone dented a car with a nap.,inconceivable,0.0,0.0188679245283018,0.1320754716981132,0.8490566037735849,73.15470056331235,58.76635875872562,-64.69710879082643,58.76635875872562,-80.02805246767943
Someone dented a car with a baseball bat.,probable,0.96875,0.0,0.03125,0.0,19.50635242445103,22.026339039424748,-113.95271586090482,22.026339039424748,-143.27503608450166
Someone dug a hole using dirt.,impossible,0.0789473684210526,0.0789473684210526,0.5526315789473685,0.2894736842105263,-50.6008037152828,40.77021928412766,-65.13512233138412,40.77021928412766,-90.97433560751882
Someone dug a hole using a spatula.,improbable,0.0571428571428571,0.9428571428571428,0.0,0.0,-31.193634548924436,0.21862731373737176,-52.34755030052421,0.21862731373737176,-105.73948702176826
Someone dug a hole using a yawn.,inconceivable,0.0,0.0,0.25,0.75,62.890625280205214,71.74225527266094,-48.04960492924676,71.74225527266094,-93.9638785980529
Someone dug a hole using a shovel.,probable,1.0,0.0,0.0,0.0,-40.42743741440273,-7.429406577204816,-64.38319992623575,-7.429406577204816,-99.23660465869898
Someone dipped a biscuit into a floor.,impossible,0.0930232558139534,0.0697674418604651,0.3488372093023256,0.4883720930232558,38.53520311273765,82.28407475799014,-82.38312521614473,82.28407475799014,-91.44616353654648
Someone dipped a biscuit into wine.,improbable,0.3243243243243243,0.6756756756756757,0.0,0.0,40.017887485904886,78.88725359490539,-113.08901329371227,78.88725359490539,-68.53954580946184
Someone dipped a biscuit into a myth.,inconceivable,0.0277777777777777,0.0,0.1388888888888889,0.8333333333333334,57.490307236356855,56.80350107905055,-49.400320040102436,56.80350107905055,-50.76928264413064
Someone dipped a biscuit into coffee.,probable,0.8484848484848485,0.1212121212121212,0.0303030303030303,0.0,14.208590074903043,82.06070478128188,-111.8727189153177,82.06070478128188,-74.8641235872862
Someone displayed books on a galaxy.,impossible,0.0689655172413793,0.0,0.2068965517241379,0.7241379310344828,61.57547535427953,101.62814466611036,-44.716321242046604,101.62814466611036,-113.72369046692074
Someone displayed books on a bed.,improbable,0.5833333333333334,0.3888888888888889,0.0277777777777777,0.0,59.88823249215454,-8.92134600927153,-18.965237035661666,-8.92134600927153,-106.99267837364177
Someone displayed books on a sigh.,inconceivable,0.0,0.0212765957446808,0.0851063829787234,0.8936170212765957,106.41756968710814,55.24593164289902,-14.850089092775093,55.24593164289902,-74.30077564233434
Someone displayed books on a shelf.,probable,1.0,0.0,0.0,0.0,45.363104788037205,-6.820691392554579,-23.03276308998828,-6.820691392554579,-94.95379287351375
Someone docked a boat using a balloon.,impossible,0.0,0.1707317073170731,0.5609756097560976,0.2682926829268293,63.826151279464185,13.908196988862699,-80.41875550014103,13.908196988862699,-123.26056657432403
Someone docked a boat using an anvil.,improbable,0.0714285714285714,0.6428571428571429,0.1785714285714285,0.1071428571428571,74.32976316669767,0.101793635266759,-106.23971948017834,0.101793635266759,-75.82460757000429
Someone docked a boat using a lesson.,inconceivable,0.054054054054054,0.027027027027027,0.081081081081081,0.8378378378378378,19.73142027429344,57.03715030341249,-26.67047536216161,57.03715030341249,-30.224233032814702
Someone docked a boat using an anchor.,probable,0.9069767441860463,0.0930232558139534,0.0,0.0,7.978467917949345,25.149446162523788,-123.145028657121,25.149446162523788,-99.11813199998176
Someone drank a cup full of lightning.,impossible,0.0,0.0,0.5365853658536586,0.4634146341463415,91.40637977218773,81.21235456686313,-101.20819777195601,81.21235456686313,-86.35615992800273
Someone drank a cup full of honey.,improbable,0.03125,0.96875,0.0,0.0,78.87800438931424,92.10489783967807,-71.31432927689698,92.10489783967807,-106.02323722720858
Someone drank a cup full of minutes.,inconceivable,0.0,0.03125,0.125,0.84375,81.9506587402232,85.2344004224554,-41.73805779590544,85.2344004224554,-52.68583752547266
Someone drank a cup full of water.,probable,1.0,0.0,0.0,0.0,68.40848468585506,106.03170435221497,-85.25353432397232,106.03170435221497,-105.90130956635734
Someone dried their hands using a liquid.,impossible,0.0,0.05,0.875,0.075,10.320064058073854,97.71168417476004,-96.48077079702065,97.71168417476004,-75.0083481032646
Someone dried their hands using a sweater.,improbable,0.3076923076923077,0.6410256410256411,0.0,0.0512820512820512,42.58444308437254,33.448667136832,-59.23559337724257,33.448667136832,-79.96150787679969
Someone dried their hands using freedom.,inconceivable,0.0,0.0285714285714285,0.1142857142857142,0.8571428571428571,-11.771821452836203,80.67817684477879,-5.787282737506251,80.67817684477879,-70.40856342542295
Someone dried their hands using a towel.,probable,1.0,0.0,0.0,0.0,-35.332416685841274,63.287911233778146,-39.81334808021627,63.287911233778146,-44.51430880831165
Someone broke a coconut using a pillow.,impossible,0.0,0.2972972972972973,0.7027027027027027,0.0,138.65485145357133,63.894073834332346,-93.30442728359797,63.894073834332346,-119.9794097128276
Someone broke a coconut using a table.,improbable,0.0833333333333333,0.8888888888888888,0.0277777777777777,0.0,123.79229021775994,99.26930286761558,-107.63033853130975,99.26930286761558,-107.84984910277493
Someone broke a coconut using a texture.,inconceivable,0.0,0.0,0.1590909090909091,0.8409090909090909,88.53289084917841,276.2836672920974,-130.5058995335732,276.2836672920974,-53.33254397435286
Someone broke a coconut using a rock.,probable,0.75,0.25,0.0,0.0,102.03367115784334,88.57485660999365,-131.81543378978247,88.57485660999365,-132.33069067502134
Someone dried laundry using juice.,impossible,0.0,0.0465116279069767,0.6976744186046512,0.2558139534883721,65.70038232055742,84.19911629807633,-77.77253296944292,84.19911629807633,-92.35722411743208
Someone dried laundry using a fan.,improbable,0.525,0.475,0.0,0.0,28.601993099530702,50.40276615582067,-69.62315850387958,50.40276615582067,-110.4453664924007
Someone dried laundry using courage.,inconceivable,0.0,0.04,0.16,0.8,-10.941709773279491,31.612072142678414,-20.3355767311046,31.612072142678414,-79.60906993672793
Someone dried laundry using a clothesline.,probable,0.951219512195122,0.0,0.024390243902439,0.024390243902439,25.827812608541517,2.3582519160411692,-41.870571209791116,2.3582519160411692,-89.31729772366693
Someone ate soup using a sieve.,impossible,0.0277777777777777,0.5277777777777778,0.4166666666666667,0.0277777777777777,117.02815464960305,54.817635617957876,-128.68009192101394,54.817635617957876,-123.62013599896676
Someone ate soup using a bucket.,improbable,0.0,0.8947368421052632,0.0526315789473684,0.0526315789473684,148.71274546273366,52.005591406879375,-113.25106489975775,52.005591406879375,-107.35078612320581
Someone ate soup using history.,inconceivable,0.0,0.0,0.0294117647058823,0.9705882352941176,-1.5298762042114955,172.55922249896648,-19.732681864343483,172.55922249896648,-80.30430010762495
Someone ate soup using a spoon.,probable,1.0,0.0,0.0,0.0,65.68542773503219,71.61537922252764,-121.63592102008651,71.61537922252764,-99.8636202522934
Someone entered a room through a wall.,impossible,0.0,0.3611111111111111,0.5555555555555556,0.0833333333333333,-59.43606610803255,14.832587192454355,-73.8593211204565,14.832587192454355,-61.84175416713997
Someone entered a room through a window.,improbable,0.5882352941176471,0.3823529411764705,0.0,0.0294117647058823,-100.70800608947617,-6.069829666087074,-33.9303453644651,-6.069829666087074,-49.09825066522594
Someone entered a room through a theory.,inconceivable,0.0,0.0238095238095238,0.0476190476190476,0.9285714285714286,-45.39585316549455,78.04628444971229,3.012232832458295,78.04628444971229,4.916158224983253
Someone entered a room through a door.,probable,0.972972972972973,0.0,0.0,0.027027027027027,-15.327180441744034,60.37171649310254,-30.261840576516008,60.37171649310254,-66.62489845025587
Someone filled a bucket with buildings.,impossible,0.0357142857142857,0.0714285714285714,0.7857142857142857,0.1071428571428571,-0.33024373394492557,4.918774723983205,-78.26313623018105,4.918774723983205,-41.94112204030934
Someone filled a bucket with acorns.,improbable,0.9090909090909092,0.0909090909090909,0.0,0.0,-3.026300463088205,45.904007808922444,-84.96551002184268,45.904007808922444,-67.28308862116043
