sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone baked a cake inside a freezer.,impossible,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,1191.80078125,-377.9520263671875,-306.60089111328125,-377.9520263671875,-2423.71533203125
Someone baked a cake inside an airfryer.,improbable,0.425,0.525,0.05,0.0,1355.9873046875,-418.5338134765625,-326.02764892578125,-418.5338134765625,-2679.859375
Someone baked a cake inside a sigh.,inconceivable,0.0,0.0,0.0,1.0,1181.163818359375,-165.26828002929688,-103.3307876586914,-165.26828002929688,-719.9677124023438
Someone baked a cake inside an oven.,probable,1.0,0.0,0.0,0.0,113.54898071289062,-400.1158447265625,-310.7333068847656,-400.1158447265625,-2337.545654296875
Someone chopped a carrot using a rag.,impossible,0.0,0.1282051282051282,0.8205128205128205,0.0512820512820512,606.1815185546875,-400.25335693359375,-300.05279541015625,-400.25335693359375,-2341.5458984375
Someone chopped a carrot using a sword.,improbable,0.1935483870967742,0.8064516129032258,0.0,0.0,871.024658203125,-406.9221496582031,-279.0804443359375,-406.9221496582031,-2405.96923828125
Someone chopped a carrot using a color.,inconceivable,0.0,0.0,0.1395348837209302,0.8604651162790697,649.627197265625,-174.06170654296875,-183.21095275878906,-174.06170654296875,-1135.260986328125
Someone chopped a carrot using a knife.,probable,1.0,0.0,0.0,0.0,78.77175903320312,-451.7085876464844,-288.83856201171875,-451.7085876464844,-2465.77587890625
Someone cleaned a spill using mustard.,impossible,0.0232558139534883,0.2093023255813953,0.6046511627906976,0.1627906976744186,773.1141357421875,-290.7515869140625,-237.50001525878906,-290.7515869140625,-2287.116455078125
Someone cleaned a spill using a scarf.,improbable,0.2777777777777778,0.6944444444444444,0.0277777777777777,0.0,744.2373046875,-367.4933776855469,-256.1060791015625,-367.4933776855469,-2203.804443359375
Someone cleaned a spill using a country.,inconceivable,0.0,0.0,0.0714285714285714,0.9285714285714286,518.2241821289062,-18.37567138671875,-68.32058715820312,-18.37567138671875,-118.82293701171875
Someone cleaned a spill using a sponge.,probable,0.9523809523809524,0.0476190476190476,0.0,0.0,117.03811645507812,-401.7198486328125,-266.8766174316406,-401.7198486328125,-2368.92236328125
Someone cleaned a carpet using a crayon.,impossible,0.0238095238095238,0.238095238095238,0.6190476190476191,0.119047619047619,764.3013916015625,-391.4364318847656,-281.4370422363281,-391.4364318847656,-2675.081298828125
Someone cleaned a carpet using a hat.,improbable,0.0,0.5121951219512195,0.3902439024390244,0.0975609756097561,1220.0467529296875,-335.66107177734375,-233.71194458007812,-335.66107177734375,-2062.059814453125
Someone cleaned a carpet using a week.,inconceivable,0.0,0.0,0.0344827586206896,0.9655172413793104,409.38037109375,-145.98696899414062,-87.88274383544922,-145.98696899414062,-843.95703125
Someone cleaned a carpet using a vacuum.,probable,1.0,0.0,0.0,0.0,-42.591033935546875,-447.1026611328125,-293.4267578125,-447.1026611328125,-2389.845703125
Someone climbed a tree using oil.,impossible,0.0,0.18,0.54,0.28,1237.8194580078125,-267.11865234375,-252.34222412109375,-267.11865234375,-1638.2252197265625
Someone climbed a tree using a rope.,improbable,0.9333333333333332,0.0333333333333333,0.0,0.0333333333333333,189.51231384277344,-449.739501953125,-294.5364685058594,-449.739501953125,-2565.5478515625
Someone climbed a tree using a poem.,inconceivable,0.0,0.0,0.0256410256410256,0.9743589743589745,1369.811279296875,-200.0039520263672,-155.34165954589844,-200.0039520263672,-1216.08740234375
Someone climbed a tree using a ladder.,probable,0.9666666666666668,0.0333333333333333,0.0,0.0,9.335113525390625,-455.17132568359375,-295.02972412109375,-455.17132568359375,-2630.827392578125
Someone closed a jacket using fog.,impossible,0.0,0.0,0.3111111111111111,0.6888888888888889,1107.5791015625,-107.79981231689453,-184.6023712158203,-107.79981231689453,-860.2769165039062
Someone closed a jacket using glue.,improbable,0.0588235294117647,0.8235294117647058,0.0588235294117647,0.0588235294117647,1020.2488403320312,-352.8462829589844,-238.02896118164062,-352.8462829589844,-2613.64892578125
Someone closed a jacket using a word.,inconceivable,0.0,0.0,0.1612903225806451,0.8387096774193549,975.132080078125,-190.4908447265625,-80.05572509765625,-190.4908447265625,-913.1983032226562
