sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,11.520803451538086,-2.244767427444458,-4.467314720153809,-2.244767427444458,-4.467314720153809
Someone is about to be born with 2 feet.,possible,1.0,0.0,11.1225004196167,-2.592607021331787,-4.522136688232422,-2.592607021331787,-4.522136688232422
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,12.002237319946289,-2.14731502532959,-4.999570369720459,-2.14731502532959,-4.999570369720459
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,6.45017147064209,-3.135470390319824,-5.2379231452941895,-3.135470390319824,-5.2379231452941895
Someone is about to clean a car.,possible,1.0,0.0,3.9591102600097656,-2.9734325408935547,-4.982884407043457,-2.9734325408935547,-4.982884407043457
Someone is about to clean a cloud.,impossible,0.05,0.95,7.36841344833374,-2.725857734680176,-4.5263261795043945,-2.725857734680176,-4.5263261795043945
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,6.635934829711914,-2.7285683155059814,-4.3335723876953125,-2.7285683155059814,-4.3335723876953125
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,7.086186408996582,-3.0379550457000732,-4.197292804718018,-3.0379550457000732,-4.197292804718018
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,10.28742504119873,-2.789830446243286,-3.9730961322784424,-2.789830446243286,-3.9730961322784424
Someone is about to count all of the students in a room.,possible,1.0,0.0,7.251538276672363,-3.1554477214813232,-3.9595947265625,-3.1554477214813232,-3.9595947265625
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,5.340022563934326,-2.441554069519043,-4.2709245681762695,-2.441554069519043,-4.2709245681762695
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,6.709399700164795,-2.968035936355591,-4.6782708168029785,-2.968035936355591,-4.6782708168029785
