sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,46.867462158203125,-13.359171867370605,-94.15681457519531,-13.359171867370605,-483.88726806640625
Someone is about to be born with 2 feet.,possible,1.0,0.0,44.6010856628418,17.528921127319336,-82.5868911743164,17.528921127319336,-228.64149475097656
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,53.1474494934082,9.6870756149292,-76.56013488769531,9.6870756149292,-256.06170654296875
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,-14.184366226196289,3.041977882385254,-107.10604095458984,3.041977882385254,-515.281494140625
Someone is about to clean a car.,possible,1.0,0.0,-37.23227310180664,-27.948474884033203,-95.66529083251953,-27.948474884033203,-645.4940185546875
Someone is about to clean a cloud.,impossible,0.05,0.95,17.496868133544922,34.27861022949219,-85.241943359375,34.27861022949219,-330.1246337890625
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,-23.395702362060547,-13.729692459106445,-86.36394500732422,-13.729692459106445,-543.4617309570312
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,12.451242446899414,0.4551429748535156,-88.63970947265625,0.4551429748535156,-452.79779052734375
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,31.92119026184082,8.280046463012695,-65.06332397460938,8.280046463012695,-269.0852355957031
Someone is about to count all of the students in a room.,possible,1.0,0.0,-16.087085723876953,-17.388059616088867,-69.8677978515625,-17.388059616088867,-429.74688720703125
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,-30.471786499023438,-31.680309295654297,-74.5243148803711,-31.680309295654297,-517.9053955078125
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,-5.127466201782227,-19.754657745361328,-83.2060775756836,-19.754657745361328,-580.2073974609375
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,-4.728092193603516,-7.16199254989624,-114.95649719238281,-7.16199254989624,-615.9442138671875
Someone is about to eat a lollipop.,possible,1.0,0.0,24.571746826171875,-0.6821117401123047,-98.36719512939453,-0.6821117401123047,-450.58392333984375
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,4.972909927368164,-17.394248962402344,-82.623779296875,-17.394248962402344,-553.896728515625
Someone is about to eat a planet.,impossible,0.025,0.975,74.49801635742188,38.718849182128906,-67.62171936035156,38.718849182128906,-147.20262145996094
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,63.306034088134766,2.943291664123535,-73.72901153564453,2.943291664123535,-273.6115417480469
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,-2.654193878173828,-27.732688903808594,-83.9189682006836,-27.732688903808594,-549.899658203125
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,0.6524982452392578,-24.416505813598633,-85.42182159423828,-24.416505813598633,-597.3046875
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,47.16368865966797,-12.9157133102417,-79.82098388671875,-12.9157133102417,-461.41033935546875
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,-3.337106704711914,2.6724820137023926,-99.4505615234375,2.6724820137023926,-590.3250122070312
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,45.5693359375,-17.350372314453125,-96.1063232421875,-17.350372314453125,-305.357666015625
Someone is about to find a sweater in a closet.,possible,1.0,0.0,11.779939651489258,-28.76943588256836,-94.80664825439453,-28.76943588256836,-381.2729187011719
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,55.69813537597656,-14.190544128417969,-85.6219711303711,-14.190544128417969,-258.0664978027344
Someone is about to have a cat as a pet.,possible,1.0,0.0,23.670703887939453,-18.60049819946289,-79.55332946777344,-18.60049819946289,-437.804443359375
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,57.746185302734375,-12.53173828125,-79.35723114013672,-12.53173828125,-325.95947265625
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,93.07443237304688,0.9833283424377441,-72.8008804321289,0.9833283424377441,-174.2100067138672
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,3.869659423828125,-12.8255615234375,-51.76908493041992,-12.8255615234375,-278.36767578125
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,44.401668548583984,8.56088638305664,-35.336544036865234,8.56088638305664,-73.31871032714844
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,48.30938720703125,-1.0673036575317383,-38.251365661621094,-1.0673036575317383,-102.59011840820312
Someone is about to live for 1000 years.,impossible,0.0,1.0,45.02391815185547,4.96083927154541,-55.737606048583984,4.96083927154541,-274.10333251953125
Someone is about to live for 110 years.,improbable,1.0,0.0,51.07636260986328,2.2589573860168457,-50.900142669677734,2.2589573860168457,-232.7600555419922
Someone is about to live for 60 years.,possible,1.0,0.0,35.0985107421875,-4.039277076721191,-49.287288665771484,-4.039277076721191,-282.880615234375
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,-4.402687072753906,-25.369783401489258,-80.61067199707031,-25.369783401489258,-408.9703369140625
Someone is about to make a house out of bricks.,possible,0.975,0.025,55.843605041503906,-6.599226474761963,-85.28962707519531,-6.599226474761963,-234.8972625732422
Someone is about to make a house out of gas.,impossible,0.0,1.0,68.99992370605469,17.41826629638672,-82.52305603027344,17.41826629638672,-230.79434204101562
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,63.89153289794922,5.155416488647461,-92.135498046875,5.155416488647461,-302.255859375
Someone is about to make their friend cry.,improbable,1.0,0.0,59.28539276123047,0.496002197265625,-49.670955657958984,0.496002197265625,-131.05274963378906
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,73.06722259521484,19.88571548461914,-59.19760513305664,19.88571548461914,-23.656410217285156
Someone is about to make their friend smile.,possible,1.0,0.0,24.50568199157715,-12.068001747131348,-49.8919792175293,-12.068001747131348,-109.84251403808594
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,24.697322845458984,2.7791271209716797,-77.20681762695312,2.7791271209716797,-410.33056640625
Someone is about to move a marble with their hand.,possible,1.0,0.0,-30.23920440673828,-27.398738861083984,-90.35459899902344,-27.398738861083984,-627.6104125976562
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,43.50200653076172,10.569112777709961,-60.0425910949707,10.569112777709961,-214.43080139160156
Someone is about to not eat for 1 hour.,possible,1.0,0.0,-3.2868080139160156,-15.42033576965332,-70.45392608642578,-15.42033576965332,-511.0606994628906
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,11.627113342285156,-16.97494125366211,-70.09268188476562,-16.97494125366211,-479.19683837890625
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,26.01966094970703,-8.005430221557617,-61.4960823059082,-8.005430221557617,-399.22930908203125
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,10.816003799438477,-9.213619232177734,-68.47569274902344,-9.213619232177734,-449.7735595703125
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,18.374895095825195,-20.32546615600586,-78.70533752441406,-20.32546615600586,-583.092041015625
Someone is about to open a window with their hand.,possible,1.0,0.0,-31.28937530517578,-36.695579528808594,-78.64860534667969,-36.695579528808594,-633.196533203125
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,31.031646728515625,5.2425055503845215,-91.65572357177734,5.2425055503845215,-447.17828369140625
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,35.60342025756836,-9.212440490722656,-91.00328826904297,-9.212440490722656,-465.78887939453125
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,6.490936279296875,-23.85660743713379,-94.65476989746094,-23.85660743713379,-597.8772583007812
Someone is about to play with a toy.,possible,1.0,0.0,-22.85950469970703,-22.60884666442871,-81.46524047851562,-22.60884666442871,-496.52667236328125
Someone is about to play with a wolf.,improbable,0.8,0.2,38.58305740356445,3.566467761993408,-85.11348724365234,3.566467761993408,-359.6445617675781
