sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,14.58634090423584,5.888852596282959,-0.2985924184322357,5.888852596282959,-10.618127822875977
Someone is about to be born with 2 feet.,possible,1.0,0.0,12.120678901672363,11.046050071716309,-0.2311023771762848,11.046050071716309,-5.524761199951172
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,7.9020280838012695,3.834707498550415,-0.2662532925605774,3.834707498550415,-9.43504810333252
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,-4.271393775939941,-2.0032460689544678,-0.44196128845214844,-2.0032460689544678,-15.556029319763184
Someone is about to clean a car.,possible,1.0,0.0,-9.727231979370117,-10.192678451538086,-0.41175228357315063,-10.192678451538086,-23.056922912597656
Someone is about to clean a cloud.,impossible,0.05,0.95,12.6215238571167,15.855867385864258,-0.33169931173324585,15.855867385864258,6.528099060058594
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,-4.096787452697754,-5.6159467697143555,-0.3175427317619324,-5.6159467697143555,-18.232742309570312
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,-7.697113037109375,-8.233882904052734,-0.37605738639831543,-8.233882904052734,-23.34754180908203
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,11.929546356201172,7.720977306365967,-0.09329536557197571,7.720977306365967,-7.8225812911987305
Someone is about to count all of the students in a room.,possible,1.0,0.0,-8.331668853759766,-7.994124412536621,-0.2977161407470703,-7.994124412536621,-17.708568572998047
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,3.527489185333252,-1.866051435470581,-0.27148234844207764,-1.866051435470581,-13.951532363891602
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,-14.660392761230469,-13.630050659179688,-0.21804548799991608,-13.630050659179688,-27.61667251586914
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,9.782881736755371,7.262190818786621,-0.44791582226753235,7.262190818786621,-8.198144912719727
Someone is about to eat a lollipop.,possible,1.0,0.0,-6.922612190246582,-8.796504974365234,-0.5042515993118286,-8.796504974365234,-23.91147232055664
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,5.626845359802246,-2.8663339614868164,-0.15218214690685272,-2.8663339614868164,-24.80583953857422
Someone is about to eat a planet.,impossible,0.025,0.975,11.64101505279541,12.711000442504883,-0.22606045007705688,12.711000442504883,-0.0201798677444458
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,4.4050092697143555,0.4812038540840149,-0.16995824873447418,0.4812038540840149,-10.524890899658203
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,-2.8656821250915527,-8.845898628234863,-0.13755124807357788,-8.845898628234863,-22.875255584716797
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,-9.180900573730469,-11.410591125488281,-0.12020350247621536,-11.410591125488281,-26.046649932861328
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,13.57568359375,5.046886920928955,-0.10824210941791534,5.046886920928955,-15.103425025939941
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,-0.01905536651611328,-2.6956114768981934,-0.351749986410141,-2.6956114768981934,-17.941801071166992
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,-3.2739877700805664,-3.5085201263427734,-0.4355414807796478,-3.5085201263427734,-17.993053436279297
Someone is about to find a sweater in a closet.,possible,1.0,0.0,-10.480571746826172,-7.558917045593262,-0.48403459787368774,-7.558917045593262,-21.817293167114258
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,0.5191242694854736,-1.547606348991394,-0.4662283658981323,-1.547606348991394,-14.534292221069336
Someone is about to have a cat as a pet.,possible,1.0,0.0,-9.048121452331543,-9.582494735717773,-0.2420322149991989,-9.582494735717773,-22.02773666381836
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,-2.66103458404541,-7.1261725425720215,-0.23552320897579193,-7.1261725425720215,-24.288267135620117
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,8.970161437988281,4.637294292449951,-0.2535175383090973,4.637294292449951,-11.195070266723633
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,-5.471383094787598,-4.94500732421875,-0.005614996887743473,-4.94500732421875,-12.416670799255371
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,9.687541961669922,9.26578426361084,-0.004031443502753973,9.26578426361084,-2.230011224746704
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,8.586651802062988,6.974787712097168,0.029944872483611107,6.974787712097168,-1.171541690826416
Someone is about to live for 1000 years.,impossible,0.0,1.0,1.1715378761291504,-2.9619646072387695,0.029920026659965515,-2.9619646072387695,-18.626541137695312
Someone is about to live for 110 years.,improbable,1.0,0.0,4.322136878967285,1.0674095153808594,0.043734360486269,1.0674095153808594,-13.472278594970703
Someone is about to live for 60 years.,possible,1.0,0.0,-9.269554138183594,-8.147969245910645,0.04094522073864937,-8.147969245910645,-18.922998428344727
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,-1.4357471466064453,-0.45151662826538086,-0.31453993916511536,-0.45151662826538086,-7.152118682861328
Someone is about to make a house out of bricks.,possible,0.975,0.025,-15.364194869995117,-11.22007942199707,-0.38144925236701965,-11.22007942199707,-28.87594985961914
Someone is about to make a house out of gas.,impossible,0.0,1.0,18.478479385375977,16.368873596191406,-0.24015522003173828,16.368873596191406,-1.8733421564102173
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,18.992774963378906,7.998195171356201,-0.40914005041122437,7.998195171356201,-13.716703414916992
Someone is about to make their friend cry.,improbable,1.0,0.0,-5.495071887969971,-5.261185646057129,0.1295931339263916,-5.261185646057129,-17.251956939697266
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,-0.09779393672943115,1.6998504400253296,-0.06454254686832428,1.6998504400253296,-12.27588939666748
Someone is about to make their friend smile.,possible,1.0,0.0,-6.276649475097656,-4.781497001647949,0.08798210322856903,-4.781497001647949,-13.830453872680664
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,-1.9455995559692383,-3.8643736839294434,-0.1325109601020813,-3.8643736839294434,-22.758621215820312
Someone is about to move a marble with their hand.,possible,1.0,0.0,-12.051172256469727,-8.62575912475586,-0.29572558403015137,-8.62575912475586,-25.403474807739258
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,2.319185256958008,-0.029198884963989258,0.014445852488279343,-0.029198884963989258,-15.446784973144531
Someone is about to not eat for 1 hour.,possible,1.0,0.0,-9.17280387878418,-7.96864652633667,-0.08073508739471436,-7.96864652633667,-23.311058044433594
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,3.7524900436401367,-4.584017753601074,-0.11709171533584595,-4.584017753601074,-17.979690551757812
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,6.945590496063232,-1.1170814037322998,-0.09825782477855682,-1.1170814037322998,-16.951675415039062
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,-0.24849343299865723,-1.0126981735229492,-0.07049897313117981,-1.0126981735229492,-19.319480895996094
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,1.9676880836486816,-4.222782135009766,-0.28376513719558716,-4.222782135009766,-20.766803741455078
Someone is about to open a window with their hand.,possible,1.0,0.0,-7.312359809875488,-7.036823272705078,-0.2565011978149414,-7.036823272705078,-23.184961318969727
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,4.994631290435791,2.833501100540161,-0.34262615442276,2.833501100540161,-13.624046325683594
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,0.09433865547180176,-1.4978721141815186,-0.3822413384914398,-1.4978721141815186,-22.50467872619629
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,-14.888557434082031,-12.30665397644043,-0.39125972986221313,-12.30665397644043,-31.590526580810547
Someone is about to play with a toy.,possible,1.0,0.0,-13.105661392211914,-10.013284683227539,-0.31710875034332275,-10.013284683227539,-23.61305046081543
Someone is about to play with a wolf.,improbable,0.8,0.2,8.604536056518555,7.307914733886719,-0.468488872051239,7.307914733886719,-5.640506267547607
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,4.191187381744385,5.415925979614258,-0.007106346543878317,5.415925979614258,-0.22734510898590088
Someone is about to ride a cow.,improbable,0.85,0.15,9.66623306274414,3.65226411819458,-0.4777837097644806,3.65226411819458,-11.432783126831055
Someone is about to ride a horse.,possible,1.0,0.0,-10.145685195922852,-9.351324081420898,-0.4018183946609497,-9.351324081420898,-23.787097930908203
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,11.106267929077148,11.215985298156738,-0.4362492561340332,11.215985298156738,1.2025558948516846
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,-10.090396881103516,-4.833127021789551,-0.2069535255432129,-4.833127021789551,-20.175283432006836
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,7.616430282592773,5.137242317199707,0.050765007734298706,5.137242317199707,-7.40811014175415
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,2.3775603771209717,-1.6790987253189087,-0.1359359323978424,-1.6790987253189087,-18.626850128173828
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,-6.1034369468688965,-9.905899047851562,-0.02487003803253174,-9.905899047851562,-27.521499633789062
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,-11.137725830078125,-9.722709655761719,-0.038737744092941284,-9.722709655761719,-24.58523941040039
