sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,1299.7772216796875,-289.3312683105469,-207.31051635742188,-289.3312683105469,-1934.2589111328125
Someone is about to be born with 2 feet.,possible,1.0,0.0,888.9827880859375,-185.7411346435547,-184.74334716796875,-185.7411346435547,-1485.1357421875
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,1080.27783203125,-248.91232299804688,-158.41329956054688,-248.91232299804688,-1416.8533935546875
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,449.31207275390625,-281.8736267089844,-250.28758239746094,-281.8736267089844,-1789.976806640625
Someone is about to clean a car.,possible,1.0,0.0,162.68777465820312,-390.0069274902344,-276.30078125,-390.0069274902344,-2355.093994140625
Someone is about to clean a cloud.,impossible,0.05,0.95,1005.912841796875,-155.4556884765625,-217.88232421875,-155.4556884765625,-1449.52099609375
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,252.19192504882812,-313.12506103515625,-237.0965576171875,-313.12506103515625,-2091.21875
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,840.5519409179688,-274.8415832519531,-199.45962524414062,-274.8415832519531,-2150.457275390625
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,1166.2606201171875,-233.7267608642578,-140.40240478515625,-233.7267608642578,-1841.38232421875
Someone is about to count all of the students in a room.,possible,1.0,0.0,168.49853515625,-331.62158203125,-170.83477783203125,-331.62158203125,-2216.256103515625
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,485.72711181640625,-373.4156494140625,-169.54348754882812,-373.4156494140625,-1861.709228515625
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,182.19325256347656,-317.9192810058594,-186.97093200683594,-317.9192810058594,-1880.67333984375
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,651.5703735351562,-281.7537841796875,-239.08909606933594,-281.7537841796875,-1904.087158203125
Someone is about to eat a lollipop.,possible,1.0,0.0,342.1100158691406,-340.597412109375,-193.6568603515625,-340.597412109375,-2132.16455078125
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,790.3242797851562,-304.85101318359375,-183.078369140625,-304.85101318359375,-1874.234375
Someone is about to eat a planet.,impossible,0.025,0.975,1206.79541015625,-182.25035095214844,-153.1421661376953,-182.25035095214844,-1764.634033203125
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,1043.001953125,-226.04891967773438,-146.8105010986328,-226.04891967773438,-1447.781982421875
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,381.34112548828125,-327.9344787597656,-186.86924743652344,-327.9344787597656,-1903.02001953125
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,452.8158874511719,-334.4734802246094,-199.15673828125,-334.4734802246094,-2009.3885498046875
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,1054.62646484375,-303.9693603515625,-177.3257293701172,-303.9693603515625,-2103.83203125
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,701.2606201171875,-337.5479431152344,-212.89427185058594,-337.5479431152344,-2195.9736328125
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,925.9085083007812,-306.42864990234375,-212.14544677734375,-306.42864990234375,-1746.403076171875
Someone is about to find a sweater in a closet.,possible,1.0,0.0,402.8337707519531,-322.35528564453125,-214.08079528808594,-322.35528564453125,-1654.643798828125
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,991.9569091796875,-297.3006591796875,-199.84848022460938,-297.3006591796875,-1702.8350830078125
Someone is about to have a cat as a pet.,possible,1.0,0.0,538.109130859375,-378.057373046875,-194.03021240234375,-378.057373046875,-1640.9400634765625
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,1033.7841796875,-357.8522033691406,-192.7950439453125,-357.8522033691406,-1693.66845703125
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,1338.3145751953125,-293.369384765625,-184.44979858398438,-293.369384765625,-1582.58203125
