sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,-24.140486680567136,9.990345778042695,17.866618440181206,9.990345778042695,-43.07702736235977
Someone is about to be born with 2 feet.,possible,1.0,0.0,-15.939125169742724,-20.103615134774287,40.84225229189289,-20.103615134774287,-39.94495064676842
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,-44.10983290251602,0.04496008578621513,26.341097604693594,0.04496008578621513,-57.397691984964226
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,2.246557991506286,99.17706406698576,-153.55257502664307,99.17706406698576,-125.50155747176146
Someone is about to clean a car.,possible,1.0,0.0,-62.66656579391997,22.619410600041505,-76.28516249799588,22.619410600041505,-183.33753074998154
Someone is about to clean a cloud.,impossible,0.05,0.95,-21.543098067784413,24.15042207053989,-8.009384764363624,24.15042207053989,-117.09796922256773
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,0.2237259010624939,26.25375403137366,-114.89488235725362,26.25375403137366,-172.76074893626333
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,47.16705174565172,-5.77232154084254,-62.03345016768757,-5.77232154084254,-141.90561357850368
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,48.930717494455564,42.296718946952296,-99.65432416224877,42.296718946952296,-122.6246314185029
Someone is about to count all of the students in a room.,possible,1.0,0.0,27.984332268516038,-7.884696107725375,-10.748438581707326,-7.884696107725375,-164.19536897829607
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,-6.7250922395136925,1.400504898928304,-11.527453197963148,1.400504898928304,-128.60289552881824
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,-13.299153711444198,-30.458011285755532,-25.14598176281415,-30.458011285755532,-105.13673603588026
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,45.797174202700766,29.880292689510128,-119.19121195140306,29.880292689510128,-89.30330946143684
Someone is about to eat a lollipop.,possible,1.0,0.0,49.27206278444018,-39.583034045443924,-22.427765889562522,-39.583034045443924,-138.4330777235297
