sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone baked a cake inside a freezer.,impossible,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,0.4445878565311432,-4.181708335876465,-3.746056318283081,-4.181708335876465,-24.965961456298828
Someone baked a cake inside an airfryer.,improbable,0.425,0.525,0.05,0.0,-0.7903420925140381,-9.758159637451172,-4.253741264343262,-9.758159637451172,-29.692306518554688
Someone baked a cake inside a sigh.,inconceivable,0.0,0.0,0.0,1.0,2.9207611083984375,10.434983253479004,-0.9522234201431274,10.434983253479004,7.084210395812988
Someone baked a cake inside an oven.,probable,1.0,0.0,0.0,0.0,-3.4006099700927734,-12.02647876739502,-3.9038538932800293,-12.02647876739502,-29.171798706054688
Someone chopped a carrot using a rag.,impossible,0.0,0.1282051282051282,0.8205128205128205,0.0512820512820512,-0.09713228046894073,-3.8859822750091553,-3.6899585723876953,-3.8859822750091553,-21.57146453857422
Someone chopped a carrot using a sword.,improbable,0.1935483870967742,0.8064516129032258,0.0,0.0,0.49772635102272034,-4.094778060913086,-3.650979518890381,-4.094778060913086,-23.23965835571289
Someone chopped a carrot using a color.,inconceivable,0.0,0.0,0.1395348837209302,0.8604651162790697,0.48363786935806274,10.881430625915527,-0.26745882630348206,10.881430625915527,16.70887565612793
Someone chopped a carrot using a knife.,probable,1.0,0.0,0.0,0.0,-4.462620735168457,-11.81216049194336,-3.8982348442077637,-11.81216049194336,-28.295063018798828
Someone cleaned a spill using mustard.,impossible,0.0232558139534883,0.2093023255813953,0.6046511627906976,0.1627906976744186,1.1377158164978027,-2.2165942192077637,-3.8770811557769775,-2.2165942192077637,-20.224773406982422
Someone cleaned a spill using a scarf.,improbable,0.2777777777777778,0.6944444444444444,0.0277777777777777,0.0,-0.013326503336429596,-8.375489234924316,-3.804361581802368,-8.375489234924316,-24.86969757080078
Someone cleaned a spill using a country.,inconceivable,0.0,0.0,0.0714285714285714,0.9285714285714286,0.9056279063224792,8.873893737792969,1.7274465560913086,8.873893737792969,23.70395278930664
Someone cleaned a spill using a sponge.,probable,0.9523809523809524,0.0476190476190476,0.0,0.0,-3.4962804317474365,-12.031505584716797,-4.274443626403809,-12.031505584716797,-27.99726676940918
Someone cleaned a carpet using a crayon.,impossible,0.0238095238095238,0.238095238095238,0.6190476190476191,0.119047619047619,0.35695943236351013,-4.511308670043945,-4.035734176635742,-4.511308670043945,-22.693519592285156
Someone cleaned a carpet using a hat.,improbable,0.0,0.5121951219512195,0.3902439024390244,0.0975609756097561,0.686835765838623,-1.240949034690857,-3.2841527462005615,-1.240949034690857,-14.159822463989258
Someone cleaned a carpet using a week.,inconceivable,0.0,0.0,0.0344827586206896,0.9655172413793104,-0.32855284214019775,0.36768001317977905,0.6354562044143677,0.36768001317977905,3.2069244384765625
Someone cleaned a carpet using a vacuum.,probable,1.0,0.0,0.0,0.0,-4.0941033363342285,-10.221719741821289,-4.226471900939941,-10.221719741821289,-25.54000473022461
Someone climbed a tree using oil.,impossible,0.0,0.18,0.54,0.28,0.8800884485244751,-1.5968481302261353,-3.1919808387756348,-1.5968481302261353,-16.91360855102539
Someone climbed a tree using a rope.,improbable,0.9333333333333332,0.0333333333333333,0.0,0.0333333333333333,-2.1483242511749268,-10.378969192504883,-3.593381881713867,-10.378969192504883,-26.003162384033203
Someone climbed a tree using a poem.,inconceivable,0.0,0.0,0.0256410256410256,0.9743589743589745,3.1655054092407227,8.352249145507812,-1.1376370191574097,8.352249145507812,9.768404006958008
Someone climbed a tree using a ladder.,probable,0.9666666666666668,0.0333333333333333,0.0,0.0,-2.809844970703125,-8.595443725585938,-3.5032570362091064,-8.595443725585938,-21.59705352783203
Someone closed a jacket using fog.,impossible,0.0,0.0,0.3111111111111111,0.6888888888888889,2.541327953338623,10.888690948486328,-2.942307949066162,10.888690948486328,3.380920886993408
Someone closed a jacket using glue.,improbable,0.0588235294117647,0.8235294117647058,0.0588235294117647,0.0588235294117647,1.069082260131836,-2.8700454235076904,-3.514544725418091,-2.8700454235076904,-19.702835083007812
Someone closed a jacket using a word.,inconceivable,0.0,0.0,0.1612903225806451,0.8387096774193549,0.8887209892272949,4.243374824523926,-0.8796988725662231,4.243374824523926,10.504155158996582
Someone closed a jacket using a zipper.,probable,0.9743589743589745,0.0,0.0,0.0256410256410256,-2.7823171615600586,-9.525205612182617,-3.714989185333252,-9.525205612182617,-25.07074546813965
Someone constructed a tower out of sparks.,impossible,0.0,0.0256410256410256,0.4871794871794871,0.4871794871794871,2.42732572555542,6.020326614379883,-2.7006633281707764,6.020326614379883,-3.6251492500305176
Someone constructed a tower out of bubbles.,improbable,0.05,0.275,0.6,0.075,2.302762985229492,-0.13311633467674255,-2.960909366607666,-0.13311633467674255,-15.976249694824219
Someone constructed a tower out of seasons.,inconceivable,0.0,0.0294117647058823,0.1176470588235294,0.8529411764705882,2.8952462673187256,8.708854675292969,-0.283855676651001,8.708854675292969,8.858145713806152
Someone constructed a tower out of blocks.,probable,1.0,0.0,0.0,0.0,-2.4280529022216797,-8.375036239624023,-3.7570362091064453,-8.375036239624023,-21.57308578491211
Someone cooked dinner out of the moon.,impossible,0.0,0.0,0.1891891891891892,0.8108108108108109,2.551358699798584,16.060068130493164,-1.339922547340393,16.060068130493164,18.878620147705078
Someone cooked dinner out of insects.,improbable,0.2121212121212121,0.7878787878787878,0.0,0.0,1.8807215690612793,0.6587454080581665,-1.756734013557434,0.6587454080581665,-7.954917907714844
Someone cooked dinner out of thoughts.,inconceivable,0.0,0.027027027027027,0.2432432432432432,0.7297297297297297,0.80399090051651,13.222040176391602,0.8596464395523071,13.222040176391602,23.788671493530273
