sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone baked a cake inside a freezer.,impossible,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,-26.687294006347656,11.339829444885254,-10.702449798583984,11.339829444885254,-10.702449798583984
Someone baked a cake inside an airfryer.,improbable,0.425,0.525,0.05,0.0,-26.686500549316406,11.129449844360352,-9.600823402404785,11.129449844360352,-9.600823402404785
Someone baked a cake inside a sigh.,inconceivable,0.0,0.0,0.0,1.0,-24.999645233154297,12.29129695892334,-8.469623565673828,12.29129695892334,-8.469623565673828
Someone baked a cake inside an oven.,probable,1.0,0.0,0.0,0.0,-26.328786849975586,11.396971702575684,-10.11457347869873,11.396971702575684,-10.11457347869873
Someone chopped a carrot using a rag.,impossible,0.0,0.1282051282051282,0.8205128205128205,0.0512820512820512,-24.238189697265625,12.051777839660645,-10.58242416381836,12.051777839660645,-10.58242416381836
Someone chopped a carrot using a sword.,improbable,0.1935483870967742,0.8064516129032258,0.0,0.0,-25.70233726501465,12.288009643554688,-10.379592895507812,12.288009643554688,-10.379592895507812
Someone chopped a carrot using a color.,inconceivable,0.0,0.0,0.1395348837209302,0.8604651162790697,-24.113452911376953,13.532124519348145,-9.416473388671875,13.532124519348145,-9.416473388671875
Someone chopped a carrot using a knife.,probable,1.0,0.0,0.0,0.0,-25.703222274780273,12.129739761352539,-10.954355239868164,12.129739761352539,-10.954355239868164
Someone cleaned a spill using mustard.,impossible,0.0232558139534883,0.2093023255813953,0.6046511627906976,0.1627906976744186,-26.29096221923828,12.756505966186523,-10.640802383422852,12.756505966186523,-10.640802383422852
Someone cleaned a spill using a scarf.,improbable,0.2777777777777778,0.6944444444444444,0.0277777777777777,0.0,-25.47868537902832,12.081422805786133,-11.008062362670898,12.081422805786133,-11.008062362670898
Someone cleaned a spill using a country.,inconceivable,0.0,0.0,0.0714285714285714,0.9285714285714286,-24.624610900878906,14.705070495605469,-8.581652641296387,14.705070495605469,-8.581652641296387
Someone cleaned a spill using a sponge.,probable,0.9523809523809524,0.0476190476190476,0.0,0.0,-25.58245086669922,11.827484130859375,-10.828594207763672,11.827484130859375,-10.828594207763672
Someone cleaned a carpet using a crayon.,impossible,0.0238095238095238,0.238095238095238,0.6190476190476191,0.119047619047619,-24.85780906677246,11.848426818847656,-10.31946849822998,11.848426818847656,-10.31946849822998
Someone cleaned a carpet using a hat.,improbable,0.0,0.5121951219512195,0.3902439024390244,0.0975609756097561,-24.963685989379883,11.514053344726562,-10.934751510620117,11.514053344726562,-10.934751510620117
Someone cleaned a carpet using a week.,inconceivable,0.0,0.0,0.0344827586206896,0.9655172413793104,-25.81106948852539,12.551567077636719,-9.846515655517578,12.551567077636719,-9.846515655517578
Someone cleaned a carpet using a vacuum.,probable,1.0,0.0,0.0,0.0,-25.953821182250977,11.185462951660156,-9.91655445098877,11.185462951660156,-9.91655445098877
Someone climbed a tree using oil.,impossible,0.0,0.18,0.54,0.28,-24.3825626373291,11.988508224487305,-9.416172981262207,11.988508224487305,-9.416172981262207
Someone climbed a tree using a rope.,improbable,0.9333333333333332,0.0333333333333333,0.0,0.0333333333333333,-24.021142959594727,11.584976196289062,-9.959142684936523,11.584976196289062,-9.959142684936523
Someone climbed a tree using a poem.,inconceivable,0.0,0.0,0.0256410256410256,0.9743589743589745,-23.89560890197754,11.447860717773438,-10.691113471984863,11.447860717773438,-10.691113471984863
Someone climbed a tree using a ladder.,probable,0.9666666666666668,0.0333333333333333,0.0,0.0,-24.13313102722168,11.587876319885254,-10.035179138183594,11.587876319885254,-10.035179138183594
Someone closed a jacket using fog.,impossible,0.0,0.0,0.3111111111111111,0.6888888888888889,-25.31812858581543,14.262137413024902,-8.514089584350586,14.262137413024902,-8.514089584350586
Someone closed a jacket using glue.,improbable,0.0588235294117647,0.8235294117647058,0.0588235294117647,0.0588235294117647,-25.197839736938477,13.018377304077148,-9.610610961914062,13.018377304077148,-9.610610961914062
Someone closed a jacket using a word.,inconceivable,0.0,0.0,0.1612903225806451,0.8387096774193549,-24.70389175415039,14.395849227905273,-9.051995277404785,14.395849227905273,-9.051995277404785
Someone closed a jacket using a zipper.,probable,0.9743589743589745,0.0,0.0,0.0256410256410256,-23.62625503540039,12.414915084838867,-10.110316276550293,12.414915084838867,-10.110316276550293
Someone constructed a tower out of sparks.,impossible,0.0,0.0256410256410256,0.4871794871794871,0.4871794871794871,-25.22704315185547,12.873456954956055,-9.520713806152344,12.873456954956055,-9.520713806152344
Someone constructed a tower out of bubbles.,improbable,0.05,0.275,0.6,0.075,-25.21860122680664,12.324738502502441,-9.265717506408691,12.324738502502441,-9.265717506408691
Someone constructed a tower out of seasons.,inconceivable,0.0,0.0294117647058823,0.1176470588235294,0.8529411764705882,-25.352195739746094,11.5771484375,-9.088376998901367,11.5771484375,-9.088376998901367
Someone constructed a tower out of blocks.,probable,1.0,0.0,0.0,0.0,-25.6975154876709,12.227659225463867,-9.415048599243164,12.227659225463867,-9.415048599243164
Someone cooked dinner out of the moon.,impossible,0.0,0.0,0.1891891891891892,0.8108108108108109,-26.081438064575195,12.903653144836426,-9.44101619720459,12.903653144836426,-9.44101619720459
Someone cooked dinner out of insects.,improbable,0.2121212121212121,0.7878787878787878,0.0,0.0,-25.122119903564453,12.836091041564941,-9.401556015014648,12.836091041564941,-9.401556015014648
Someone cooked dinner out of thoughts.,inconceivable,0.0,0.027027027027027,0.2432432432432432,0.7297297297297297,-25.70366859436035,13.457891464233398,-9.011932373046875,13.457891464233398,-9.011932373046875
