sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone baked a cake inside a freezer.,impossible,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,-28.433815002441406,67.85456848144531,-100.035400390625,67.85456848144531,-158.7879638671875
Someone baked a cake inside an airfryer.,improbable,0.425,0.525,0.05,0.0,-16.361743927001953,63.213966369628906,-99.79534149169922,63.213966369628906,-165.5482940673828
Someone baked a cake inside a sigh.,inconceivable,0.0,0.0,0.0,1.0,-14.849666595458984,119.62700653076172,-22.83470344543457,119.62700653076172,-29.36200523376465
Someone baked a cake inside an oven.,probable,1.0,0.0,0.0,0.0,-30.72089385986328,65.22332763671875,-94.67073822021484,65.22332763671875,-156.74368286132812
Someone chopped a carrot using a rag.,impossible,0.0,0.1282051282051282,0.8205128205128205,0.0512820512820512,-15.461790084838867,58.215885162353516,-118.2689437866211,58.215885162353516,-189.59521484375
Someone chopped a carrot using a sword.,improbable,0.1935483870967742,0.8064516129032258,0.0,0.0,-13.554145812988281,61.92011260986328,-110.99302673339844,61.92011260986328,-190.416748046875
Someone chopped a carrot using a color.,inconceivable,0.0,0.0,0.1395348837209302,0.8604651162790697,-2.7981653213500977,101.11006164550781,-70.33758544921875,101.11006164550781,-93.23634338378906
Someone chopped a carrot using a knife.,probable,1.0,0.0,0.0,0.0,-27.173492431640625,35.8604736328125,-106.1289291381836,35.8604736328125,-199.7491912841797
Someone cleaned a spill using mustard.,impossible,0.0232558139534883,0.2093023255813953,0.6046511627906976,0.1627906976744186,-1.0049057006835938,77.24208068847656,-127.57113647460938,77.24208068847656,-178.5191650390625
Someone cleaned a spill using a scarf.,improbable,0.2777777777777778,0.6944444444444444,0.0277777777777777,0.0,-11.090877532958984,55.12641906738281,-108.95963287353516,55.12641906738281,-182.9825439453125
Someone cleaned a spill using a country.,inconceivable,0.0,0.0,0.0714285714285714,0.9285714285714286,10.51164436340332,173.14813232421875,-58.13716125488281,173.14813232421875,-30.626689910888672
Someone cleaned a spill using a sponge.,probable,0.9523809523809524,0.0476190476190476,0.0,0.0,-15.455171585083008,58.89147186279297,-116.49241638183594,58.89147186279297,-184.436279296875
Someone cleaned a carpet using a crayon.,impossible,0.0238095238095238,0.238095238095238,0.6190476190476191,0.119047619047619,-8.797330856323242,67.48345184326172,-120.93148803710938,67.48345184326172,-184.98593139648438
Someone cleaned a carpet using a hat.,improbable,0.0,0.5121951219512195,0.3902439024390244,0.0975609756097561,-13.673831939697266,50.9058723449707,-117.84220123291016,50.9058723449707,-187.03436279296875
Someone cleaned a carpet using a week.,inconceivable,0.0,0.0,0.0344827586206896,0.9655172413793104,-10.887922286987305,102.62274932861328,-43.71912384033203,102.62274932861328,-52.231689453125
Someone cleaned a carpet using a vacuum.,probable,1.0,0.0,0.0,0.0,-23.756793975830078,63.991966247558594,-99.71530151367188,63.991966247558594,-148.90960693359375
Someone climbed a tree using oil.,impossible,0.0,0.18,0.54,0.28,-23.227235794067383,81.40481567382812,-116.31071472167969,81.40481567382812,-157.24029541015625
Someone climbed a tree using a rope.,improbable,0.9333333333333332,0.0333333333333333,0.0,0.0333333333333333,-30.064069747924805,51.96358871459961,-114.04149627685547,51.96358871459961,-184.58114624023438
Someone climbed a tree using a poem.,inconceivable,0.0,0.0,0.0256410256410256,0.9743589743589745,-21.70136833190918,93.45821380615234,-57.4867057800293,93.45821380615234,-102.66409301757812
Someone climbed a tree using a ladder.,probable,0.9666666666666668,0.0333333333333333,0.0,0.0,-29.080535888671875,49.694610595703125,-101.90658569335938,49.694610595703125,-171.62646484375
Someone closed a jacket using fog.,impossible,0.0,0.0,0.3111111111111111,0.6888888888888889,0.5417170524597168,118.53024291992188,-102.74388122558594,118.53024291992188,-121.14393615722656
Someone closed a jacket using glue.,improbable,0.0588235294117647,0.8235294117647058,0.0588235294117647,0.0588235294117647,-25.225875854492188,59.676082611083984,-109.63005065917969,59.676082611083984,-164.59072875976562
Someone closed a jacket using a word.,inconceivable,0.0,0.0,0.1612903225806451,0.8387096774193549,-17.802759170532227,106.7649917602539,-34.029747009277344,106.7649917602539,-50.00387954711914
Someone closed a jacket using a zipper.,probable,0.9743589743589745,0.0,0.0,0.0256410256410256,-26.3034725189209,52.98000717163086,-118.3304214477539,52.98000717163086,-186.6990203857422
Someone constructed a tower out of sparks.,impossible,0.0,0.0256410256410256,0.4871794871794871,0.4871794871794871,-10.965290069580078,116.67754364013672,-73.1212387084961,116.67754364013672,-98.08644104003906
Someone constructed a tower out of bubbles.,improbable,0.05,0.275,0.6,0.075,-11.860518455505371,105.55299377441406,-86.93392944335938,105.55299377441406,-127.83065795898438
Someone constructed a tower out of seasons.,inconceivable,0.0,0.0294117647058823,0.1176470588235294,0.8529411764705882,-7.917553424835205,135.42271423339844,-42.258087158203125,135.42271423339844,-48.25945281982422
Someone constructed a tower out of blocks.,probable,1.0,0.0,0.0,0.0,-26.79029083251953,80.49987030029297,-90.84087371826172,80.49987030029297,-149.55084228515625
Someone cooked dinner out of the moon.,impossible,0.0,0.0,0.1891891891891892,0.8108108108108109,-11.638422966003418,142.0602569580078,-79.83541107177734,142.0602569580078,-94.60729217529297
Someone cooked dinner out of insects.,improbable,0.2121212121212121,0.7878787878787878,0.0,0.0,-4.608841896057129,126.7900390625,-87.38074493408203,126.7900390625,-113.62315368652344
Someone cooked dinner out of thoughts.,inconceivable,0.0,0.027027027027027,0.2432432432432432,0.7297297297297297,-17.430522918701172,136.56198120117188,-1.2950868606567383,136.56198120117188,-3.411945343017578
Someone cooked dinner out of pasta.,probable,0.7619047619047619,0.0,0.0714285714285714,0.1666666666666666,-20.315711975097656,91.34414672851562,-88.45831298828125,91.34414672851562,-128.77735900878906
Someone cooled a room using a heater.,impossible,0.075,0.125,0.75,0.05,-25.280170440673828,72.46177673339844,-112.04437255859375,72.46177673339844,-170.37750244140625
Someone cooled a room using shades.,improbable,0.8387096774193549,0.064516129032258,0.064516129032258,0.032258064516129,-2.3448524475097656,95.3897476196289,-100.35795593261719,95.3897476196289,-142.56166076660156
Someone cooled a room using a taste.,inconceivable,0.0,0.0,0.054054054054054,0.945945945945946,-1.932365894317627,128.20703125,-38.57317352294922,128.20703125,-39.11795425415039
Someone cooled a room using a fan.,probable,0.975609756097561,0.0,0.024390243902439,0.0,-19.4625244140625,80.95143127441406,-111.81103515625,80.95143127441406,-165.2822265625
Someone covered a window using a hair.,impossible,0.0,0.3714285714285714,0.4857142857142857,0.1428571428571428,8.73207950592041,118.0700454711914,-92.29999542236328,118.0700454711914,-116.7148666381836
Someone covered a window using sheets.,improbable,0.7777777777777778,0.2222222222222222,0.0,0.0,-0.5744838714599609,87.35812377929688,-94.27021789550781,87.35812377929688,-142.60861206054688
Someone covered a window using a chant.,inconceivable,0.0,0.0294117647058823,0.1764705882352941,0.7941176470588235,-14.374959945678711,95.3624267578125,-50.342041015625,95.3624267578125,-90.08460235595703
Someone covered a window using curtains.,probable,1.0,0.0,0.0,0.0,-16.446483612060547,66.83073425292969,-104.6729736328125,66.83073425292969,-167.476806640625
Someone crafted a bowl out of smoke.,impossible,0.0,0.0606060606060606,0.6666666666666666,0.2727272727272727,-19.346839904785156,90.51712799072266,-88.19776916503906,90.51712799072266,-128.5237274169922
Someone crafted a bowl out of mud.,improbable,0.4358974358974359,0.4615384615384615,0.1025641025641025,0.0,-12.72298812866211,90.82918548583984,-94.08028411865234,90.82918548583984,-139.7347412109375
Someone crafted a bowl out of math.,inconceivable,0.0,0.0,0.1794871794871795,0.8205128205128205,-7.187685966491699,132.8849639892578,-33.88800048828125,132.8849639892578,-33.398807525634766
Someone crafted a bowl out of clay.,probable,0.9736842105263158,0.0,0.0263157894736842,0.0,-22.941448211669922,74.36116027832031,-111.72218322753906,74.36116027832031,-164.6957550048828
Someone boiled water using a refrigerator.,impossible,0.0,0.0,0.8936170212765957,0.1063829787234042,-21.961368560791016,62.14324951171875,-114.48596954345703,62.14324951171875,-180.56002807617188
