sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,-138.82950796176732,24.49313690078677,-82.93339217939376,24.49313690078677,-110.02325106231635
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,-136.75034796340617,19.99949430228466,-86.93074809061207,19.99949430228466,-123.2619135570941
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,-17.99648727280609,27.5777238785167,-11.046869039517812,27.5777238785167,-134.5638359970118
A door being a multiple of 5.,far,0.0,1.0,-49.760063482906084,22.808119839982346,-0.934850483434424,22.808119839982346,-147.2604799828819
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,-96.95885866678233,29.636329306203486,-99.21088448505886,29.636329306203486,-140.58686967596248
A girl writing a play.,probable,1.0,0.0,-129.849158058961,28.309820315966572,-94.26362770838067,28.309820315966572,-113.94207675091643
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,-121.70428950045599,22.940277567689794,-75.43900008222336,22.940277567689794,-140.20616555681528
A kilogram writing a play.,far,0.0,1.0,-127.62708677031503,25.544361592248066,-90.45153957228995,25.544361592248066,-128.16791320649023
A liter being a multiple of 5.,near,0.75,0.25,-54.119677282753365,20.868815203500205,1.022400316871387,20.868815203500205,-140.5545218349753
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,-107.32367660523039,29.74380870290244,-95.9817230678107,29.74380870290244,-145.03805316378512
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,-81.93801400769196,24.278857825021202,-1.555369796218418,24.278857825021202,-141.78757031020106
A man feeling regretful.,probable,1.0,0.0,-117.6546147817111,29.933218043573323,-99.25205121778566,29.933218043573323,-142.58836700189588
A mile being surprised by a news article.,far,0.0,1.0,-109.65158271213437,25.9787052313683,-77.91491471021888,25.9787052313683,-128.32920416796964
A pill being amused by a tv show.,near,0.2,0.8,-128.72790024012002,29.45940948597986,-84.32663355815114,29.45940948597986,-118.29927516700866
