sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone baked a cake inside a freezer.,impossible,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,-743.582763671875,33.114105224609375,-545.2229614257812,33.114105224609375,-1584.233642578125
Someone baked a cake inside an airfryer.,improbable,0.425,0.525,0.05,0.0,-617.726806640625,55.27778625488281,-535.0670776367188,55.27778625488281,-1510.26806640625
Someone baked a cake inside a sigh.,inconceivable,0.0,0.0,0.0,1.0,-461.8586120605469,273.876220703125,-327.8256530761719,273.876220703125,-398.29168701171875
Someone baked a cake inside an oven.,probable,1.0,0.0,0.0,0.0,-785.6724853515625,42.91474914550781,-543.8956298828125,42.91474914550781,-1566.8134765625
Someone chopped a carrot using a rag.,impossible,0.0,0.1282051282051282,0.8205128205128205,0.0512820512820512,-628.3363037109375,13.623916625976562,-566.7177734375,13.623916625976562,-1598.62744140625
Someone chopped a carrot using a sword.,improbable,0.1935483870967742,0.8064516129032258,0.0,0.0,-636.55078125,23.9559326171875,-565.2882080078125,23.9559326171875,-1577.5013427734375
Someone chopped a carrot using a color.,inconceivable,0.0,0.0,0.1395348837209302,0.8604651162790697,-639.23779296875,222.882080078125,-436.3158874511719,222.882080078125,-895.2362060546875
Someone chopped a carrot using a knife.,probable,1.0,0.0,0.0,0.0,-690.2492065429688,-4.1628875732421875,-555.2706909179688,-4.1628875732421875,-1663.630126953125
Someone cleaned a spill using mustard.,impossible,0.0232558139534883,0.2093023255813953,0.6046511627906976,0.1627906976744186,-625.4171752929688,80.177490234375,-545.88818359375,80.177490234375,-1426.2420654296875
Someone cleaned a spill using a scarf.,improbable,0.2777777777777778,0.6944444444444444,0.0277777777777777,0.0,-668.1016845703125,-3.3219375610351562,-573.1703491210938,-3.3219375610351562,-1503.029052734375
Someone cleaned a spill using a country.,inconceivable,0.0,0.0,0.0714285714285714,0.9285714285714286,-361.8841552734375,371.270263671875,-387.2960510253906,371.270263671875,-349.1063232421875
Someone cleaned a spill using a sponge.,probable,0.9523809523809524,0.0476190476190476,0.0,0.0,-718.172119140625,-13.101898193359375,-604.4140014648438,-13.101898193359375,-1626.978271484375
Someone cleaned a carpet using a crayon.,impossible,0.0238095238095238,0.238095238095238,0.6190476190476191,0.119047619047619,-784.872802734375,-35.981231689453125,-552.3248901367188,-35.981231689453125,-1694.578369140625
Someone cleaned a carpet using a hat.,improbable,0.0,0.5121951219512195,0.3902439024390244,0.0975609756097561,-740.74365234375,-9.975334167480469,-565.1412353515625,-9.975334167480469,-1610.7564697265625
Someone cleaned a carpet using a week.,inconceivable,0.0,0.0,0.0344827586206896,0.9655172413793104,-601.1060791015625,222.4838409423828,-392.85174560546875,222.4838409423828,-734.0343017578125
Someone cleaned a carpet using a vacuum.,probable,1.0,0.0,0.0,0.0,-813.4306030273438,7.859703063964844,-566.4114379882812,7.859703063964844,-1604.40869140625
Someone climbed a tree using oil.,impossible,0.0,0.18,0.54,0.28,-676.71923828125,101.73381042480469,-540.1180419921875,101.73381042480469,-1513.98974609375
