sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,-5.664405035754566,10.53997914136871,-6.067365215231366,10.53997914136871,1.6468519822756003
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,-4.176024241969366,17.32386790947845,-4.44180902551277,17.32386790947845,1.8098291063514136
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,0.3266400259209978,5.317677708941384,0.2249747863986924,5.317677708941384,-1.3652998001886707
A door being a multiple of 5.,far,0.0,1.0,-10.276549341729325,29.333894922626797,-0.7295457629961684,29.333894922626797,-0.17995752752848848
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,-4.095945292185098,13.458071902876352,3.370634555165455,13.458071902876352,6.434587799237326
A girl writing a play.,probable,1.0,0.0,-8.56204980546043,19.270771753857453,-3.3612880279138375,19.270771753857453,2.870384579077394
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,-12.635131063826115,27.655382311037926,-2.2646861175796626,27.655382311037926,1.426877242757001
A kilogram writing a play.,far,0.0,1.0,0.10176212654912842,-1.0030630672563479,-0.05544092869743267,-1.0030630672563479,4.285138418722348
A liter being a multiple of 5.,near,0.75,0.25,-12.572549439996841,28.06243410654673,-5.743040892171994,28.06243410654673,-1.043227678367163
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,-1.1439729397941978,4.436215638276142,2.658666408340156,4.436215638276142,7.000890981068169
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,-6.777389864035732,20.256484182680282,2.4649397585964956,20.256484182680282,-0.28046524806424045
A man feeling regretful.,probable,1.0,0.0,-1.2239113591427189,13.393905197704962,1.7545202225113652,13.393905197704962,5.173624862911556
A mile being surprised by a news article.,far,0.0,1.0,-9.558069590074618,21.99089048336769,-5.973497475629991,21.99089048336769,3.761657933558288
A pill being amused by a tv show.,near,0.2,0.8,-9.896247317804864,16.235662930341526,-5.977562880200537,16.235662930341526,1.512965312895663
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,-9.779868864519008,25.356740443836536,-0.9567070127893889,25.356740443836536,2.4580869018953666
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,0.004657717342409384,5.880811853931867,0.36112196346203085,5.880811853931867,5.299923601394549
A shirt being surprised by a news article.,near,0.2,0.8,-5.044484887338994,17.526396118092187,-7.277295260807842,17.526396118092187,0.6808487975359108
A teenager being surprised by a news article.,probable,1.0,0.0,-5.1436750230685195,6.4848535894568595,-6.34904124377279,6.4848535894568595,0.14148381726518533
A toddler being amused by a tv show.,probable,1.0,0.0,-7.785415526531105,4.980609158982819,-5.560521493737101,4.980609158982819,0.2287756327691588
A wall being entertained by a podcast.,near,0.25,0.75,-4.7176631416282095,18.563407801242676,-4.604335374022083,18.563407801242676,1.330527632917929
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,-6.408172845294147,16.206773115014634,-0.26603532129274887,16.206773115014634,4.111928377677387
A woman applying for a job.,probable,1.0,0.0,-7.904830119681755,5.2834388641657934,-2.69614237377374,5.2834388641657934,0.6997727991416376
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,-1.2639513861832752,2.9543196349661383,4.658638713315909,2.9543196349661383,1.3147525279616745
Adding a boy to 79.,far,0.0,1.0,-8.006275226944055,16.302509560816077,-1.8548164357190364,16.302509560816077,1.0280433918473724
Adding a wall to 79.,far,0.0,1.0,-8.531224238926214,12.338853841262994,-1.8802384105801762,12.338853841262994,-0.8340932819594362
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,-9.278791860795831,8.541309832940378,-0.6660810927397316,8.541309832940378,-1.159174405305612
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,-6.294883262676425,14.00246215983979,-3.4054585906385015,14.00246215983979,3.453447374190416
Dividing 12 by a mile.,near,0.125,0.875,-1.5959105821137567,10.154859854059325,-4.26940394347554,10.154859854059325,1.270876224476773
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,-8.451156849998188,19.735308315679017,-5.290003427769095,19.735308315679017,1.3980811665207888
Dividing 12 by a teenager.,far,0.0,1.0,-8.512506563802717,15.959491112877568,-2.403002236710046,15.959491112877568,2.588228961598116
Dividing 12 by the number 4.,probable,0.8,0.2,-2.5015119073639416,6.845660683062613,-2.3578092293748414,6.845660683062613,-0.16332450490472872
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,-8.941281276581435,23.307595251946168,-2.1541689476395214,23.307595251946168,1.7533414961388614
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,-6.625797299953105,19.31770652681143,-4.343759861030403,19.31770652681143,2.0144980047035386
Taking the square root of a toddler.,far,0.0,1.0,-9.62428713369679,19.744232500502417,-3.544453577015988,19.744232500502417,1.6983790994035284
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,-11.717824721467728,28.44978899373743,-1.7521553084769117,28.44978899373743,-1.4216327353167504
The number 10 feeling regretful.,far,0.25,0.75,1.6482660586596327,-7.798800685737751,3.248902205569233,-7.798800685737751,4.663350829017421
The number 12 applying for a job.,far,0.3,0.7,-4.601479448644772,10.213634119240556,-4.701695632229137,10.213634119240556,1.871818061830784
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,-9.458259878480604,23.409804333143114,-0.7230052664232591,23.409804333143114,-0.9864428413508037
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,-17.71397396812166,33.88746961550221,-0.6376958843600073,33.88746961550221,0.6733241110970369
The number 13 writing a play.,far,0.0,1.0,0.9409457270570849,2.4110379927786556,-0.2203732580297999,2.4110379927786556,2.3471852427048345
The number 16 being amused by a tv show.,far,0.1,0.9,-9.678402340327304,15.945292197676757,-4.890575838829539,15.945292197676757,0.5423464347039405
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,-5.497576886320166,17.370920498521752,-4.015629815841153,17.370920498521752,1.4188373374831167
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,-4.581411348528622,13.539736137319519,-6.463386187859236,13.539736137319519,1.8133157756492795
