sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,1.3255829811096191,0.04150277376174927,-1.298145055770874,0.04150277376174927,-0.9616841077804565
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,1.5811598300933838,-0.2760717272758484,-1.2801017761230469,-0.2760717272758484,-0.9796568751335144
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,1.4638235569000244,-0.28338029980659485,-0.9690612554550171,-0.28338029980659485,-0.6332617402076721
A door being a multiple of 5.,far,0.0,1.0,1.4735894203186035,-0.3207022547721863,-1.3133139610290527,-0.3207022547721863,-1.2940810918807983
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,1.2571916580200195,-0.1429191380739212,-1.1674633026123047,-0.1429191380739212,-0.6070136427879333
A girl writing a play.,probable,1.0,0.0,1.224982500076294,-0.19641736149787903,-1.3773081302642822,-0.19641736149787903,-1.348649024963379
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,1.3079267740249634,-0.31190595030784607,-1.465245246887207,-0.31190595030784607,-1.4542951583862305
A kilogram writing a play.,far,0.0,1.0,1.112657070159912,-0.4111629128456116,-1.2739416360855103,-0.4111629128456116,-0.5134925246238708
A liter being a multiple of 5.,near,0.75,0.25,1.408340334892273,-0.1673113852739334,-1.4118176698684692,-0.1673113852739334,-1.2540184259414673
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,1.1849498748779297,-0.19586357474327087,-1.0575659275054932,-0.19586357474327087,-0.39120370149612427
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,1.4253036975860596,-0.29843035340309143,-1.1967861652374268,-0.29843035340309143,-1.0631083250045776
A man feeling regretful.,probable,1.0,0.0,1.2236260175704956,-0.1671399027109146,-1.1534607410430908,-0.1671399027109146,-0.81336510181427
A mile being surprised by a news article.,far,0.0,1.0,1.405907392501831,0.11011084914207458,-1.1228485107421875,0.11011084914207458,-0.6975587606430054
A pill being amused by a tv show.,near,0.2,0.8,1.052794098854065,-0.021188884973526,-1.1209946870803833,-0.021188884973526,-0.9244297742843628
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,1.2244410514831543,-0.382146418094635,-1.4252617359161377,-0.382146418094635,-1.2614331245422363
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,1.176876425743103,-0.3673323094844818,-1.171750783920288,-0.3673323094844818,-0.48228150606155396
A shirt being surprised by a news article.,near,0.2,0.8,1.3273760080337524,0.04316936433315277,-1.2242004871368408,0.04316936433315277,-0.8186189532279968
A teenager being surprised by a news article.,probable,1.0,0.0,1.1458239555358887,0.03367810696363449,-1.1559605598449707,0.03367810696363449,-0.8048272132873535
A toddler being amused by a tv show.,probable,1.0,0.0,0.8643100261688232,-0.06061001867055893,-1.2955121994018555,-0.06061001867055893,-1.1390860080718994
A wall being entertained by a podcast.,near,0.25,0.75,1.5552963018417358,0.0403313934803009,-1.1488871574401855,0.0403313934803009,-0.8271517753601074
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,1.5575530529022217,-0.18462349474430084,-0.9828372001647949,-0.18462349474430084,-0.7101402282714844
A woman applying for a job.,probable,1.0,0.0,1.233611822128296,-0.195692241191864,-1.265039086341858,-0.195692241191864,-1.1450989246368408
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,1.308366060256958,-0.3983246684074402,-0.9424735307693481,-0.3983246684074402,-0.5466421246528625
Adding a boy to 79.,far,0.0,1.0,1.187896966934204,-0.31655997037887573,-0.8808297514915466,-0.31655997037887573,-0.6492663621902466
Adding a wall to 79.,far,0.0,1.0,1.1833531856536865,-0.23234668374061584,-0.7272215485572815,-0.23234668374061584,-0.3029220402240753
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,1.3081587553024292,-0.2685011625289917,-0.7784609794616699,-0.2685011625289917,-0.5278881192207336
