sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,0.2464914321899414,-0.1674916297197342,-4.1169962882995605,-0.1674916297197342,-2.508207082748413
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,1.14466392993927,0.1429796665906906,-1.9631307125091553,0.1429796665906906,-0.25568366050720215
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,0.7240811586380005,0.7723602652549744,0.16875015199184418,0.7723602652549744,0.5494935512542725
A door being a multiple of 5.,far,0.0,1.0,0.20470523834228516,0.27664244174957275,-2.8635430335998535,0.27664244174957275,-1.0310364961624146
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,1.0063714981079102,0.5261786580085754,0.1352536380290985,0.5261786580085754,1.3688600063323975
A girl writing a play.,probable,1.0,0.0,0.22180840373039246,-0.8692003488540649,-4.355873107910156,-0.8692003488540649,-2.7000279426574707
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,1.071568489074707,1.151899814605713,-2.0298917293548584,1.151899814605713,0.7770240306854248
A kilogram writing a play.,far,0.0,1.0,1.1862307786941528,0.7211427092552185,-0.12753304839134216,0.7211427092552185,0.8753546476364136
A liter being a multiple of 5.,near,0.75,0.25,0.5154155492782593,0.24584269523620605,-1.4038376808166504,0.24584269523620605,-0.8959464430809021
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,0.9636785387992859,0.48416686058044434,0.49907106161117554,0.48416686058044434,1.7400093078613281
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,-0.6598950624465942,-0.18971240520477295,-2.5766918659210205,-0.18971240520477295,-1.4015529155731201
A man feeling regretful.,probable,1.0,0.0,0.37913593649864197,-0.5380943417549133,-1.6121549606323242,-0.5380943417549133,-1.0714850425720215
A mile being surprised by a news article.,far,0.0,1.0,0.6420388221740723,0.17984908819198608,-0.22101563215255737,0.17984908819198608,1.4105898141860962
A pill being amused by a tv show.,near,0.2,0.8,0.16384902596473694,-0.5153816938400269,-3.713355302810669,-0.5153816938400269,-2.3297412395477295
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,0.732807993888855,0.7587767839431763,-1.4615178108215332,0.7587767839431763,0.8923482298851013
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,0.9118412733078003,0.5833024978637695,-0.47543877363204956,0.5833024978637695,0.6603614687919617
A shirt being surprised by a news article.,near,0.2,0.8,0.3067578673362732,0.04663613438606262,-3.3801217079162598,0.04663613438606262,-1.7733112573623657
A teenager being surprised by a news article.,probable,1.0,0.0,-0.3406071662902832,-0.9719417095184326,-4.0827202796936035,-0.9719417095184326,-2.6371536254882812
A toddler being amused by a tv show.,probable,1.0,0.0,-0.49578046798706055,-1.9799327850341797,-5.509117603302002,-1.9799327850341797,-4.294572353363037
A wall being entertained by a podcast.,near,0.25,0.75,0.8791247606277466,0.7506948709487915,-1.8041836023330688,0.7506948709487915,-0.33297398686408997
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,1.3928415775299072,0.8751193881034851,-0.7629425525665283,0.8751193881034851,0.9592310786247253
A woman applying for a job.,probable,1.0,0.0,-0.7599881887435913,-1.796708345413208,-4.143256187438965,-1.796708345413208,-3.9183101654052734
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,0.40098604559898376,0.7710080146789551,0.8389504551887512,0.7710080146789551,3.019881248474121
Adding a boy to 79.,far,0.0,1.0,0.29048341512680054,0.9608657956123352,-1.161007046699524,0.9608657956123352,1.2528016567230225
Adding a wall to 79.,far,0.0,1.0,0.5235466361045837,0.8978457450866699,0.8773414492607117,0.8978457450866699,1.484851598739624
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,0.311174213886261,0.718481183052063,0.32724133133888245,0.718481183052063,1.8973605632781982
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,1.439563512802124,0.8320468664169312,-0.26438313722610474,0.8320468664169312,0.697359561920166
Dividing 12 by a mile.,near,0.125,0.875,0.5776093006134033,0.6175029873847961,-4.0498223304748535,0.6175029873847961,-1.7834622859954834
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,1.1461199522018433,1.8681758642196655,-1.8999433517456055,1.8681758642196655,-0.8900772929191589
Dividing 12 by a teenager.,far,0.0,1.0,0.84065181016922,0.5132071375846863,-2.898301839828491,0.5132071375846863,-1.7948110103607178
Dividing 12 by the number 4.,probable,0.8,0.2,-0.19240213930606842,-0.3407665491104126,-4.18739128112793,-0.3407665491104126,-2.65155291557312
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,1.6709667444229126,1.8847547769546509,-2.4701626300811768,1.8847547769546509,-0.5837551951408386
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,1.6980985403060913,1.2027016878128052,-4.384438991546631,1.2027016878128052,-1.9608020782470703
Taking the square root of a toddler.,far,0.0,1.0,1.7749557495117188,1.8449878692626953,-3.0147857666015625,1.8449878692626953,-0.17979998886585236
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,-0.171644389629364,-0.4608038067817688,-3.703648567199707,-0.4608038067817688,-1.7654211521148682
The number 10 feeling regretful.,far,0.25,0.75,1.166520595550537,0.7194743156433105,-0.46345722675323486,0.7194743156433105,1.445172905921936
The number 12 applying for a job.,far,0.3,0.7,0.7794399261474609,0.2475212812423706,-1.3129619359970093,0.2475212812423706,-0.7877963781356812
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,0.24137157201766968,-0.025295615196228027,-2.866661787033081,-0.025295615196228027,-1.123108148574829
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,-0.04408378154039383,-0.2921009957790375,-2.540323495864868,-0.2921009957790375,-0.6724160313606262
The number 13 writing a play.,far,0.0,1.0,1.1410205364227295,0.6502307057380676,-0.9364534020423889,0.6502307057380676,0.5328937768936157
The number 16 being amused by a tv show.,far,0.1,0.9,0.41721633076667786,-0.26903045177459717,-3.3711886405944824,-0.26903045177459717,-1.3134785890579224
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,0.9910205602645874,1.4075307846069336,0.24335360527038574,1.4075307846069336,1.6387525796890259
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,0.3418087959289551,0.4417256712913513,-2.4449920654296875,0.4417256712913513,-0.6538622379302979
