sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,769.2923583984375,-315.8080749511719,-128.4766845703125,-315.8080749511719,-1577.20849609375
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,459.8775329589844,-255.3184051513672,-117.83838653564453,-255.3184051513672,-1213.2139892578125
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,210.32809448242188,-73.36975860595703,-67.37686157226562,-73.36975860595703,-259.06884765625
A door being a multiple of 5.,far,0.0,1.0,418.6663513183594,-209.73765563964844,-91.08275604248047,-209.73765563964844,-1245.0911865234375
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,399.90521240234375,-255.2857666015625,-85.79991912841797,-255.2857666015625,-643.4810791015625
A girl writing a play.,probable,1.0,0.0,659.6636352539062,-336.7687072753906,-134.9251708984375,-336.7687072753906,-1575.9671630859375
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,675.631103515625,-232.37091064453125,-123.20392608642578,-232.37091064453125,-1114.1661376953125
A kilogram writing a play.,far,0.0,1.0,693.8998413085938,-197.03175354003906,-86.56836700439453,-197.03175354003906,-566.7362670898438
A liter being a multiple of 5.,near,0.75,0.25,170.7952117919922,-196.84791564941406,-94.57384490966797,-196.84791564941406,-939.847412109375
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,372.95758056640625,-216.1223602294922,-56.74073028564453,-216.1223602294922,-432.04449462890625
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,145.59234619140625,-213.64431762695312,-79.47713470458984,-213.64431762695312,-1093.7081298828125
A man feeling regretful.,probable,1.0,0.0,524.5979614257812,-321.11798095703125,-72.42033386230469,-321.11798095703125,-1424.4964599609375
A mile being surprised by a news article.,far,0.0,1.0,614.8009033203125,-223.0460205078125,-69.1662826538086,-223.0460205078125,-823.7288818359375
A pill being amused by a tv show.,near,0.2,0.8,747.5623779296875,-252.19390869140625,-119.30441284179688,-252.19390869140625,-1460.1866455078125
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,693.3235473632812,-236.68666076660156,-124.0495834350586,-236.68666076660156,-1195.10107421875
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,972.0046997070312,-292.14801025390625,-103.62898254394531,-292.14801025390625,-1369.68701171875
A shirt being surprised by a news article.,near,0.2,0.8,885.5533447265625,-280.77459716796875,-113.7847900390625,-280.77459716796875,-1600.8642578125
A teenager being surprised by a news article.,probable,1.0,0.0,801.40673828125,-312.9139404296875,-100.03175354003906,-312.9139404296875,-1705.9757080078125
A toddler being amused by a tv show.,probable,1.0,0.0,637.2850952148438,-324.80718994140625,-136.11473083496094,-324.80718994140625,-1890.656982421875
A wall being entertained by a podcast.,near,0.25,0.75,928.9342041015625,-244.79808044433594,-117.84757995605469,-244.79808044433594,-1116.55078125
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,747.9073486328125,-227.03253173828125,-83.3218765258789,-227.03253173828125,-687.5338134765625
A woman applying for a job.,probable,1.0,0.0,319.4444885253906,-376.8768005371094,-148.00875854492188,-376.8768005371094,-1730.4239501953125
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,91.164794921875,-64.6792984008789,-56.8245735168457,-64.6792984008789,-134.0052490234375
Adding a boy to 79.,far,0.0,1.0,138.87208557128906,-52.07126998901367,-31.814434051513672,-52.07126998901367,-75.25534057617188
Adding a wall to 79.,far,0.0,1.0,136.68902587890625,-61.528228759765625,-28.511703491210938,-61.528228759765625,-91.923828125
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,230.39404296875,-58.41880416870117,-17.36050033569336,-58.41880416870117,-239.94387817382812
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,528.5087280273438,-281.1598815917969,-120.69634246826172,-281.1598815917969,-863.2529907226562
Dividing 12 by a mile.,near,0.125,0.875,708.310302734375,-175.0931396484375,-145.54345703125,-175.0931396484375,-623.447265625
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,898.7628173828125,-168.52919006347656,-180.91310119628906,-168.52919006347656,-1042.804443359375
Dividing 12 by a teenager.,far,0.0,1.0,980.2744750976562,-157.6626739501953,-145.03775024414062,-157.6626739501953,-902.0093994140625
Dividing 12 by the number 4.,probable,0.8,0.2,387.740478515625,-183.52114868164062,-124.72966003417969,-183.52114868164062,-1307.89697265625
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,872.3096923828125,-120.285888671875,-98.59426879882812,-120.285888671875,-693.8391723632812
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,1068.1112060546875,-198.5539093017578,-162.84153747558594,-198.5539093017578,-1098.48779296875
Taking the square root of a toddler.,far,0.0,1.0,657.9199829101562,-91.14326477050781,-151.71812438964844,-91.14326477050781,-371.70458984375
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,291.7276306152344,-246.8197784423828,-119.63150024414062,-246.8197784423828,-1353.2288818359375
The number 10 feeling regretful.,far,0.25,0.75,585.1539916992188,-264.8437194824219,-60.618492126464844,-264.8437194824219,-723.0996704101562
The number 12 applying for a job.,far,0.3,0.7,545.22119140625,-305.8797607421875,-118.85581970214844,-305.8797607421875,-1020.8995361328125
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,272.06903076171875,-207.86441040039062,-114.21781921386719,-207.86441040039062,-1174.9268798828125
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,415.3963623046875,-250.65277099609375,-118.6446533203125,-250.65277099609375,-1324.685546875
The number 13 writing a play.,far,0.0,1.0,589.7499389648438,-232.9942169189453,-83.41607666015625,-232.9942169189453,-751.1681518554688
The number 16 being amused by a tv show.,far,0.1,0.9,673.08642578125,-255.1239471435547,-94.92930603027344,-255.1239471435547,-1427.03857421875
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,730.2156982421875,-208.55233764648438,-83.4350357055664,-208.55233764648438,-695.275146484375
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,649.486083984375,-258.86541748046875,-65.41484832763672,-258.86541748046875,-1197.10009765625
