sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,82.35115447483354,89.45013534931266,-45.514146419586254,89.45013534931266,-97.67305644237996
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,97.90315376946836,97.29000672084565,-79.33432897238293,97.29000672084565,-134.92780712509543
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,-17.149394387807583,207.13378345972936,-123.76206386581815,207.13378345972936,-25.567734341963398
A door being a multiple of 5.,far,0.0,1.0,35.667053766508275,124.91563983421202,-81.60698413664664,124.91563983421202,-19.30753602045826
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,32.7156243990477,56.84354896540589,-12.485033950143176,56.84354896540589,-27.495135044059765
A girl writing a play.,probable,1.0,0.0,88.79049261598834,58.04332468141823,-49.92311683283201,58.04332468141823,-143.15532916690222
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,97.84195645450752,44.9507450874537,-126.22585164930224,44.9507450874537,-173.50965670583923
A kilogram writing a play.,far,0.0,1.0,62.45664157635832,65.43835397329485,-68.77783700410518,65.43835397329485,-135.6614683315616
A liter being a multiple of 5.,near,0.75,0.25,50.66940890150863,156.39773180508396,-156.76228574615297,156.39773180508396,-19.92355252911866
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,27.350587795756596,78.51312262099782,-45.07253489880719,78.51312262099782,-51.54233597877742
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,-18.98515912002683,138.2479211851359,-91.91510575338393,138.2479211851359,-35.89954138770406
A man feeling regretful.,probable,1.0,0.0,42.818407973235,58.880150171996945,-15.280328132210101,58.880150171996945,-110.08140703259997
A mile being surprised by a news article.,far,0.0,1.0,-47.662669394518744,82.42608140853048,-12.426899142548521,82.42608140853048,-57.0128862249987
A pill being amused by a tv show.,near,0.2,0.8,94.21340528959722,61.70406002815335,-58.788560831828725,61.70406002815335,-116.83395247117639
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,151.26397853624246,57.32531678389657,-145.99984942135615,57.32531678389657,-156.81282240901237
