sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,27.65909194946289,-11.086657524108887,-11.086657524108887,-11.086657524108887,-50.02018356323242
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,20.425094604492188,-8.0730619430542,-8.0730619430542,-8.0730619430542,-49.432395935058594
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,-0.6572303771972656,-4.4842963218688965,-4.4842963218688965,-4.4842963218688965,-29.165485382080078
A door being a multiple of 5.,far,0.0,1.0,18.103410720825195,-7.43236780166626,-7.43236780166626,-7.43236780166626,-40.94215774536133
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,13.937467575073242,-7.291532516479492,-7.291532516479492,-7.291532516479492,-47.54033660888672
A girl writing a play.,probable,1.0,0.0,28.733360290527344,-12.354930877685547,-12.354930877685547,-12.354930877685547,-56.54429626464844
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,17.78538703918457,-7.539216995239258,-7.539216995239258,-7.539216995239258,-46.03406524658203
A kilogram writing a play.,far,0.0,1.0,19.411523818969727,-8.004525184631348,-8.004525184631348,-8.004525184631348,-46.704833984375
A liter being a multiple of 5.,near,0.75,0.25,12.497034072875977,-7.676673889160156,-7.676673889160156,-7.676673889160156,-42.6096076965332
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,5.58432674407959,-6.251952171325684,-6.251952171325684,-6.251952171325684,-44.467166900634766
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,15.720170974731445,-7.642561912536621,-7.642561912536621,-7.642561912536621,-38.41975784301758
A man feeling regretful.,probable,1.0,0.0,25.413156509399414,-9.633822441101074,-9.633822441101074,-9.633822441101074,-49.95635986328125
A mile being surprised by a news article.,far,0.0,1.0,23.440025329589844,-7.902588844299316,-7.902588844299316,-7.902588844299316,-42.594844818115234
A pill being amused by a tv show.,near,0.2,0.8,30.388397216796875,-10.434247970581055,-10.434247970581055,-10.434247970581055,-42.5313606262207
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,22.034337997436523,-9.182965278625488,-9.182965278625488,-9.182965278625488,-47.94011306762695
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,29.162485122680664,-10.256537437438965,-10.256537437438965,-10.256537437438965,-55.3616828918457
A shirt being surprised by a news article.,near,0.2,0.8,34.0806770324707,-10.374618530273438,-10.374618530273438,-10.374618530273438,-48.31842803955078
A teenager being surprised by a news article.,probable,1.0,0.0,29.93719482421875,-10.633255004882812,-10.633255004882812,-10.633255004882812,-51.37604522705078
A toddler being amused by a tv show.,probable,1.0,0.0,27.264951705932617,-11.351556777954102,-11.351556777954102,-11.351556777954102,-50.56831359863281
A wall being entertained by a podcast.,near,0.25,0.75,26.799739837646484,-9.243626594543457,-9.243626594543457,-9.243626594543457,-44.735408782958984
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,28.82927703857422,-7.550291061401367,-7.550291061401367,-7.550291061401367,-44.19690704345703
A woman applying for a job.,probable,1.0,0.0,22.17725372314453,-11.241328239440918,-11.241328239440918,-11.241328239440918,-55.948490142822266
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,3.1581175327301025,-4.075261116027832,-4.075261116027832,-4.075261116027832,-23.972640991210938
Adding a boy to 79.,far,0.0,1.0,7.167236804962158,-4.896719932556152,-4.896719932556152,-4.896719932556152,-28.10916519165039
Adding a wall to 79.,far,0.0,1.0,13.109457969665527,-5.060173988342285,-5.060173988342285,-5.060173988342285,-28.8127384185791
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,10.139154434204102,-4.966801643371582,-4.966801643371582,-4.966801643371582,-26.489795684814453
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,12.072781562805176,-9.174322128295898,-9.174322128295898,-9.174322128295898,-51.15122604370117
Dividing 12 by a mile.,near,0.125,0.875,21.797046661376953,-5.198696136474609,-5.198696136474609,-5.198696136474609,-40.74424743652344
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,23.824968338012695,-7.210267066955566,-7.210267066955566,-7.210267066955566,-43.06127166748047
Dividing 12 by a teenager.,far,0.0,1.0,28.546815872192383,-7.295083999633789,-7.295083999633789,-7.295083999633789,-38.897621154785156
Dividing 12 by the number 4.,probable,0.8,0.2,24.499452590942383,-8.028192520141602,-8.028192520141602,-8.028192520141602,-37.806785583496094
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,19.41494369506836,-6.354107856750488,-6.354107856750488,-6.354107856750488,-37.25126266479492
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,23.851106643676758,-7.68648624420166,-7.68648624420166,-7.68648624420166,-48.4099235534668
Taking the square root of a toddler.,far,0.0,1.0,13.83360481262207,-7.0197529792785645,-7.0197529792785645,-7.0197529792785645,-40.166175842285156
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,20.306703567504883,-8.238924026489258,-8.238924026489258,-8.238924026489258,-44.599937438964844
The number 10 feeling regretful.,far,0.25,0.75,25.89865493774414,-6.33845329284668,-6.33845329284668,-6.33845329284668,-52.99553298950195
The number 12 applying for a job.,far,0.3,0.7,27.954753875732422,-8.778369903564453,-8.778369903564453,-8.778369903564453,-53.669368743896484
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,19.397480010986328,-7.632205963134766,-7.632205963134766,-7.632205963134766,-41.02008819580078
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,26.131839752197266,-8.434839248657227,-8.434839248657227,-8.434839248657227,-44.29650115966797
The number 13 writing a play.,far,0.0,1.0,23.46175765991211,-8.141683578491211,-8.141683578491211,-8.141683578491211,-50.747398376464844
The number 16 being amused by a tv show.,far,0.1,0.9,33.96625518798828,-9.394575119018555,-9.394575119018555,-9.394575119018555,-45.040565490722656
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,29.860193252563477,-8.482393264770508,-8.482393264770508,-8.482393264770508,-42.316158294677734
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,29.45506477355957,-8.393186569213867,-8.393186569213867,-8.393186569213867,-45.12519454956055
