layer,pc,split,accuracy
1,0,0,0.4285714285714286
1,0,1,0.5714285714285714
1,0,2,0.4285714285714286
1,0,3,0.5
1,0,4,0.5714285714285714
1,1,0,0.2857142857142857
1,1,1,0.5714285714285714
1,1,2,0.42857142857142855
1,1,3,0.5714285714285714
1,1,4,0.6428571428571429
1,2,0,0.42857142857142855
1,2,1,0.5
1,2,2,0.42857142857142855
1,2,3,0.7142857142857143
1,2,4,0.5714285714285714
2,0,0,0.7142857142857143
2,0,1,0.4285714285714286
2,0,2,0.7142857142857143
2,0,3,0.7857142857142857
2,0,4,0.4285714285714286
2,1,0,0.2857142857142857
2,1,1,0.5714285714285714
2,1,2,0.5714285714285714
2,1,3,0.6428571428571429
2,1,4,0.6428571428571429
2,2,0,0.7142857142857143
2,2,1,0.42857142857142855
2,2,2,0.6428571428571429
2,2,3,0.5714285714285714
2,2,4,0.5714285714285714
3,0,0,0.6428571428571428
3,0,1,0.3571428571428571
3,0,2,0.5
3,0,3,0.4285714285714286
3,0,4,0.5714285714285714
3,1,0,0.42857142857142855
3,1,1,0.5
3,1,2,0.6428571428571429
3,1,3,0.6428571428571429
3,1,4,0.7142857142857143
3,2,0,0.6428571428571429
3,2,1,0.6428571428571429
3,2,2,0.42857142857142855
3,2,3,0.42857142857142855
3,2,4,0.6428571428571429
4,0,0,0.42857142857142855
4,0,1,0.42857142857142855
4,0,2,0.42857142857142855
4,0,3,0.6428571428571429
4,0,4,0.5714285714285714
4,1,0,0.7857142857142857
4,1,1,0.5714285714285714
4,1,2,0.5714285714285714
4,1,3,0.7857142857142857
4,1,4,0.8571428571428572
4,2,0,0.6428571428571429
4,2,1,0.6428571428571429
4,2,2,0.7142857142857143
4,2,3,0.6428571428571429
4,2,4,0.7142857142857143
5,0,0,0.7142857142857143
5,0,1,0.5714285714285714
5,0,2,0.5
5,0,3,0.5
5,0,4,0.5
5,1,0,0.8571428571428572
5,1,1,0.7857142857142857
5,1,2,0.5714285714285714
5,1,3,0.7142857142857143
5,1,4,0.7857142857142857
5,2,0,0.6428571428571429
5,2,1,0.6428571428571429
5,2,2,0.6428571428571429
5,2,3,0.8571428571428571
5,2,4,0.7857142857142857
6,0,0,0.7142857142857143
6,0,1,0.5714285714285714
6,0,2,0.7142857142857143
6,0,3,0.7142857142857143
6,0,4,0.7142857142857143
6,1,0,0.5714285714285714
6,1,1,0.6428571428571428
6,1,2,0.5
6,1,3,0.7142857142857143
6,1,4,0.7142857142857143
6,2,0,0.5714285714285714
6,2,1,0.4285714285714286
6,2,2,0.6428571428571428
6,2,3,0.5
6,2,4,0.5714285714285714
7,0,0,0.7857142857142857
7,0,1,0.7142857142857143
7,0,2,0.7857142857142857
7,0,3,0.8571428571428572
7,0,4,0.8571428571428572
7,1,0,0.5
7,1,1,0.8571428571428572
7,1,2,0.4285714285714286
7,1,3,0.8571428571428572
7,1,4,0.6428571428571428
7,2,0,0.7857142857142857
7,2,1,0.7142857142857143
7,2,2,0.5
7,2,3,0.5
7,2,4,0.6428571428571428
8,0,0,0.7142857142857143
8,0,1,0.7142857142857143
8,0,2,0.6428571428571428
8,0,3,0.8571428571428572
8,0,4,0.8571428571428572
8,1,0,0.7857142857142857
8,1,1,0.8571428571428572
8,1,2,0.4285714285714286
8,1,3,0.7142857142857143
8,1,4,0.7857142857142857
8,2,0,0.9285714285714286
8,2,1,0.7142857142857143
8,2,2,0.6428571428571428
8,2,3,0.7142857142857143
8,2,4,0.7142857142857143
9,0,0,0.6428571428571428
9,0,1,0.7857142857142857
9,0,2,0.6428571428571428
9,0,3,0.8571428571428572
9,0,4,0.7142857142857143
9,1,0,0.6428571428571429
9,1,1,0.7142857142857143
9,1,2,0.35714285714285715
9,1,3,0.42857142857142855
9,1,4,0.42857142857142855
9,2,0,0.9285714285714286
9,2,1,0.7857142857142857
9,2,2,0.7142857142857143
9,2,3,0.8571428571428572
9,2,4,0.8571428571428572
10,0,0,0.4285714285714286
10,0,1,0.8571428571428572
10,0,2,0.7142857142857143
10,0,3,0.9285714285714286
10,0,4,0.7857142857142857
10,1,0,0.5714285714285714
10,1,1,0.6428571428571429
10,1,2,0.5
10,1,3,0.5
10,1,4,0.42857142857142855
10,2,0,0.8571428571428572
10,2,1,0.7142857142857143
10,2,2,0.6428571428571428
10,2,3,0.5714285714285714
10,2,4,0.7857142857142857
11,0,0,0.2857142857142857
11,0,1,0.7142857142857143
11,0,2,0.6428571428571428
11,0,3,0.9285714285714286
11,0,4,0.6428571428571428
11,1,0,0.8571428571428572
11,1,1,0.9285714285714286
11,1,2,0.6428571428571428
11,1,3,0.7857142857142857
11,1,4,0.7142857142857143
11,2,0,0.7857142857142857
11,2,1,0.5714285714285714
11,2,2,0.5714285714285714
11,2,3,0.4285714285714286
11,2,4,0.6428571428571428
12,0,0,0.2142857142857143
12,0,1,0.5
12,0,2,0.5714285714285714
12,0,3,0.9285714285714286
12,0,4,0.4285714285714286
12,1,0,0.6428571428571428
12,1,1,0.6428571428571428
12,1,2,0.5714285714285714
12,1,3,0.5
12,1,4,0.7142857142857143
12,2,0,0.7142857142857143
12,2,1,0.5714285714285714
12,2,2,0.5714285714285714
12,2,3,0.3571428571428571
12,2,4,0.7142857142857143
13,0,0,0.2857142857142857
13,0,1,0.5714285714285714
13,0,2,0.5714285714285714
13,0,3,0.7857142857142857
13,0,4,0.5714285714285714
13,1,0,0.6428571428571428
13,1,1,0.7142857142857143
13,1,2,0.5714285714285714
13,1,3,0.7857142857142857
13,1,4,0.6428571428571428
13,2,0,0.7142857142857143
13,2,1,0.7857142857142857
13,2,2,0.7142857142857143
13,2,3,0.3571428571428571
13,2,4,0.7142857142857143
14,0,0,0.5
14,0,1,0.6428571428571428
14,0,2,0.7142857142857143
14,0,3,0.9285714285714286
14,0,4,0.9285714285714286
14,1,0,0.7857142857142857
14,1,1,0.7857142857142857
14,1,2,0.5714285714285714
14,1,3,0.7857142857142857
14,1,4,0.6428571428571428
14,2,0,0.7857142857142857
14,2,1,0.6428571428571428
14,2,2,0.7142857142857143
14,2,3,0.2857142857142857
14,2,4,0.6428571428571428
15,0,0,1.0
15,0,1,1.0
15,0,2,0.9285714285714286
15,0,3,1.0
15,0,4,0.9285714285714286
15,1,0,0.8571428571428571
15,1,1,0.7857142857142857
15,1,2,0.5714285714285714
15,1,3,0.7857142857142857
15,1,4,0.6428571428571429
15,2,0,0.6428571428571428
15,2,1,0.5
15,2,2,0.6428571428571428
15,2,3,0.7857142857142857
