layer,split,accuracy
1,0,0.7142857142857143
1,1,0.5
1,2,0.6428571428571429
1,3,0.42857142857142855
1,4,0.5
2,0,0.5
2,1,0.5714285714285714
2,2,0.7142857142857143
2,3,0.4285714285714286
2,4,0.6428571428571428
3,0,0.5
3,1,0.7142857142857143
3,2,0.5714285714285714
3,3,0.5714285714285714
3,4,0.6428571428571429
4,0,0.7857142857142857
4,1,0.5
4,2,0.5714285714285714
4,3,0.5
4,4,0.5714285714285714
5,0,0.5714285714285714
5,1,0.5
5,2,0.5714285714285714
5,3,0.5
5,4,0.5
6,0,0.7142857142857143
6,1,0.3571428571428571
6,2,0.5
6,3,0.5714285714285714
6,4,0.6428571428571428
7,0,0.5714285714285714
7,1,0.5714285714285714
7,2,0.5714285714285714
7,3,0.4285714285714286
7,4,0.5
8,0,0.7142857142857143
8,1,0.5714285714285714
8,2,0.6428571428571428
8,3,0.5
8,4,0.7142857142857143
9,0,0.5714285714285714
9,1,0.5714285714285714
9,2,0.42857142857142855
9,3,0.5714285714285714
9,4,0.6428571428571429
10,0,0.5
10,1,0.6428571428571428
10,2,0.5
10,3,0.7142857142857143
10,4,0.5
11,0,0.4285714285714286
11,1,0.6428571428571428
11,2,0.5
11,3,0.5
11,4,0.7142857142857143
12,0,0.7857142857142857
12,1,0.5
12,2,0.5
12,3,0.3571428571428571
12,4,0.5
13,0,0.5714285714285714
13,1,0.5714285714285714
13,2,0.5714285714285714
13,3,0.5714285714285714
13,4,0.4285714285714286
14,0,0.42857142857142855
14,1,0.6428571428571429
14,2,0.7142857142857143
14,3,0.42857142857142855
14,4,0.6428571428571429
15,0,0.42857142857142855
15,1,0.5
15,2,0.6428571428571429
15,3,0.7857142857142857
15,4,0.8571428571428571
16,0,0.5714285714285714
16,1,0.7142857142857143
16,2,0.6428571428571429
16,3,0.7142857142857143
16,4,0.9285714285714286
17,0,0.7857142857142857
17,1,0.7857142857142857
17,2,0.5714285714285714
17,3,0.7142857142857143
17,4,0.8571428571428571
18,0,0.6428571428571429
18,1,0.5714285714285714
18,2,0.7857142857142857
18,3,0.7857142857142857
18,4,1.0
19,0,0.8571428571428571
19,1,0.7142857142857143
19,2,0.7142857142857143
19,3,0.7857142857142857
19,4,0.9285714285714286
20,0,0.9285714285714286
20,1,0.8571428571428571
20,2,0.6428571428571429
20,3,0.8571428571428571
20,4,0.9285714285714286
21,0,0.7142857142857143
21,1,0.5714285714285714
21,2,0.6428571428571429
21,3,0.6428571428571429
21,4,0.7857142857142857
22,0,0.5714285714285714
22,1,0.5714285714285714
22,2,0.6428571428571429
22,3,0.7857142857142857
22,4,0.7857142857142857
23,0,0.8571428571428571
23,1,0.5
23,2,0.5714285714285714
23,3,0.8571428571428571
23,4,0.7857142857142857
24,0,0.8571428571428571
24,1,0.5
24,2,0.6428571428571429
24,3,0.6428571428571429
24,4,0.7857142857142857
25,0,0.8571428571428571
25,1,0.6428571428571429
25,2,0.6428571428571429
25,3,0.6428571428571429
25,4,0.7142857142857143
26,0,0.5714285714285714
26,1,0.5714285714285714
26,2,0.5714285714285714
26,3,0.7857142857142857
26,4,0.7142857142857143
27,0,0.7857142857142857
27,1,0.5
27,2,0.5
27,3,0.7857142857142857
27,4,0.7142857142857143
28,0,0.6428571428571429
28,1,0.6428571428571429
28,2,0.35714285714285715
28,3,0.7142857142857143
28,4,0.6428571428571429
29,0,0.7142857142857143
29,1,0.7142857142857143
29,2,0.5
29,3,0.7142857142857143
29,4,0.7142857142857143
30,0,0.5
30,1,0.5
30,2,0.7857142857142857
30,3,0.6428571428571428
30,4,0.6428571428571428
31,0,0.5
31,1,0.5
31,2,0.7142857142857143
31,3,0.7142857142857143
31,4,0.6428571428571428
32,0,0.4285714285714286
32,1,0.5714285714285714
32,2,0.6428571428571428
32,3,0.6428571428571428
32,4,0.7142857142857143
33,0,0.5
33,1,0.2857142857142857
33,2,0.6428571428571428
33,3,0.6428571428571428
33,4,0.7857142857142857
34,0,0.7142857142857143
34,1,0.5
34,2,0.42857142857142855
34,3,0.5714285714285714
34,4,0.2857142857142857
35,0,0.7142857142857143
35,1,0.5714285714285714
35,2,0.42857142857142855
35,3,0.5
35,4,0.5
36,0,0.3571428571428571
36,1,0.3571428571428571
36,2,0.7142857142857143
36,3,0.7142857142857143
36,4,0.7142857142857143
37,0,0.6428571428571429
37,1,0.7142857142857143
37,2,0.42857142857142855
37,3,0.5714285714285714
37,4,0.35714285714285715
38,0,0.3571428571428571
38,1,0.5
38,2,0.6428571428571428
38,3,0.5714285714285714
38,4,0.7142857142857143
39,0,0.4285714285714286
39,1,0.6428571428571428
39,2,0.6428571428571428
39,3,0.7142857142857143
39,4,0.7142857142857143
40,0,0.5
40,1,0.7857142857142857
40,2,0.6428571428571428
40,3,0.7857142857142857
40,4,0.6428571428571428
41,0,0.7142857142857143
41,1,0.6428571428571428
41,2,0.6428571428571428
41,3,0.8571428571428572
41,4,0.7857142857142857
42,0,0.5714285714285714
42,1,0.5
42,2,0.6428571428571429
42,3,0.5714285714285714
42,4,0.35714285714285715
