sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,-445.5905456542969,217.1236572265625,-542.1425170898438,217.1236572265625,-1085.250244140625
Someone is about to be born with 2 feet.,possible,1.0,0.0,-507.35125732421875,233.8587646484375,-495.1893310546875,233.8587646484375,-995.9041748046875
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,-493.11956787109375,234.7415008544922,-507.93572998046875,234.7415008544922,-1048.05859375
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,-682.6046142578125,103.56201934814453,-568.2770385742188,103.56201934814453,-1288.2044677734375
Someone is about to clean a car.,possible,1.0,0.0,-755.0516967773438,-7.941413879394531,-528.9644775390625,-7.941413879394531,-1393.6893310546875
Someone is about to clean a cloud.,impossible,0.05,0.95,-627.8994750976562,210.39651489257812,-516.7317504882812,210.39651489257812,-1034.94091796875
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,-731.8610229492188,22.440357208251953,-511.140869140625,22.440357208251953,-1358.86767578125
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,-507.62744140625,156.82766723632812,-487.20428466796875,156.82766723632812,-975.2742919921875
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,-503.2662048339844,293.2626037597656,-416.5899658203125,293.2626037597656,-826.097412109375
Someone is about to count all of the students in a room.,possible,1.0,0.0,-655.657958984375,36.996910095214844,-466.7394714355469,36.996910095214844,-1079.559814453125
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,-711.4462280273438,-65.17396545410156,-474.8984375,-65.17396545410156,-1310.9263916015625
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,-576.5090942382812,102.99992370605469,-472.752685546875,102.99992370605469,-1227.408447265625
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,-591.1224975585938,97.32478332519531,-575.6372680664062,97.32478332519531,-1399.3963623046875
Someone is about to eat a lollipop.,possible,1.0,0.0,-473.0400085449219,203.17657470703125,-526.0818481445312,203.17657470703125,-1106.4981689453125
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,-562.4078369140625,97.58099365234375,-475.369873046875,97.58099365234375,-1251.9530029296875
Someone is about to eat a planet.,impossible,0.025,0.975,-441.90960693359375,372.9019470214844,-460.47705078125,372.9019470214844,-829.3557739257812
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,-422.424072265625,237.0193328857422,-474.9887390136719,237.0193328857422,-1070.5587158203125
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,-657.7464599609375,36.08686065673828,-472.7763977050781,36.08686065673828,-1319.5233154296875
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,-608.9719848632812,71.51837921142578,-475.35015869140625,71.51837921142578,-1314.003662109375
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,-412.9479675292969,173.3372039794922,-483.48431396484375,173.3372039794922,-1212.634033203125
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,-492.03173828125,191.23123168945312,-514.3467407226562,191.23123168945312,-1219.2891845703125
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,-401.7525939941406,208.86041259765625,-484.8328857421875,208.86041259765625,-1029.5894775390625
Someone is about to find a sweater in a closet.,possible,1.0,0.0,-524.0985107421875,146.62538146972656,-497.1471862792969,146.62538146972656,-1055.2608642578125
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,-372.52203369140625,245.8406982421875,-481.4736633300781,245.8406982421875,-912.3646850585938
Someone is about to have a cat as a pet.,possible,1.0,0.0,-408.64227294921875,197.59027099609375,-493.5456237792969,197.59027099609375,-1069.2884521484375
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,-347.5614929199219,208.54022216796875,-474.4022521972656,208.54022216796875,-1029.1934814453125
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,-332.5006103515625,274.560302734375,-451.94287109375,274.560302734375,-829.78515625
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,-532.71728515625,207.5164794921875,-390.5596618652344,207.5164794921875,-787.6734008789062
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,-475.9483642578125,321.471435546875,-371.28826904296875,321.471435546875,-628.4854736328125
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,-418.95147705078125,262.0654296875,-377.7822570800781,262.0654296875,-621.657470703125
Someone is about to live for 1000 years.,impossible,0.0,1.0,-512.619384765625,268.9376525878906,-417.7081298828125,268.9376525878906,-986.7552490234375
Someone is about to live for 110 years.,improbable,1.0,0.0,-492.5357666015625,248.2796630859375,-426.5638732910156,248.2796630859375,-939.3632202148438
Someone is about to live for 60 years.,possible,1.0,0.0,-526.5759887695312,230.8505859375,-404.58636474609375,230.8505859375,-953.4478149414062
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,-609.5883178710938,51.533695220947266,-471.4235534667969,51.533695220947266,-1107.289794921875
Someone is about to make a house out of bricks.,possible,0.975,0.025,-394.8733215332031,221.92794799804688,-516.9080200195312,221.92794799804688,-979.0191650390625
Someone is about to make a house out of gas.,impossible,0.0,1.0,-445.2010192871094,254.90188598632812,-482.689697265625,254.90188598632812,-881.6907958984375
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,-403.7596130371094,238.40780639648438,-518.9664916992188,238.40780639648438,-1035.1885986328125
Someone is about to make their friend cry.,improbable,1.0,0.0,-447.4158630371094,210.9080047607422,-415.64764404296875,210.9080047607422,-812.2969970703125
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,-395.4627380371094,239.24014282226562,-478.45257568359375,239.24014282226562,-844.5564575195312
Someone is about to make their friend smile.,possible,1.0,0.0,-453.2255554199219,241.95065307617188,-387.191650390625,241.95065307617188,-678.416259765625
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,-502.1107177734375,169.9375,-455.823486328125,169.9375,-1088.542236328125
Someone is about to move a marble with their hand.,possible,1.0,0.0,-598.4514770507812,65.07548522949219,-502.2945251464844,65.07548522949219,-1291.81005859375
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,-462.40191650390625,262.81427001953125,-403.91754150390625,262.81427001953125,-886.2203979492188
Someone is about to not eat for 1 hour.,possible,1.0,0.0,-579.2808837890625,98.43492126464844,-461.71099853515625,98.43492126464844,-1326.9134521484375
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,-524.9169921875,151.27052307128906,-468.8740539550781,151.27052307128906,-1221.7587890625
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,-491.2447509765625,214.7087860107422,-448.82568359375,214.7087860107422,-1037.046630859375
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,-623.1769409179688,131.8646240234375,-440.2083740234375,131.8646240234375,-1071.6444091796875
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,-633.0604248046875,72.46499633789062,-497.49041748046875,72.46499633789062,-1219.3988037109375
Someone is about to open a window with their hand.,possible,1.0,0.0,-699.1129150390625,42.63909149169922,-475.74786376953125,42.63909149169922,-1252.5977783203125
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,-517.765869140625,211.016357421875,-496.2520446777344,211.016357421875,-1110.718994140625
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,-450.9219970703125,123.22820281982422,-506.90289306640625,123.22820281982422,-1265.836181640625
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,-586.5043334960938,57.63410949707031,-519.7933959960938,57.63410949707031,-1365.611572265625
Someone is about to play with a toy.,possible,1.0,0.0,-638.8084716796875,89.19186401367188,-474.89532470703125,89.19186401367188,-1196.1580810546875
Someone is about to play with a wolf.,improbable,0.8,0.2,-448.56524658203125,210.53915405273438,-513.2191162109375,210.53915405273438,-1116.871337890625
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,-426.714599609375,316.0650939941406,-416.79058837890625,316.0650939941406,-707.537353515625
Someone is about to ride a cow.,improbable,0.85,0.15,-452.4031982421875,219.5477294921875,-544.1878662109375,219.5477294921875,-1179.17626953125
Someone is about to ride a horse.,possible,1.0,0.0,-567.4976806640625,154.34800720214844,-546.2090454101562,154.34800720214844,-1267.6116943359375
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,-406.01812744140625,205.0257568359375,-521.7691040039062,205.0257568359375,-1170.7801513671875
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,-660.379150390625,115.74246215820312,-451.8026123046875,115.74246215820312,-1115.691650390625
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,-529.6553955078125,284.9691162109375,-359.35968017578125,284.9691162109375,-725.1831665039062
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,-597.8121948242188,133.85557556152344,-425.49737548828125,133.85557556152344,-1024.7703857421875
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,-497.45294189453125,160.47264099121094,-468.6790466308594,160.47264099121094,-1205.7938232421875
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,-511.21038818359375,142.47154235839844,-477.4589538574219,142.47154235839844,-1210.5987548828125
Someone is about to stay awake for 5 years.,impossible,0.0512820512820512,0.9487179487179488,-467.2903747558594,192.17059326171875,-423.45928955078125,192.17059326171875,-1066.15087890625
Someone is about to steal a large rock.,improbable,0.975,0.025,-624.3662109375,35.949527740478516,-570.3157348632812,35.949527740478516,-1449.6697998046875
Someone is about to turn an onion into apple juice.,impossible,0.0,1.0,-418.85284423828125,267.6147766113281,-527.7900390625,267.6147766113281,-1010.8106689453125
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,-409.5324401855469,290.45343017578125,-532.3648681640625,290.45343017578125,-961.833740234375
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,-423.63079833984375,262.39398193359375,-539.2568359375,262.39398193359375,-1048.9609375
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,-596.37890625,115.3890609741211,-513.4873657226562,115.3890609741211,-1146.5653076171875
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,-556.8226318359375,55.0272331237793,-519.236572265625,55.0272331237793,-1280.7138671875
Someone is about to unlock a door with their mind.,impossible,0.05,0.95,-469.36346435546875,284.716064453125,-371.6607666015625,284.716064453125,-741.1285400390625
Someone is about to wait in line to go into the store.,possible,1.0,0.0,-692.7682495117188,8.960121154785156,-480.61175537109375,8.960121154785156,-1190.09375
Someone is about to walk through a brick wall.,impossible,0.1025641025641025,0.8974358974358975,-547.5331420898438,212.3981475830078,-475.94696044921875,212.3981475830078,-874.4921875
Someone is about to walk through a hot fire.,improbable,0.6153846153846154,0.3846153846153846,-643.26806640625,82.42108917236328,-482.0569763183594,82.42108917236328,-1288.020751953125
Someone is about to walk through an open door.,possible,1.0,0.0,-727.948486328125,11.17763900756836,-483.51055908203125,11.17763900756836,-1366.8350830078125
Someone is about to wear shoes made out of leather.,possible,1.0,0.0,-395.50543212890625,184.21730041503906,-563.6920776367188,184.21730041503906,-1167.505615234375
Someone is about to wear shoes made out of light.,impossible,0.05,0.95,-361.5086669921875,333.0166015625,-463.2182312011719,333.0166015625,-792.5841064453125
Someone is about to wear shoes made out of stone.,improbable,0.4594594594594595,0.5405405405405406,-371.1737365722656,227.73110961914062,-529.1314697265625,227.73110961914062,-1049.143310546875
