Vector,Feature,Pearson r
probable_improbable,5-Gram Log-Prob,-0.5731939713609667
probable_improbable,GPT2-XL Log-Prob,-0.6648810150224327
probable_improbable,PCFG Log-Prob,-0.5718205335458911
probable_improbable,Arousal,-0.37222439721258205
probable_improbable,Conversational,-0.5958974522764271
probable_improbable,Sense,-0.6959323887595602
probable_improbable,Gram.,-0.6856778115875374
probable_improbable,Frequency,-0.6831709249194733
probable_improbable,Imageability,-0.713621377609998
probable_improbable,Others Thoughts,-0.46857683647455217
probable_improbable,Physical,-0.4971233707487327
probable_improbable,Places,-0.44276319248848406
probable_improbable,Valence,-0.45917972352222414
improbable_impossible,5-Gram Log-Prob,-0.5513900054514105
improbable_impossible,GPT2-XL Log-Prob,-0.7089763105455139
improbable_impossible,PCFG Log-Prob,-0.5067924688141298
improbable_impossible,Arousal,-0.4362131768628066
improbable_impossible,Conversational,-0.6416522136919076
improbable_impossible,Sense,-0.758019272138172
improbable_impossible,Gram.,-0.7334442101460643
improbable_impossible,Frequency,-0.6983639359006935
improbable_impossible,Imageability,-0.7120592075451924
improbable_impossible,Others Thoughts,-0.5161741025201485
improbable_impossible,Physical,-0.5020114171523408
improbable_impossible,Places,-0.40895020019118067
improbable_impossible,Valence,-0.4056223989750919
impossible_inconceivable,5-Gram Log-Prob,0.11592770923991444
impossible_inconceivable,GPT2-XL Log-Prob,0.0012652974385379302
impossible_inconceivable,PCFG Log-Prob,0.23158056086586223
impossible_inconceivable,Arousal,0.06931576644978862
impossible_inconceivable,Conversational,0.09586874229234654
impossible_inconceivable,Sense,-0.02597455635387909
impossible_inconceivable,Gram.,-0.03714238153450393
impossible_inconceivable,Frequency,0.05846993216161429
impossible_inconceivable,Imageability,-0.4184961658966885
impossible_inconceivable,Others Thoughts,0.21982867203440948
impossible_inconceivable,Physical,-0.6273693791419074
impossible_inconceivable,Places,-0.448977288231834
impossible_inconceivable,Valence,-0.054982279750390446
probable_improbable,Subjective Event Likelihood,-0.6939503817961075
improbable_impossible,Subjective Event Likelihood,-0.6279072185968694
impossible_inconceivable,Subjective Event Likelihood,-0.41402945423262416
probable_improbable,Ranked Inconceivability,-0.2573148339386447
improbable_impossible,Ranked Inconceivability,-0.23085253612736578
impossible_inconceivable,Ranked Inconceivability,0.07783616534070414
