sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,0.8641220927238464,0.2896237373352051,-0.7725920677185059,0.2896237373352051,0.2896237373352051
Someone is about to be born with 2 feet.,possible,1.0,0.0,0.8661395311355591,0.3459518849849701,-0.7851342558860779,0.3459518849849701,0.3459518849849701
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,0.8315883874893188,0.3993884325027466,-0.7140300869941711,0.3993884325027466,0.3993884325027466
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,0.8277512788772583,0.283051073551178,-0.8005158305168152,0.283051073551178,0.283051073551178
Someone is about to clean a car.,possible,1.0,0.0,0.7897849082946777,0.3614256978034973,-0.6850561499595642,0.3614256978034973,0.3614256978034973
Someone is about to clean a cloud.,impossible,0.05,0.95,0.8459307551383972,0.4635424017906189,-0.7186362743377686,0.4635424017906189,0.4635424017906189
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,0.8132638931274414,0.3853578269481659,-0.7631047368049622,0.3853578269481659,0.3853578269481659
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,0.7581990957260132,0.3485400080680847,-0.7015541195869446,0.3485400080680847,0.3485400080680847
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,0.6977734565734863,0.3700341582298279,-0.597495436668396,0.3700341582298279,0.3700341582298279
Someone is about to count all of the students in a room.,possible,1.0,0.0,0.7344257831573486,0.39394646883010864,-0.6997714042663574,0.39394646883010864,0.39394646883010864
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,0.7893186807632446,0.2804102897644043,-0.7703643441200256,0.2804102897644043,0.2804102897644043
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,0.8737367987632751,0.2875937819480896,-0.6927400827407837,0.2875937819480896,0.2875937819480896
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,0.9312090277671814,0.28674599528312683,-0.7616196274757385,0.28674599528312683,0.28674599528312683
Someone is about to eat a lollipop.,possible,1.0,0.0,0.9150145053863525,0.34320390224456787,-0.7703499794006348,0.34320390224456787,0.34320390224456787
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,0.9024564623832703,0.311534583568573,-0.6441505551338196,0.311534583568573,0.311534583568573
Someone is about to eat a planet.,impossible,0.025,0.975,0.916405200958252,0.41906672716140747,-0.679449737071991,0.41906672716140747,0.41906672716140747
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,0.8256763219833374,0.362070769071579,-0.55878084897995,0.362070769071579,0.362070769071579
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,0.8614678382873535,0.2929742932319641,-0.6582295894622803,0.2929742932319641,0.2929742932319641
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,0.8402224779129028,0.28838229179382324,-0.6544322967529297,0.28838229179382324,0.28838229179382324
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,0.9316095113754272,0.2755813002586365,-0.6716586351394653,0.2755813002586365,0.2755813002586365
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,0.955094575881958,0.36796486377716064,-0.7544844150543213,0.36796486377716064,0.36796486377716064
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,0.8940587043762207,0.36618947982788086,-0.6309279799461365,0.36618947982788086,0.36618947982788086
Someone is about to find a sweater in a closet.,possible,1.0,0.0,0.7545484304428101,0.3834371566772461,-0.598946213722229,0.3834371566772461,0.3834371566772461
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,0.8132621645927429,0.4023403525352478,-0.5640861988067627,0.4023403525352478,0.4023403525352478
Someone is about to have a cat as a pet.,possible,1.0,0.0,0.8642947673797607,0.29225754737854004,-0.7749956846237183,0.29225754737854004,0.29225754737854004
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,0.9340152740478516,0.31206241250038147,-0.7560765743255615,0.31206241250038147,0.31206241250038147
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,0.9539911150932312,0.3567779064178467,-0.7658547759056091,0.3567779064178467,0.3567779064178467
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,0.7876248955726624,0.3411707878112793,-0.6503933668136597,0.3411707878112793,0.3411707878112793
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,0.7630013227462769,0.42967644333839417,-0.6448468565940857,0.42967644333839417,0.42967644333839417
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,0.7722316980361938,0.36418259143829346,-0.5633147358894348,0.36418259143829346,0.36418259143829346
Someone is about to live for 1000 years.,impossible,0.0,1.0,0.7739710211753845,0.36370375752449036,-0.5135065317153931,0.36370375752449036,0.36370375752449036
