sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,1.7460675239562988,0.10711825639009476,-16.4692325592041,0.10711825639009476,-0.40056368708610535
Someone is about to be born with 2 feet.,possible,1.0,0.0,1.3616862297058105,0.21388547122478485,-1.7393512725830078,0.21388547122478485,-0.3128567934036255
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,1.710552453994751,0.27184829115867615,14.285829544067383,0.27184829115867615,-0.2614128887653351
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,-0.930121898651123,-0.21656882762908936,-96.63607788085938,-0.21656882762908936,-0.5222649574279785
Someone is about to clean a car.,possible,1.0,0.0,-0.30260440707206726,-0.3498963713645935,-66.98871612548828,-0.3498963713645935,-0.6897217035293579
Someone is about to clean a cloud.,impossible,0.05,0.95,1.1219227313995361,0.2924322783946991,-3.485426902770996,0.2924322783946991,-0.07872665673494339
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,-0.11039157956838608,-0.21753665804862976,-51.171844482421875,-0.21753665804862976,-0.5695693492889404
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,-0.328870952129364,-0.029380153864622116,-96.09451293945312,-0.029380153864622116,-0.35108113288879395
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,0.7769284844398499,0.10154720395803452,-49.3914680480957,0.10154720395803452,-0.14948804676532745
Someone is about to count all of the students in a room.,possible,1.0,0.0,-1.209881067276001,-0.1910456418991089,-67.52330017089844,-0.1910456418991089,-0.45959317684173584
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,0.0485374853014946,-0.3684372305870056,5.838104724884033,-0.3684372305870056,-0.49059510231018066
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,-0.03264312446117401,-0.25817257165908813,-60.925392150878906,-0.25817257165908813,-0.6072609424591064
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,-0.49925410747528076,-0.1545042246580124,-128.0330352783203,-0.1545042246580124,-0.6260677576065063
Someone is about to eat a lollipop.,possible,1.0,0.0,-0.17189863324165344,-0.24135318398475647,-66.04385375976562,-0.24135318398475647,-0.5625706911087036
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,1.941486120223999,-0.07683881372213364,-17.02820587158203,-0.07683881372213364,-0.5888583660125732
Someone is about to eat a planet.,impossible,0.025,0.975,1.8970928192138672,0.38833194971084595,-24.000991821289062,0.38833194971084595,-0.05056152120232582
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,2.2853097915649414,0.06832452863454819,-9.010924339294434,0.06832452863454819,-0.3491431474685669
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,0.21184350550174713,-0.2572852671146393,-70.89765930175781,-0.2572852671146393,-0.7052257061004639
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,0.7818417549133301,-0.23378127813339233,-71.23967742919922,-0.23378127813339233,-0.7320188283920288
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,1.449982762336731,-0.09040240943431854,-71.755615234375,-0.09040240943431854,-0.6538425087928772
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,0.9604226350784302,-0.11479869484901428,-58.58118438720703,-0.11479869484901428,-0.49973541498184204
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,0.2247428596019745,-0.05880888178944588,-76.52914428710938,-0.05880888178944588,-0.4991282522678375
Someone is about to find a sweater in a closet.,possible,1.0,0.0,-0.20323926210403442,-0.2655889391899109,-57.62746047973633,-0.2655889391899109,-0.6007630825042725
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,1.5409342050552368,0.09861919283866882,-7.263131141662598,0.09861919283866882,-0.35490700602531433
Someone is about to have a cat as a pet.,possible,1.0,0.0,0.5674850940704346,-0.1897437870502472,18.070816040039062,-0.1897437870502472,-0.6327246427536011
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,1.118312120437622,-0.12478797137737274,-9.94410514831543,-0.12478797137737274,-0.5576961636543274
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,3.0908455848693848,0.13226629793643951,11.721074104309082,0.13226629793643951,-0.4779871106147766
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,0.496671199798584,0.05201148986816406,34.72900390625,0.05201148986816406,-0.05322352796792984
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,1.6028761863708496,0.3160831332206726,89.32208251953125,0.3160831332206726,0.14717309176921844
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,1.8047866821289062,0.22821898758411407,90.8368911743164,0.22821898758411407,-0.039254698902368546
Someone is about to live for 1000 years.,impossible,0.0,1.0,1.2330663204193115,0.08318617939949036,30.847671508789062,0.08318617939949036,-0.014772787690162659
Someone is about to live for 110 years.,improbable,1.0,0.0,1.325477123260498,-8.931756019592285e-05,29.81159019470215,-8.931756019592285e-05,-0.07187437266111374
Someone is about to live for 60 years.,possible,1.0,0.0,0.6682806015014648,-0.07353673130273819,26.497268676757812,-0.07353673130273819,-0.14405155181884766
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,0.40594998002052307,-0.178268164396286,-20.59041404724121,-0.178268164396286,-0.336022287607193
Someone is about to make a house out of bricks.,possible,0.975,0.025,0.46700912714004517,-0.019747022539377213,-37.7097282409668,-0.019747022539377213,-0.5921467542648315
Someone is about to make a house out of gas.,impossible,0.0,1.0,2.2270631790161133,0.46612006425857544,8.89832878112793,0.46612006425857544,-0.42146825790405273
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,2.2116713523864746,0.23876920342445374,-5.31396484375,0.23876920342445374,-0.4447094202041626
Someone is about to make their friend cry.,improbable,1.0,0.0,1.5580875873565674,0.06606108695268631,54.047767639160156,0.06606108695268631,-0.13994315266609192
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,1.8247754573822021,0.2892588973045349,8.60696029663086,0.2892588973045349,-0.1344442069530487
Someone is about to make their friend smile.,possible,1.0,0.0,1.4029927253723145,0.17318592965602875,96.99837493896484,0.17318592965602875,-0.08977516740560532
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,0.5603318810462952,0.1591671109199524,-72.75926208496094,0.1591671109199524,-0.34337931871414185
Someone is about to move a marble with their hand.,possible,1.0,0.0,-1.3037019968032837,-0.28088194131851196,-166.18975830078125,-0.28088194131851196,-0.6219949126243591
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,1.3771095275878906,0.3051912486553192,-40.394859313964844,0.3051912486553192,-0.07474997639656067
Someone is about to not eat for 1 hour.,possible,1.0,0.0,-0.09894387423992157,-0.1820094734430313,-63.828956604003906,-0.1820094734430313,-0.35556066036224365
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,1.1674082279205322,-0.13622143864631653,-34.555450439453125,-0.13622143864631653,-0.42304345965385437
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,2.176713705062866,0.0006707757711410522,3.627371311187744,0.0006707757711410522,-0.28560692071914673
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,0.5960333347320557,-0.05093873292207718,-31.30135726928711,-0.05093873292207718,-0.3396008312702179
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,0.6398071050643921,-0.036240629851818085,-48.214599609375,-0.036240629851818085,-0.42766767740249634
Someone is about to open a window with their hand.,possible,1.0,0.0,-0.7385640144348145,-0.31122368574142456,-120.51671600341797,-0.31122368574142456,-0.5218743085861206
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,0.8347238302230835,0.0648963451385498,-62.50038146972656,0.0648963451385498,-0.45014476776123047
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,-0.27001386880874634,-0.13726592063903809,-111.59193420410156,-0.13726592063903809,-0.6179305911064148
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,-0.6479768753051758,-0.29211223125457764,-122.80363464355469,-0.29211223125457764,-0.68889319896698
Someone is about to play with a toy.,possible,1.0,0.0,0.40465521812438965,-0.25030142068862915,-27.74038314819336,-0.25030142068862915,-0.4474378824234009
Someone is about to play with a wolf.,improbable,0.8,0.2,1.470388650894165,0.12466929107904434,10.408235549926758,0.12466929107904434,-0.41715532541275024
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,1.9764633178710938,0.26799020171165466,58.92597198486328,0.26799020171165466,0.1933145970106125
Someone is about to ride a cow.,improbable,0.85,0.15,1.8560404777526855,0.01987353526055813,-2.7022719383239746,0.01987353526055813,-0.4272911250591278
Someone is about to ride a horse.,possible,1.0,0.0,0.48426714539527893,-0.17043960094451904,16.830541610717773,-0.17043960094451904,-0.44111984968185425
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,1.9775497913360596,0.1719883382320404,27.310935974121094,0.1719883382320404,-0.33262574672698975
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,0.051972225308418274,-0.07187915593385696,28.441730499267578,-0.07187915593385696,-0.4274137020111084
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,2.086181879043579,0.4356740713119507,86.0776596069336,0.4356740713119507,0.03308219090104103
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,0.6485931873321533,0.06527668237686157,19.24535369873047,0.06527668237686157,-0.36523425579071045
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,0.9055182933807373,0.024609949439764023,-4.145664215087891,0.024609949439764023,-0.28838416934013367
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,-0.08862655609846115,-0.09466645121574402,-26.889707565307617,-0.09466645121574402,-0.3313344717025757
Someone is about to stay awake for 5 years.,impossible,0.0512820512820512,0.9487179487179488,1.4694315195083618,0.20514914393424988,28.947547912597656,0.20514914393424988,-0.1549839973449707
Someone is about to steal a large rock.,improbable,0.975,0.025,-0.5303407907485962,-0.2048616111278534,-101.051025390625,-0.2048616111278534,-0.6341532468795776
Someone is about to turn an onion into apple juice.,impossible,0.0,1.0,0.7372406721115112,0.024409599602222443,-111.12538146972656,0.024409599602222443,-0.554456353187561
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,0.6265718340873718,0.06674941629171371,-108.6341323852539,0.06674941629171371,-0.49183523654937744
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,-0.11990779638290405,-0.035890694707632065,-93.08418273925781,-0.035890694707632065,-0.5498591661453247
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,-0.9817038774490356,-0.1699800193309784,-62.319007873535156,-0.1699800193309784,-0.6141435503959656
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,0.07577601075172424,-0.15477818250656128,-104.53865814208984,-0.15477818250656128,-0.823520302772522
