sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,1.253811240196228,-0.0066443015821278095,109.53521728515625,-0.0066443015821278095,-0.3004964590072632
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,1.5121901035308838,0.1960316002368927,87.26205444335938,0.1960316002368927,-0.23786485195159912
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,0.00840967521071434,0.2718654274940491,121.71397399902344,0.2718654274940491,0.11761784553527832
A door being a multiple of 5.,far,0.0,1.0,0.5144856572151184,0.15567192435264587,86.889892578125,0.15567192435264587,-0.26605916023254395
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,1.478918194770813,0.2607954740524292,140.4920654296875,0.2607954740524292,0.27445632219314575
A girl writing a play.,probable,1.0,0.0,1.0691869258880615,-0.06411868333816528,116.3699722290039,-0.06411868333816528,-0.4343327283859253
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,1.5264418125152588,0.2677818834781647,88.89779663085938,0.2677818834781647,-0.15651358664035797
A kilogram writing a play.,far,0.0,1.0,2.0365347862243652,0.3263586163520813,170.98342895507812,0.3263586163520813,-0.08378645777702332
A liter being a multiple of 5.,near,0.75,0.25,0.29252180457115173,0.14183181524276733,94.35948181152344,0.14183181524276733,-0.17619197070598602
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,1.5857491493225098,0.3323110044002533,188.31344604492188,0.3323110044002533,0.34420573711395264
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,0.5288878083229065,0.09286987781524658,78.14866638183594,0.09286987781524658,-0.3176305890083313
A man feeling regretful.,probable,1.0,0.0,1.4346787929534912,0.060476332902908325,138.2813720703125,0.060476332902908325,0.0864788293838501
A mile being surprised by a news article.,far,0.0,1.0,2.222533702850342,0.3003573715686798,122.73619842529297,0.3003573715686798,0.1817411333322525
A pill being amused by a tv show.,near,0.2,0.8,1.2848769426345825,0.006882987916469574,97.59547424316406,0.006882987916469574,-0.3886210322380066
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,0.9821277856826782,0.22837737202644348,115.2734603881836,0.22837737202644348,-0.04366585239768028
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,1.4206736087799072,0.14802072942256927,161.63015747070312,0.14802072942256927,-0.04464316368103027
A shirt being surprised by a news article.,near,0.2,0.8,1.6297731399536133,0.1472724974155426,103.24198150634766,0.1472724974155426,-0.1884022355079651
A teenager being surprised by a news article.,probable,1.0,0.0,1.5055636167526245,0.04938977211713791,106.0997085571289,0.04938977211713791,-0.1876971423625946
A toddler being amused by a tv show.,probable,1.0,0.0,1.1434476375579834,-0.11505933105945587,82.08216857910156,-0.11505933105945587,-0.4274407923221588
A wall being entertained by a podcast.,near,0.25,0.75,1.281832218170166,0.03964429348707199,106.89456939697266,0.03964429348707199,-0.24529220163822174
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,2.9879260063171387,0.20202338695526123,110.79316711425781,0.20202338695526123,0.1228233128786087
A woman applying for a job.,probable,1.0,0.0,0.6575838327407837,-0.20549118518829346,112.73641967773438,-0.20549118518829346,-0.5177320837974548
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,0.12354442477226257,0.2903412878513336,147.64639282226562,0.2903412878513336,0.10330718755722046
Adding a boy to 79.,far,0.0,1.0,0.5308245420455933,0.3244773745536804,168.90402221679688,0.3244773745536804,0.24476850032806396
Adding a wall to 79.,far,0.0,1.0,0.3052856922149658,0.22143666446208954,166.05734252929688,0.22143666446208954,0.12179914861917496
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,0.3701043128967285,0.28343161940574646,162.20675659179688,0.28343161940574646,0.2851889133453369
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,1.5822856426239014,0.16908542811870575,125.8749008178711,0.16908542811870575,-0.11457831412553787
