sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone baked a cake inside a freezer.,impossible,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,-5.399433675741904,15.691546575696304,-5.030058278852845,15.691546575696304,0.1591912938515465
Someone baked a cake inside an airfryer.,improbable,0.425,0.525,0.05,0.0,-4.811582472342201,10.918749947999945,-3.813885793622148,10.918749947999945,-0.8411002690336593
Someone baked a cake inside a sigh.,inconceivable,0.0,0.0,0.0,1.0,-6.550140001947624,17.867737583113403,-3.9935297836450014,17.867737583113403,0.1864221296293498
Someone baked a cake inside an oven.,probable,1.0,0.0,0.0,0.0,-12.46356779112704,19.9670270579595,-7.412103936154616,19.9670270579595,1.8352162614529777
Someone chopped a carrot using a rag.,impossible,0.0,0.1282051282051282,0.8205128205128205,0.0512820512820512,-0.23036151215675593,22.87446179353954,-0.9362721305369108,22.87446179353954,-0.2934851251532762
Someone chopped a carrot using a sword.,improbable,0.1935483870967742,0.8064516129032258,0.0,0.0,-6.941879458127795,20.89449333576119,-2.9884180464830363,20.89449333576119,-0.20424612787498142
Someone chopped a carrot using a color.,inconceivable,0.0,0.0,0.1395348837209302,0.8604651162790697,-4.949709718484991,25.046346465489734,0.6822059302790451,25.046346465489734,0.9568133996413126
Someone chopped a carrot using a knife.,probable,1.0,0.0,0.0,0.0,-7.886714273587509,17.635651947494857,-1.0412714829532534,17.635651947494857,-1.1597830693181193
Someone cleaned a spill using mustard.,impossible,0.0232558139534883,0.2093023255813953,0.6046511627906976,0.1627906976744186,0.8344736481345869,11.971963027218086,0.0375919691749691,11.971963027218086,1.7719128963142774
Someone cleaned a spill using a scarf.,improbable,0.2777777777777778,0.6944444444444444,0.0277777777777777,0.0,-3.467158672703407,14.932660793550372,-2.1985854798710545,14.932660793550372,0.48872357688539325
Someone cleaned a spill using a country.,inconceivable,0.0,0.0,0.0714285714285714,0.9285714285714286,2.3318410827910236,19.33380801664609,-1.164759812286277,19.33380801664609,4.65340666784587
Someone cleaned a spill using a sponge.,probable,0.9523809523809524,0.0476190476190476,0.0,0.0,-1.85927439683827,9.49508194120312,-1.2476996707525063,9.49508194120312,1.567522335045219
Someone cleaned a carpet using a crayon.,impossible,0.0238095238095238,0.238095238095238,0.6190476190476191,0.119047619047619,-4.5749090242825226,14.777494168075053,-2.6861898115987732,14.777494168075053,0.8123509034106653
Someone cleaned a carpet using a hat.,improbable,0.0,0.5121951219512195,0.3902439024390244,0.0975609756097561,-7.826278504843996,22.34628155920891,-4.304112312161599,22.34628155920891,0.5902589969868088
Someone cleaned a carpet using a week.,inconceivable,0.0,0.0,0.0344827586206896,0.9655172413793104,-3.6842971667488733,17.667045206269105,-6.948996181565093,17.667045206269105,4.138429886892151
Someone cleaned a carpet using a vacuum.,probable,1.0,0.0,0.0,0.0,-3.938581719475945,15.402022336824565,-3.8844523182947412,15.402022336824565,2.3183721139957854
Someone climbed a tree using oil.,impossible,0.0,0.18,0.54,0.28,-1.7767774475330937,20.174675838594553,0.08760719543621209,20.174675838594553,1.811095071838079
Someone climbed a tree using a rope.,improbable,0.9333333333333332,0.0333333333333333,0.0,0.0333333333333333,-8.789177338080073,21.504319627975043,-4.76911350461021,21.504319627975043,-0.7896228444379563
Someone climbed a tree using a poem.,inconceivable,0.0,0.0,0.0256410256410256,0.9743589743589745,-2.111053932854947,19.90160617116453,-1.0502718130238888,19.90160617116453,0.9707992084709813
Someone climbed a tree using a ladder.,probable,0.9666666666666668,0.0333333333333333,0.0,0.0,-10.161047124635829,20.969473367961957,-4.307981948348717,20.969473367961957,-1.209502869320525
Someone closed a jacket using fog.,impossible,0.0,0.0,0.3111111111111111,0.6888888888888889,0.6422892306028816,18.06738680309332,-1.3256197925512283,18.06738680309332,1.26075594611576
Someone closed a jacket using glue.,improbable,0.0588235294117647,0.8235294117647058,0.0588235294117647,0.0588235294117647,-1.19904387916631,12.915933113334916,-0.5503225081208576,12.915933113334916,0.6954148405012908
Someone closed a jacket using a word.,inconceivable,0.0,0.0,0.1612903225806451,0.8387096774193549,-1.8201614496096057,17.087149367388466,-3.1013630352362584,17.087149367388466,1.8600323433547414
