sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone baked a cake inside a freezer.,impossible,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,0.8093918561935425,-0.19383075833320618,-1.351752758026123,-0.19383075833320618,-1.3498408794403076
Someone baked a cake inside an airfryer.,improbable,0.425,0.525,0.05,0.0,0.8564830422401428,-0.24652990698814392,-1.373188853263855,-0.24652990698814392,-1.4134061336517334
Someone baked a cake inside a sigh.,inconceivable,0.0,0.0,0.0,1.0,1.0334893465042114,0.005281135439872742,-1.0381603240966797,0.005281135439872742,-1.0886765718460083
Someone baked a cake inside an oven.,probable,1.0,0.0,0.0,0.0,0.6338159441947937,-0.20453420281410217,-1.335905909538269,-0.20453420281410217,-1.2724614143371582
Someone chopped a carrot using a rag.,impossible,0.0,0.1282051282051282,0.8205128205128205,0.0512820512820512,1.0426125526428223,0.007891401648521423,-1.3562263250350952,0.007891401648521423,-1.2775466442108154
Someone chopped a carrot using a sword.,improbable,0.1935483870967742,0.8064516129032258,0.0,0.0,0.941548228263855,-0.09160226583480835,-1.3007744550704956,-0.09160226583480835,-1.2901395559310913
Someone chopped a carrot using a color.,inconceivable,0.0,0.0,0.1395348837209302,0.8604651162790697,1.207758903503418,-0.0393194854259491,-1.1155363321304321,-0.0393194854259491,-1.0895702838897705
Someone chopped a carrot using a knife.,probable,1.0,0.0,0.0,0.0,0.7005331516265869,-0.17848584055900574,-1.2825642824172974,-0.17848584055900574,-1.2795692682266235
Someone cleaned a spill using mustard.,impossible,0.0232558139534883,0.2093023255813953,0.6046511627906976,0.1627906976744186,0.8185601830482483,-0.14500033855438232,-1.31722891330719,-0.14500033855438232,-1.2298386096954346
Someone cleaned a spill using a scarf.,improbable,0.2777777777777778,0.6944444444444444,0.0277777777777777,0.0,0.7642785310745239,-0.2066931128501892,-1.255467176437378,-0.2066931128501892,-1.2791576385498047
Someone cleaned a spill using a country.,inconceivable,0.0,0.0,0.0714285714285714,0.9285714285714286,0.9181903600692749,-0.2230151742696762,-0.9719560146331787,-0.2230151742696762,-0.6384538412094116
Someone cleaned a spill using a sponge.,probable,0.9523809523809524,0.0476190476190476,0.0,0.0,0.5452250242233276,-0.2340349704027176,-1.2409189939498901,-0.2340349704027176,-1.223466157913208
