sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,-3.0905817034844643,14.63564423351459,-2.7612320100435497,14.63564423351459,-0.9711955115888165
Someone is about to be born with 2 feet.,possible,1.0,0.0,-4.029066761770618,20.555649890947784,0.1145755009921885,20.555649890947784,-0.49983115612422463
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,-10.048689018806455,15.729958459436014,-5.755852707670171,15.729958459436014,-0.045063805810277135
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,-6.353444316574775,18.84389539505044,-6.3495210195931895,18.84389539505044,-0.7153417803247892
Someone is about to clean a car.,possible,1.0,0.0,-8.357230231809751,20.128113660784464,-7.457945893244578,20.128113660784464,0.5562727781329757
Someone is about to clean a cloud.,impossible,0.05,0.95,-3.1037767839353845,21.988135522423313,-3.5946366803566723,21.988135522423313,1.9041186230476428
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,-4.6683103187088895,17.19789629733892,-5.777708597583785,17.19789629733892,0.5462810587767406
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,-4.624472877057784,12.672746637615305,-5.796702849434771,12.672746637615305,-0.02628952643227178
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,-6.907393760813136,14.244550397834924,-6.746564852623247,14.244550397834924,-0.2751440076923217
Someone is about to count all of the students in a room.,possible,1.0,0.0,-8.007259955535304,9.284770300168251,-4.866675888976894,9.284770300168251,-0.6948885610847568
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,-12.057588834071638,15.547064049120042,-5.644982366075823,15.547064049120042,-5.181766914493564
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,-4.911912129204384,13.964502798222016,-6.19041827583963,13.964502798222016,-2.9449357062805004
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,-4.036088053813019,14.659819941444688,-5.895711734645781,14.659819941444688,-0.7422853830998069
Someone is about to eat a lollipop.,possible,1.0,0.0,-6.9568885577155894,17.327927725492106,-8.455445362868604,17.327927725492106,-1.5716124372034705
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,-1.5499626691842616,16.62228423469277,-4.567796320938075,16.62228423469277,-2.6863165255194494
Someone is about to eat a planet.,impossible,0.025,0.975,-2.412231919907871,11.197468795672261,-6.486806745112094,11.197468795672261,1.337396456665703
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,-4.424713854919654,14.766211239981935,-3.793610987304723,14.766211239981935,-1.9874746755888428
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,-3.924868544149958,11.605959874301274,-5.188392266994625,11.605959874301274,-2.7320529872186183
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,-5.844310950054465,15.680871892396603,-5.688619444033574,15.680871892396603,-2.285858605623838
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,-0.7459490493557173,16.010913412095075,-4.95612766860106,16.010913412095075,-1.2581511225002466
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,-3.4327172946502826,17.19293574960573,-5.661613899067828,17.19293574960573,0.21710388590369423
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,-1.4404576880455429,19.30516958469844,-8.569726437390973,19.30516958469844,-0.8171608631176717
Someone is about to find a sweater in a closet.,possible,1.0,0.0,-3.2500474243712127,13.755133039013124,-7.791143461138251,13.755133039013124,-1.961754577885251
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,-3.540099975688572,17.16801658717574,-8.453808318881247,17.16801658717574,-1.3907521037624808
Someone is about to have a cat as a pet.,possible,1.0,0.0,-5.716344250162432,19.026115366614448,-8.108467225367034,19.026115366614448,-1.2087093053583613
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,-3.896260750475679,18.66405746202934,-8.349331059347215,18.66405746202934,-0.8616922370356153
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,1.582621297490726,18.733807534517187,-4.931517081428665,18.733807534517187,-0.1100758163588369
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,-0.6413867056218996,9.320850650551058,-8.98211620662708,9.320850650551058,-0.4621214657510111
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,-1.2397456258371307,11.610314352221764,-6.747491300684312,11.610314352221764,1.0114128490374235
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,2.6746526821724035,8.35798828058224,-7.419024806137104,8.35798828058224,0.09058312043552952
Someone is about to live for 1000 years.,impossible,0.0,1.0,-5.438369549890343,19.844561804338518,-11.73866336005442,19.844561804338518,-0.3821739556571596
Someone is about to live for 110 years.,improbable,1.0,0.0,-3.0188591309248523,13.401025013226445,-11.473486000725512,13.401025013226445,0.22347018663381146
Someone is about to live for 60 years.,possible,1.0,0.0,-9.793542177923563,14.156083424391994,-8.209257687968627,14.156083424391994,-0.2390275073074276
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,-6.4310218978377645,18.889352579355144,-7.638524023446623,18.889352579355144,-2.5792308342159456
Someone is about to make a house out of bricks.,possible,0.975,0.025,-12.182686046649945,17.189142703862647,-7.366998354665525,17.189142703862647,-1.3763178053371354
Someone is about to make a house out of gas.,impossible,0.0,1.0,0.3508071302199445,15.361736722014907,-3.0534128444998023,15.361736722014907,-0.08222621594080937
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,-1.845663572183888,20.42170154947756,-5.76566356208399,20.42170154947756,-0.6091646472912533
Someone is about to make their friend cry.,improbable,1.0,0.0,-1.0197310376148274,9.566965588940246,-4.7339834754444965,9.566965588940246,-1.7119616208304576
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,4.1234403934418085,15.473331357137027,-6.224088507242472,15.473331357137027,-0.22692632312269279
