sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,-22.416521072387695,11.56547737121582,-10.589332580566406,11.56547737121582,-10.589332580566406
Someone is about to be born with 2 feet.,possible,1.0,0.0,-22.041831970214844,13.191093444824219,-8.311394691467285,13.191093444824219,-8.311394691467285
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,-21.92377471923828,12.845340728759766,-10.04922866821289,12.845340728759766,-10.04922866821289
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,-25.80457878112793,13.035517692565918,-10.081547737121582,13.035517692565918,-10.081547737121582
Someone is about to clean a car.,possible,1.0,0.0,-25.701784133911133,11.964506149291992,-10.433917045593262,11.964506149291992,-10.433917045593262
Someone is about to clean a cloud.,impossible,0.05,0.95,-23.881471633911133,12.34134292602539,-10.262092590332031,12.34134292602539,-10.262092590332031
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,-25.462080001831055,13.018901824951172,-10.06313705444336,13.018901824951172,-10.06313705444336
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,-25.234838485717773,12.032626152038574,-9.716492652893066,12.032626152038574,-9.716492652893066
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,-26.907047271728516,12.14794635772705,-9.42109489440918,12.14794635772705,-9.42109489440918
Someone is about to count all of the students in a room.,possible,1.0,0.0,-26.07318687438965,11.483538627624512,-9.546943664550781,11.483538627624512,-9.546943664550781
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,-27.405662536621094,13.051654815673828,-9.572786331176758,13.051654815673828,-9.572786331176758
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,-27.797637939453125,12.013590812683105,-11.062215805053711,12.013590812683105,-11.062215805053711
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,-25.923288345336914,13.427270889282227,-9.83212947845459,13.427270889282227,-9.83212947845459
Someone is about to eat a lollipop.,possible,1.0,0.0,-25.09683609008789,12.378926277160645,-10.134201049804688,12.378926277160645,-10.134201049804688
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,-27.182226181030273,11.750910758972168,-11.168510437011719,11.750910758972168,-11.168510437011719
Someone is about to eat a planet.,impossible,0.025,0.975,-26.055448532104492,14.242925643920898,-8.727777481079102,14.242925643920898,-8.727777481079102
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,-27.675230026245117,11.93471622467041,-11.154925346374512,11.93471622467041,-11.154925346374512
