sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,-120.76771125422685,20.457804150389325,-108.64587758399577,20.457804150389325,-185.57890378526812
Someone is about to be born with 2 feet.,possible,1.0,0.0,-130.6766107821396,15.916174694583196,-87.07662180018274,15.916174694583196,-165.94625451103778
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,-129.9115984298113,18.06218184892225,-104.02952911806705,18.06218184892225,-181.7576044228677
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,-126.09925213638947,19.11073743486834,-109.7026427739732,19.11073743486834,-183.50104484910526
Someone is about to clean a car.,possible,1.0,0.0,-125.57425736530823,21.478036210841807,-108.04923038533897,21.478036210841807,-176.26476062636235
Someone is about to clean a cloud.,impossible,0.05,0.95,-127.53271636547517,22.82287836297123,-111.06951033653705,22.82287836297123,-173.23510826472625
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,-115.6102042838383,19.937473430511684,-109.04679204604058,19.937473430511684,-171.42620014751841
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,-124.42735471784249,10.340223073292709,-81.98167476892844,10.340223073292709,-184.74062856524034
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,-128.1208253295911,12.204506304052286,-81.50847786533714,12.204506304052286,-184.51907007617902
Someone is about to count all of the students in a room.,possible,1.0,0.0,-120.20114789189947,12.392690105216731,-87.77499738366575,12.392690105216731,-194.94843205865078
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,-119.7868298308862,14.192898965140808,-90.21843891451923,14.192898965140808,-184.28738525026148
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,-142.58861511240258,13.88833171707085,-101.8955636200666,13.88833171707085,-186.58408023503736
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,-126.8371646883859,18.665460435765766,-102.0864815153027,18.665460435765766,-178.561914044091
Someone is about to eat a lollipop.,possible,1.0,0.0,-125.84796030437354,17.985214780074216,-101.79246025694238,17.985214780074216,-172.29283229332458
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,-140.99616139089906,15.777577218729569,-105.78054654292691,15.777577218729569,-185.8753087273607
Someone is about to eat a planet.,impossible,0.025,0.975,-131.02554617403166,21.600268471054278,-104.39067503285554,21.600268471054278,-167.70383295681447
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,-146.28588661788518,14.062378836464084,-101.66410712050273,14.062378836464084,-180.1944181646338
