sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,-6.142129421234131,118.31936645507812,-94.2308120727539,118.31936645507812,-125.37494659423828
Someone is about to be born with 2 feet.,possible,1.0,0.0,-1.1157875061035156,129.61317443847656,-71.04095458984375,129.61317443847656,-70.514404296875
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,-6.492990016937256,130.45870971679688,-81.67201232910156,130.45870971679688,-99.46145629882812
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,-20.959606170654297,100.25987243652344,-112.96810150146484,100.25987243652344,-139.14271545410156
Someone is about to clean a car.,possible,1.0,0.0,-29.006492614746094,101.18013763427734,-90.88554382324219,101.18013763427734,-105.8094482421875
Someone is about to clean a cloud.,impossible,0.05,0.95,-19.04163360595703,150.32821655273438,-79.46571350097656,150.32821655273438,-74.59101867675781
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,-26.480070114135742,115.02543640136719,-63.88003158569336,115.02543640136719,-78.29024505615234
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,-10.817192077636719,125.05196380615234,-85.00074005126953,125.05196380615234,-100.09397888183594
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,-12.720569610595703,152.62130737304688,-47.444175720214844,152.62130737304688,-42.57556915283203
Someone is about to count all of the students in a room.,possible,1.0,0.0,-25.070934295654297,97.74478149414062,-54.14559555053711,97.74478149414062,-82.83637237548828
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,-35.023475646972656,79.74478912353516,-66.21025085449219,79.74478912353516,-91.10650634765625
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,-23.463733673095703,98.05001068115234,-61.05727005004883,98.05001068115234,-89.50751495361328
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,-19.923755645751953,100.27149963378906,-111.61089324951172,100.27149963378906,-140.28761291503906
Someone is about to eat a lollipop.,possible,1.0,0.0,-12.057975769042969,109.5266342163086,-93.97525024414062,109.5266342163086,-125.63114929199219
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,-19.359081268310547,97.46650695800781,-66.97221374511719,97.46650695800781,-96.2991714477539
Someone is about to eat a planet.,impossible,0.025,0.975,-7.982710838317871,177.2735595703125,-59.416648864746094,177.2735595703125,-31.15614891052246
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,-16.16838836669922,118.72372436523438,-60.020442962646484,118.72372436523438,-85.54127502441406
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,-27.156118392944336,89.83038330078125,-57.772117614746094,89.83038330078125,-89.31181335449219
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,-22.918975830078125,98.3270492553711,-61.555580139160156,98.3270492553711,-88.45915222167969
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,-18.513229370117188,112.70712280273438,-62.03689193725586,112.70712280273438,-85.73207092285156
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,-15.705227851867676,121.70477294921875,-90.0981216430664,121.70477294921875,-99.5615463256836
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,-16.830625534057617,97.89616394042969,-74.20780944824219,97.89616394042969,-103.87169647216797
Someone is about to find a sweater in a closet.,possible,1.0,0.0,-22.087203979492188,83.3345718383789,-80.37035369873047,83.3345718383789,-119.56465148925781
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,-18.74846649169922,108.49855041503906,-71.62886810302734,108.49855041503906,-101.70575714111328
Someone is about to have a cat as a pet.,possible,1.0,0.0,-12.700592994689941,124.80154418945312,-69.72454833984375,124.80154418945312,-84.7492446899414
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,-7.366176605224609,127.96624755859375,-76.76565551757812,127.96624755859375,-95.0335693359375
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,-2.6696176528930664,146.02850341796875,-76.86082458496094,146.02850341796875,-88.5329360961914
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,-27.91354751586914,114.06377410888672,-33.764808654785156,114.06377410888672,-42.30472183227539
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,-20.818920135498047,133.7322235107422,-30.174541473388672,133.7322235107422,-26.205730438232422
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,-22.348947525024414,125.26383972167969,-31.070045471191406,125.26383972167969,-32.768558502197266
Someone is about to live for 1000 years.,impossible,0.0,1.0,-19.83173179626465,153.21524047851562,-31.793636322021484,153.21524047851562,-30.896160125732422
Someone is about to live for 110 years.,improbable,1.0,0.0,-19.932907104492188,145.012939453125,-33.254920959472656,145.012939453125,-30.903247833251953
Someone is about to live for 60 years.,possible,1.0,0.0,-22.224559783935547,142.21615600585938,-33.81494903564453,142.21615600585938,-32.320106506347656
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,-31.343425750732422,92.48167419433594,-63.58790588378906,92.48167419433594,-85.84607696533203
Someone is about to make a house out of bricks.,possible,0.975,0.025,-15.355104446411133,125.504638671875,-83.32369995117188,125.504638671875,-101.45266723632812
