layer,pc,split,accuracy
1,0,0,0.4285714285714286
1,0,1,0.7142857142857143
1,0,2,0.7857142857142857
1,0,3,0.7857142857142857
1,0,4,0.6428571428571428
1,1,0,0.5
1,1,1,0.5714285714285714
1,1,2,0.6428571428571429
1,1,3,0.6428571428571429
1,1,4,0.7142857142857143
1,2,0,0.5714285714285714
1,2,1,0.5714285714285714
1,2,2,0.3571428571428571
1,2,3,0.4285714285714286
1,2,4,0.6428571428571428
2,0,0,0.7142857142857143
2,0,1,0.5
2,0,2,0.5714285714285714
2,0,3,0.5714285714285714
2,0,4,0.7142857142857143
2,1,0,0.6428571428571428
2,1,1,0.2857142857142857
2,1,2,0.7142857142857143
2,1,3,0.4285714285714286
2,1,4,0.5
2,2,0,0.5
2,2,1,0.5714285714285714
2,2,2,0.5
2,2,3,0.7142857142857143
2,2,4,0.6428571428571428
3,0,0,0.4285714285714286
3,0,1,0.8571428571428572
3,0,2,0.7142857142857143
3,0,3,0.5714285714285714
3,0,4,0.5
3,1,0,0.5714285714285714
3,1,1,0.42857142857142855
3,1,2,0.42857142857142855
3,1,3,0.5714285714285714
3,1,4,0.5714285714285714
3,2,0,0.7142857142857143
3,2,1,0.6428571428571428
3,2,2,0.2857142857142857
3,2,3,0.5714285714285714
3,2,4,0.5714285714285714
4,0,0,0.5714285714285714
4,0,1,0.7857142857142857
4,0,2,0.7857142857142857
4,0,3,0.5714285714285714
4,0,4,0.5714285714285714
4,1,0,0.6428571428571429
4,1,1,0.5
4,1,2,0.5
4,1,3,0.5
4,1,4,0.5
4,2,0,0.42857142857142855
4,2,1,0.42857142857142855
4,2,2,0.8571428571428571
4,2,3,0.5714285714285714
4,2,4,0.42857142857142855
5,0,0,0.4285714285714286
5,0,1,0.7142857142857143
5,0,2,0.7857142857142857
5,0,3,0.6428571428571428
5,0,4,0.6428571428571428
5,1,0,0.6428571428571429
5,1,1,0.42857142857142855
5,1,2,0.5
5,1,3,0.5714285714285714
5,1,4,0.42857142857142855
5,2,0,0.7142857142857143
5,2,1,0.5714285714285714
5,2,2,0.4285714285714286
5,2,3,0.5714285714285714
5,2,4,0.7142857142857143
6,0,0,0.5
6,0,1,0.7857142857142857
6,0,2,0.9285714285714286
6,0,3,0.7857142857142857
6,0,4,0.5714285714285714
6,1,0,0.7142857142857143
6,1,1,0.42857142857142855
6,1,2,0.6428571428571429
6,1,3,0.42857142857142855
6,1,4,0.6428571428571429
6,2,0,0.6428571428571428
6,2,1,0.4285714285714286
6,2,2,0.5
6,2,3,0.5
6,2,4,0.5714285714285714
7,0,0,0.5
7,0,1,0.7142857142857143
7,0,2,0.5
7,0,3,0.5714285714285714
7,0,4,0.5714285714285714
7,1,0,0.5714285714285714
7,1,1,0.5
7,1,2,0.5714285714285714
7,1,3,0.6428571428571428
7,1,4,0.3571428571428571
7,2,0,0.5
7,2,1,0.5
7,2,2,0.5714285714285714
7,2,3,0.6428571428571429
7,2,4,0.6428571428571429
8,0,0,0.5714285714285714
8,0,1,0.5714285714285714
8,0,2,0.5714285714285714
8,0,3,0.5
8,0,4,0.5714285714285714
8,1,0,0.6428571428571429
8,1,1,0.6428571428571429
8,1,2,0.2857142857142857
8,1,3,0.35714285714285715
8,1,4,0.6428571428571429
8,2,0,0.7142857142857143
8,2,1,0.4285714285714286
8,2,2,0.5
8,2,3,0.3571428571428571
8,2,4,0.5714285714285714
9,0,0,0.4285714285714286
9,0,1,0.5
9,0,2,0.6428571428571428
9,0,3,0.5
9,0,4,0.5714285714285714
9,1,0,0.7857142857142857
9,1,1,0.6428571428571429
9,1,2,0.2857142857142857
9,1,3,0.35714285714285715
9,1,4,0.5714285714285714
9,2,0,0.7857142857142857
9,2,1,0.3571428571428571
9,2,2,0.4285714285714286
9,2,3,0.5
9,2,4,0.5714285714285714
10,0,0,0.5714285714285714
10,0,1,0.5714285714285714
10,0,2,0.6428571428571428
10,0,3,0.5714285714285714
10,0,4,0.7142857142857143
10,1,0,0.7142857142857143
10,1,1,0.6428571428571429
10,1,2,0.35714285714285715
10,1,3,0.5
10,1,4,0.5714285714285714
10,2,0,0.7142857142857143
10,2,1,0.3571428571428571
10,2,2,0.5
10,2,3,0.5
10,2,4,0.5714285714285714
11,0,0,0.5714285714285714
11,0,1,0.5714285714285714
11,0,2,0.6428571428571428
11,0,3,0.7142857142857143
11,0,4,0.7142857142857143
11,1,0,0.8571428571428571
11,1,1,0.7142857142857143
11,1,2,0.6428571428571429
11,1,3,0.5714285714285714
11,1,4,0.7857142857142857
11,2,0,0.7857142857142857
11,2,1,0.6428571428571428
11,2,2,0.7142857142857143
11,2,3,0.7142857142857143
11,2,4,0.8571428571428572
12,0,0,0.4285714285714286
12,0,1,0.6428571428571428
