layer,pc,split,accuracy
1,0,0,0.5714285714285714
1,0,1,0.3571428571428571
1,0,2,0.4285714285714286
1,0,3,0.7857142857142857
1,0,4,0.6428571428571428
1,1,0,0.5714285714285714
1,1,1,0.42857142857142855
1,1,2,0.5714285714285714
1,1,3,0.6428571428571429
1,1,4,0.7142857142857143
1,2,0,0.5714285714285714
1,2,1,0.5714285714285714
1,2,2,0.5
1,2,3,0.5
1,2,4,0.5714285714285714
2,0,0,0.7857142857142857
2,0,1,0.6428571428571429
2,0,2,0.5714285714285714
2,0,3,0.42857142857142855
2,0,4,0.5714285714285714
2,1,0,0.3571428571428571
2,1,1,0.6428571428571428
2,1,2,0.5
2,1,3,0.5
2,1,4,0.5714285714285714
2,2,0,0.42857142857142855
2,2,1,0.5
2,2,2,0.42857142857142855
2,2,3,0.7142857142857143
2,2,4,0.6428571428571429
3,0,0,0.5714285714285714
3,0,1,0.5714285714285714
3,0,2,0.42857142857142855
3,0,3,0.2857142857142857
3,0,4,0.7142857142857143
3,1,0,0.6428571428571429
3,1,1,0.2857142857142857
3,1,2,0.7142857142857143
3,1,3,0.7142857142857143
3,1,4,0.5
3,2,0,0.35714285714285715
3,2,1,0.5
3,2,2,0.5714285714285714
3,2,3,0.5
3,2,4,0.5714285714285714
4,0,0,0.42857142857142855
4,0,1,0.6428571428571429
4,0,2,0.6428571428571429
4,0,3,0.35714285714285715
4,0,4,0.7857142857142857
4,1,0,0.5714285714285714
4,1,1,0.5
4,1,2,0.7142857142857143
4,1,3,0.7142857142857143
4,1,4,0.2857142857142857
4,2,0,0.42857142857142855
4,2,1,0.42857142857142855
4,2,2,0.42857142857142855
4,2,3,0.5714285714285714
4,2,4,0.7857142857142857
5,0,0,0.42857142857142855
5,0,1,0.6428571428571429
5,0,2,0.6428571428571429
5,0,3,0.5
5,0,4,0.7857142857142857
5,1,0,0.5
5,1,1,0.42857142857142855
5,1,2,0.5
5,1,3,0.6428571428571429
5,1,4,0.5
5,2,0,0.42857142857142855
5,2,1,0.5
5,2,2,0.5714285714285714
5,2,3,0.42857142857142855
5,2,4,0.7142857142857143
6,0,0,0.42857142857142855
6,0,1,0.5714285714285714
6,0,2,0.6428571428571429
6,0,3,0.5714285714285714
6,0,4,0.7857142857142857
6,1,0,0.5
6,1,1,0.5714285714285714
6,1,2,0.4285714285714286
6,1,3,0.4285714285714286
6,1,4,0.6428571428571428
6,2,0,0.35714285714285715
6,2,1,0.5
6,2,2,0.7142857142857143
6,2,3,0.6428571428571429
6,2,4,0.6428571428571429
7,0,0,0.2857142857142857
7,0,1,0.6428571428571429
7,0,2,0.7142857142857143
7,0,3,0.42857142857142855
7,0,4,0.5714285714285714
7,1,0,0.6428571428571428
7,1,1,0.6428571428571428
7,1,2,0.5714285714285714
7,1,3,0.5
7,1,4,0.7142857142857143
7,2,0,0.2857142857142857
7,2,1,0.42857142857142855
7,2,2,0.7142857142857143
7,2,3,0.5714285714285714
7,2,4,0.6428571428571429
8,0,0,0.5
8,0,1,0.6428571428571429
8,0,2,0.7142857142857143
8,0,3,0.5714285714285714
8,0,4,0.5
8,1,0,0.7142857142857143
8,1,1,0.6428571428571428
8,1,2,0.5
8,1,3,0.5
8,1,4,0.6428571428571428
8,2,0,0.42857142857142855
8,2,1,0.5
8,2,2,0.6428571428571429
8,2,3,0.6428571428571429
8,2,4,0.6428571428571429
9,0,0,0.6428571428571428
9,0,1,0.5
9,0,2,0.3571428571428571
9,0,3,0.5
9,0,4,0.6428571428571428
9,1,0,0.7142857142857143
9,1,1,0.5714285714285714
9,1,2,0.6428571428571428
9,1,3,0.5
9,1,4,0.6428571428571428
9,2,0,0.42857142857142855
9,2,1,0.5
9,2,2,0.6428571428571429
9,2,3,0.5714285714285714
9,2,4,0.6428571428571429
10,0,0,0.5
10,0,1,0.5714285714285714
10,0,2,0.3571428571428571
10,0,3,0.5
10,0,4,0.7857142857142857
10,1,0,0.7142857142857143
10,1,1,0.6428571428571428
10,1,2,0.6428571428571428
10,1,3,0.5
10,1,4,0.6428571428571428
10,2,0,0.42857142857142855
10,2,1,0.5
10,2,2,0.7142857142857143
10,2,3,0.5
10,2,4,0.5
11,0,0,0.5
11,0,1,0.7142857142857143
11,0,2,0.3571428571428571
11,0,3,0.5
11,0,4,0.5714285714285714
11,1,0,0.7142857142857143
11,1,1,0.5714285714285714
11,1,2,0.7142857142857143
11,1,3,0.5
11,1,4,0.5714285714285714
11,2,0,0.35714285714285715
11,2,1,0.5714285714285714
11,2,2,0.7142857142857143
11,2,3,0.5714285714285714
11,2,4,0.42857142857142855
12,0,0,0.6428571428571429
12,0,1,0.6428571428571429
12,0,2,0.5714285714285714
12,0,3,0.5714285714285714
12,0,4,0.42857142857142855
12,1,0,0.5714285714285714
12,1,1,0.5714285714285714
12,1,2,0.7142857142857143
12,1,3,0.5714285714285714
12,1,4,0.6428571428571428
12,2,0,0.5
12,2,1,0.42857142857142855
12,2,2,0.6428571428571429
12,2,3,0.5714285714285714
12,2,4,0.6428571428571429
13,0,0,0.5714285714285714
13,0,1,0.4285714285714286
13,0,2,0.3571428571428571
13,0,3,0.5714285714285714
13,0,4,0.6428571428571428
13,1,0,0.5714285714285714
13,1,1,0.5
13,1,2,0.5714285714285714
13,1,3,0.5
13,1,4,0.7142857142857143
13,2,0,0.2857142857142857
13,2,1,0.5
13,2,2,0.6428571428571429
13,2,3,0.6428571428571429
13,2,4,0.6428571428571429
14,0,0,0.5714285714285714
14,0,1,0.5714285714285714
14,0,2,0.5714285714285714
14,0,3,0.5714285714285714
14,0,4,0.5714285714285714
14,1,0,0.6428571428571429
14,1,1,0.5714285714285714
14,1,2,0.5714285714285714
14,1,3,0.7142857142857143
14,1,4,0.7142857142857143
14,2,0,0.42857142857142855
14,2,1,0.42857142857142855
14,2,2,0.7142857142857143
14,2,3,0.5714285714285714
14,2,4,0.5
15,0,0,0.6428571428571429
15,0,1,0.6428571428571429
15,0,2,0.5714285714285714
15,0,3,0.7857142857142857
15,0,4,0.42857142857142855
15,1,0,0.7857142857142857
15,1,1,0.6428571428571429
15,1,2,0.5714285714285714
15,1,3,0.5714285714285714
15,1,4,0.7857142857142857
15,2,0,0.5714285714285714
15,2,1,0.5714285714285714
15,2,2,0.4285714285714286
15,2,3,0.5
15,2,4,0.5714285714285714
16,0,0,0.5714285714285714
16,0,1,0.6428571428571429
16,0,2,0.5714285714285714
16,0,3,0.6428571428571429
16,0,4,0.5
16,1,0,0.6428571428571429
16,1,1,0.5714285714285714
16,1,2,0.5
16,1,3,0.5714285714285714
16,1,4,0.6428571428571429
16,2,0,0.6428571428571429
16,2,1,0.5
16,2,2,0.5
16,2,3,0.6428571428571429
16,2,4,0.42857142857142855
17,0,0,0.7142857142857143
17,0,1,0.6428571428571429
17,0,2,0.6428571428571429
17,0,3,0.7857142857142857
17,0,4,0.5714285714285714
17,1,0,0.7142857142857143
17,1,1,0.6428571428571429
17,1,2,0.5714285714285714
17,1,3,0.6428571428571429
17,1,4,0.7142857142857143
17,2,0,0.7142857142857143
17,2,1,0.6428571428571429
17,2,2,0.42857142857142855
17,2,3,0.5714285714285714
17,2,4,0.5714285714285714
18,0,0,0.7857142857142857
18,0,1,0.5714285714285714
18,0,2,0.7142857142857143
18,0,3,0.6428571428571429
18,0,4,0.5
18,1,0,0.6428571428571429
18,1,1,0.7142857142857143
18,1,2,0.5714285714285714
18,1,3,0.6428571428571429
18,1,4,0.5714285714285714
18,2,0,0.4285714285714286
18,2,1,0.5714285714285714
18,2,2,0.7142857142857143
18,2,3,0.7142857142857143
18,2,4,0.5
19,0,0,0.5714285714285714
19,0,1,0.5714285714285714
19,0,2,0.5714285714285714
19,0,3,0.7857142857142857
19,0,4,0.5
19,1,0,0.5714285714285714
19,1,1,0.7142857142857143
19,1,2,0.6428571428571429
19,1,3,0.6428571428571429
19,1,4,0.6428571428571429
19,2,0,0.5
19,2,1,0.5
19,2,2,0.6428571428571429
19,2,3,0.5714285714285714
19,2,4,0.5714285714285714
20,0,0,0.7142857142857143
20,0,1,0.6428571428571429
20,0,2,0.7142857142857143
20,0,3,0.7857142857142857
20,0,4,0.5
20,1,0,0.6428571428571429
20,1,1,0.8571428571428571
20,1,2,0.5714285714285714
20,1,3,0.7857142857142857
20,1,4,0.5
20,2,0,0.5714285714285714
20,2,1,0.6428571428571429
20,2,2,0.5
20,2,3,0.7142857142857143
20,2,4,0.5714285714285714
21,0,0,0.8571428571428571
21,0,1,0.5
21,0,2,0.7142857142857143
21,0,3,0.7142857142857143
21,0,4,0.5
21,1,0,0.6428571428571429
21,1,1,0.7857142857142857
21,1,2,0.5714285714285714
21,1,3,0.5714285714285714
21,1,4,0.5
21,2,0,0.5714285714285714
21,2,1,0.6428571428571428
21,2,2,0.5714285714285714
21,2,3,0.7142857142857143
21,2,4,0.6428571428571428
22,0,0,0.7142857142857143
22,0,1,0.5
22,0,2,0.7857142857142857
22,0,3,0.7142857142857143
22,0,4,0.5714285714285714
22,1,0,0.6428571428571429
22,1,1,0.6428571428571429
22,1,2,0.5714285714285714
22,1,3,0.5
22,1,4,0.5714285714285714
22,2,0,0.5714285714285714
22,2,1,0.6428571428571428
22,2,2,0.6428571428571428
22,2,3,0.5714285714285714
22,2,4,0.7142857142857143
23,0,0,0.6428571428571429
23,0,1,0.5
23,0,2,0.6428571428571429
23,0,3,0.5714285714285714
23,0,4,0.5714285714285714
23,1,0,0.5714285714285714
23,1,1,0.3571428571428571
23,1,2,0.5
23,1,3,0.6428571428571428
23,1,4,0.5714285714285714
23,2,0,0.5714285714285714
23,2,1,0.7857142857142857
23,2,2,0.6428571428571428
23,2,3,0.5
23,2,4,0.7142857142857143
24,0,0,0.6428571428571429
24,0,1,0.35714285714285715
24,0,2,0.6428571428571429
24,0,3,0.5
24,0,4,0.5714285714285714
24,1,0,0.6428571428571429
24,1,1,0.5
24,1,2,0.6428571428571429
