sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,46.06642532348633,5.309943199157715,-98.13517761230469,5.309943199157715,-248.34002685546875
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,10.454431533813477,-1.4117627143859863,-84.87944030761719,-1.4117627143859863,-222.699951171875
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,21.27685546875,32.14111328125,-64.06053161621094,32.14111328125,145.8079833984375
A door being a multiple of 5.,far,0.0,1.0,25.074129104614258,30.99830436706543,-48.94807434082031,30.99830436706543,116.60523986816406
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,25.006786346435547,3.543926239013672,-47.361446380615234,3.543926239013672,-83.54530334472656
A girl writing a play.,probable,1.0,0.0,16.210567474365234,-8.953845977783203,-99.54679870605469,-8.953845977783203,-356.99774169921875
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,18.143016815185547,18.866100311279297,-100.37942504882812,18.866100311279297,-104.09078979492188
A kilogram writing a play.,far,0.0,1.0,54.91120910644531,11.507749557495117,-90.01761627197266,11.507749557495117,-250.3789825439453
A liter being a multiple of 5.,near,0.75,0.25,18.098953247070312,30.617000579833984,-54.147865295410156,30.617000579833984,103.27320098876953
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,44.91429138183594,22.468257904052734,-37.051876068115234,22.468257904052734,114.04879760742188
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,21.957134246826172,29.442230224609375,-50.91830062866211,29.442230224609375,143.2168731689453
A man feeling regretful.,probable,1.0,0.0,3.9551162719726562,-0.4698610305786133,-52.43314743041992,-0.4698610305786133,-90.0340576171875
A mile being surprised by a news article.,far,0.0,1.0,42.331199645996094,4.891705513000488,-52.580406188964844,4.891705513000488,-139.78854370117188
A pill being amused by a tv show.,near,0.2,0.8,43.335697174072266,0.20517349243164062,-96.09371948242188,0.20517349243164062,-270.8420104980469
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,22.812702178955078,34.88307189941406,-85.70596313476562,34.88307189941406,-33.19380569458008
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,50.23728561401367,0.4008498191833496,-83.67105865478516,0.4008498191833496,-291.72271728515625
A shirt being surprised by a news article.,near,0.2,0.8,32.93391036987305,-3.075944423675537,-74.6513671875,-3.075944423675537,-254.07154846191406
A teenager being surprised by a news article.,probable,1.0,0.0,33.85009765625,-4.878602027893066,-74.2388916015625,-4.878602027893066,-266.54730224609375
A toddler being amused by a tv show.,probable,1.0,0.0,35.02583694458008,-4.887648582458496,-101.09662628173828,-4.887648582458496,-362.9933776855469
A wall being entertained by a podcast.,near,0.25,0.75,56.15754318237305,7.233109951019287,-92.11561584472656,7.233109951019287,-195.17984008789062
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,34.16401290893555,6.298980712890625,-56.43186950683594,6.298980712890625,-88.20491790771484
A woman applying for a job.,probable,1.0,0.0,-12.060558319091797,-24.943050384521484,-101.70314025878906,-24.943050384521484,-279.2270812988281
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,28.27711296081543,31.432771682739258,-61.56558609008789,31.432771682739258,216.0331268310547
Adding a boy to 79.,far,0.0,1.0,60.174774169921875,53.79634094238281,-55.55072784423828,53.79634094238281,266.94793701171875
Adding a wall to 79.,far,0.0,1.0,48.27149963378906,44.836605072021484,-54.69579315185547,44.836605072021484,199.17861938476562
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,44.85308837890625,42.846282958984375,-45.58333969116211,42.846282958984375,223.77340698242188
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,17.495267868041992,-0.17640256881713867,-70.5370864868164,-0.17640256881713867,-96.58810424804688
Dividing 12 by a mile.,near,0.125,0.875,43.49265670776367,0.15375614166259766,-101.39058685302734,0.15375614166259766,-164.85202026367188
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,52.46034240722656,3.128389358520508,-111.98831176757812,3.128389358520508,-215.02793884277344
Dividing 12 by a teenager.,far,0.0,1.0,54.58432388305664,0.04359579086303711,-96.18018341064453,0.04359579086303711,-177.00489807128906
Dividing 12 by the number 4.,probable,0.8,0.2,22.027772903442383,8.97962474822998,-67.5442123413086,8.97962474822998,62.0379524230957
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,36.612789154052734,20.84017562866211,-73.44915771484375,20.84017562866211,-64.50720977783203
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,32.66497039794922,1.1169042587280273,-104.20687866210938,1.1169042587280273,-174.9944610595703
Taking the square root of a toddler.,far,0.0,1.0,55.35883331298828,11.841912269592285,-100.18697357177734,11.841912269592285,-167.9853973388672
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,30.777626037597656,20.123329162597656,-50.83949279785156,20.123329162597656,80.765869140625
The number 10 feeling regretful.,far,0.25,0.75,72.41629791259766,14.751838684082031,-46.844051361083984,14.751838684082031,77.19523620605469
The number 12 applying for a job.,far,0.3,0.7,-5.871192932128906,-11.69968032836914,-79.20586395263672,-11.69968032836914,-200.31854248046875
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,27.180147171020508,26.329233169555664,-64.30178833007812,26.329233169555664,98.62808990478516
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,26.921438217163086,12.042499542236328,-86.49087524414062,12.042499542236328,-131.78245544433594
The number 13 writing a play.,far,0.0,1.0,45.40089416503906,-0.3019733428955078,-78.4057388305664,-0.3019733428955078,-158.53233337402344
The number 16 being amused by a tv show.,far,0.1,0.9,51.466346740722656,5.664422035217285,-73.28549194335938,5.664422035217285,-160.54098510742188
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,61.28282928466797,12.44524097442627,-73.63298797607422,12.44524097442627,-107.57569885253906
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,40.542781829833984,8.053096771240234,-42.28049850463867,8.053096771240234,-139.1665496826172
