,train_feature,fold,layer,condition,accuracy
0,improbable,0,0,probable,0.7142857142857143
1,improbable,0,0,improbable,0.5
2,improbable,0,0,impossible,0.6428571428571429
3,improbable,0,0,inconceivable,0.6428571428571429
4,improbable,0,0,syntactic,0.21428571428571427
5,improbable,0,0,shuffled,0.21428571428571427
6,improbable,0,0,monsters,0.9285714285714286
7,improbable,0,0,birds,0.7142857142857143
8,improbable,0,0,train,0.7589285714285714
9,improbable,0,1,probable,0.7857142857142857
10,improbable,0,1,improbable,0.42857142857142855
11,improbable,0,1,impossible,0.35714285714285715
12,improbable,0,1,inconceivable,0.35714285714285715
13,improbable,0,1,syntactic,0.2857142857142857
14,improbable,0,1,shuffled,0.5
15,improbable,0,1,monsters,0.7142857142857143
16,improbable,0,1,birds,0.7142857142857143
17,improbable,0,1,train,0.8392857142857143
18,improbable,0,2,probable,0.7857142857142857
19,improbable,0,2,improbable,0.42857142857142855
20,improbable,0,2,impossible,0.35714285714285715
21,improbable,0,2,inconceivable,0.5
22,improbable,0,2,syntactic,0.9285714285714286
23,improbable,0,2,shuffled,0.6428571428571429
24,improbable,0,2,monsters,0.8571428571428571
25,improbable,0,2,birds,0.35714285714285715
26,improbable,0,2,train,0.7857142857142857
27,improbable,0,3,probable,0.9285714285714286
28,improbable,0,3,improbable,0.21428571428571427
29,improbable,0,3,impossible,0.5714285714285714
30,improbable,0,3,inconceivable,0.8571428571428571
31,improbable,0,3,syntactic,0.9285714285714286
32,improbable,0,3,shuffled,0.7142857142857143
33,improbable,0,3,monsters,0.5
34,improbable,0,3,birds,0.42857142857142855
35,improbable,0,3,train,0.7767857142857143
36,improbable,0,4,probable,0.7857142857142857
37,improbable,0,4,improbable,0.5714285714285714
38,improbable,0,4,impossible,0.7857142857142857
39,improbable,0,4,inconceivable,0.8571428571428571
40,improbable,0,4,syntactic,1.0
41,improbable,0,4,shuffled,0.8571428571428571
42,improbable,0,4,monsters,0.5714285714285714
43,improbable,0,4,birds,0.2857142857142857
44,improbable,0,4,train,0.8303571428571429
45,improbable,0,5,probable,0.7142857142857143
46,improbable,0,5,improbable,0.42857142857142855
47,improbable,0,5,impossible,0.8571428571428571
48,improbable,0,5,inconceivable,0.9285714285714286
49,improbable,0,5,syntactic,1.0
50,improbable,0,5,shuffled,0.5714285714285714
51,improbable,0,5,monsters,0.7142857142857143
52,improbable,0,5,birds,0.2857142857142857
53,improbable,0,5,train,0.8035714285714286
54,improbable,0,6,probable,0.6428571428571429
55,improbable,0,6,improbable,0.7857142857142857
56,improbable,0,6,impossible,0.9285714285714286
57,improbable,0,6,inconceivable,1.0
58,improbable,0,6,syntactic,1.0
59,improbable,0,6,shuffled,0.9285714285714286
60,improbable,0,6,monsters,0.7857142857142857
61,improbable,0,6,birds,0.2857142857142857
62,improbable,0,6,train,0.8214285714285714
63,improbable,0,7,probable,0.9285714285714286
64,improbable,0,7,improbable,0.7142857142857143
65,improbable,0,7,impossible,0.7857142857142857
66,improbable,0,7,inconceivable,0.7142857142857143
67,improbable,0,7,syntactic,0.7857142857142857
68,improbable,0,7,shuffled,0.2857142857142857
69,improbable,0,7,monsters,0.5
70,improbable,0,7,birds,0.5714285714285714
71,improbable,0,7,train,0.8214285714285714
