sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,4.043615946688359,2.256799746268107,-37.455850200633876,2.256799746268107,1.6711743601653297
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,3.983382450530385,2.0487066431492753,-10.077955423607595,2.0487066431492753,1.6471729826363228
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,10.237589839952605,12.417204586599928,-4.610958612006666,12.417204586599928,3.2033610696024475
A door being a multiple of 5.,far,0.0,1.0,4.132060578844664,-3.6140044096380883,29.71893675495745,-3.6140044096380883,0.38869797617509216
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,4.011395079956179,1.9637616453029842,-3.3840277494535878,1.9637616453029842,1.5878841782005664
A girl writing a play.,probable,1.0,0.0,3.984386971926333,2.0030210542641154,-13.924277021014692,2.0030210542641154,1.6808989320388334
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,4.095241864295537,1.5922444261970796,4.579188172324551,1.5922444261970796,1.6037110227090345
A kilogram writing a play.,far,0.0,1.0,3.9480305665569797,1.7835531411478105,6.350101359643073,1.7835531411478105,1.6695941452409095
A liter being a multiple of 5.,near,0.75,0.25,13.329279204430417,0.2630151928421913,-1.6429766151700465,0.2630151928421913,3.911244486097088
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,4.046352039725854,1.7757815665501344,2.9244578589155523,1.7757815665501344,1.6485091800333724
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,6.417305364047267,-8.913776025152806,28.745814742268706,-8.913776025152806,0.9805631787169968
A man feeling regretful.,probable,1.0,0.0,4.050803374320731,1.6793514920580392,-10.046576946387074,1.6793514920580392,1.6549338307027996
A mile being surprised by a news article.,far,0.0,1.0,3.964473068781854,1.494349254974529,4.322692879284092,1.494349254974529,1.6118802598301958
A pill being amused by a tv show.,near,0.2,0.8,3.876665393949362,1.788912319404582,-30.70947025573474,1.788912319404582,1.6197444491256514
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,4.002551618013238,1.5990505523418639,7.387536516562311,1.5990505523418639,1.5761466781026385
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,4.058756774826582,1.9010002636230225,3.81306578328668,1.9010002636230225,1.6963156232328969
A shirt being surprised by a news article.,near,0.2,0.8,3.9280213947398126,1.8146599368026086,-0.19374018415948857,1.8146599368026086,1.6130197996702549
A teenager being surprised by a news article.,probable,1.0,0.0,3.854412882144736,1.6414118847821344,3.143800436647518,1.6414118847821344,1.6370677925521528
A toddler being amused by a tv show.,probable,1.0,0.0,3.9144633217501523,2.100503136319529,-39.17931122083628,2.100503136319529,1.6131257097430072
A wall being entertained by a podcast.,near,0.25,0.75,4.0206243283227305,2.075600515094314,-17.900868662770925,2.075600515094314,1.6197339639705373
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,3.9435234754312662,1.591452027603141,2.8675889521793927,1.591452027603141,1.62613649190599
A woman applying for a job.,probable,1.0,0.0,3.980336326370584,1.801438649076575,12.641077190676345,1.801438649076575,1.6866202019166037
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,14.020132255428667,13.228057026534502,-3.154872179439374,13.228057026534502,4.00038023303923
Adding a boy to 79.,far,0.0,1.0,5.751607104188474,-0.8533981973255358,5.476094148403563,-0.8533981973255358,3.2281992365326504
Adding a wall to 79.,far,0.0,1.0,3.081849300088037,6.646095660824819,2.0606800678742268,6.646095660824819,-0.7681846385247635
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,-3.005063172638611,-9.08701826431881,27.886525216101905,-9.08701826431881,-3.025619130148006
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,3.8541412360121976,1.45953734639256,-21.10231949383493,1.45953734639256,1.6900725816323163
Dividing 12 by a mile.,near,0.125,0.875,9.753455533826067,-1.730414999811984,-21.335530231247155,-1.730414999811984,4.250949550405862
