sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,7.606630325317383,-0.0725538432598114,-0.4308066666126251,-0.0725538432598114,-0.0725538432598114
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,11.018619537353516,-0.08990861475467682,-0.43696680665016174,-0.08990861475467682,-0.08990861475467682
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,1.6663026809692383,0.15946054458618164,-0.4733291268348694,0.15946054458618164,0.15946054458618164
A door being a multiple of 5.,far,0.0,1.0,0.9637155532836914,-0.07439541816711426,-0.4783916175365448,-0.07439541816711426,-0.07439541816711426
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,8.440455436706543,-0.07097829133272171,-0.425930380821228,-0.07097829133272171,-0.07097829133272171
A girl writing a play.,probable,1.0,0.0,8.337686538696289,-0.07709896564483643,-0.4352415204048157,-0.07709896564483643,-0.07709896564483643
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,0.8134646415710449,-0.07079629600048065,-0.4356154799461365,-0.07079629600048065,-0.07079629600048065
A kilogram writing a play.,far,0.0,1.0,5.166358947753906,-0.0722629725933075,-0.4226282238960266,-0.0722629725933075,-0.0722629725933075
A liter being a multiple of 5.,near,0.75,0.25,3.862600803375244,-0.8298951983451843,-0.4781547784805298,-0.8298951983451843,-0.8298951983451843
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,10.321700096130371,-0.07125773280858994,-0.426791787147522,-0.07125773280858994,-0.07125773280858994
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,5.143387794494629,0.021786659955978394,-0.4792138934135437,0.021786659955978394,0.021786659955978394
A man feeling regretful.,probable,1.0,0.0,11.217288970947266,-0.07796876132488251,-0.43111851811408997,-0.07796876132488251,-0.07796876132488251
A mile being surprised by a news article.,far,0.0,1.0,10.45683479309082,-0.06737999618053436,-0.4173106551170349,-0.06737999618053436,-0.06737999618053436
A pill being amused by a tv show.,near,0.2,0.8,5.550959587097168,-0.07009181380271912,-0.41651782393455505,-0.07009181380271912,-0.07009181380271912
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,-2.0633926391601562,-0.07282298803329468,-0.4455939531326294,-0.07282298803329468,-0.07282298803329468
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,9.051884651184082,-0.07544738799333572,-0.4328671097755432,-0.07544738799333572,-0.07544738799333572
A shirt being surprised by a news article.,near,0.2,0.8,6.9900665283203125,-0.06904145330190659,-0.41832733154296875,-0.06904145330190659,-0.06904145330190659
A teenager being surprised by a news article.,probable,1.0,0.0,12.894599914550781,-0.0788477435708046,-0.4191756546497345,-0.0788477435708046,-0.0788477435708046
A toddler being amused by a tv show.,probable,1.0,0.0,8.623770713806152,-0.07653317600488663,-0.42136549949645996,-0.07653317600488663,-0.07653317600488663
A wall being entertained by a podcast.,near,0.25,0.75,5.6348724365234375,-0.06640294194221497,-0.4295879006385803,-0.06640294194221497,-0.06640294194221497
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,8.615903854370117,-0.06711661070585251,-0.43137916922569275,-0.06711661070585251,-0.06711661070585251
A woman applying for a job.,probable,1.0,0.0,11.559728622436523,-0.08167261630296707,-0.4459630250930786,-0.08167261630296707,-0.08167261630296707
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,5.2591423988342285,-0.03801429271697998,-0.4774077236652374,-0.03801429271697998,-0.03801429271697998
Adding a boy to 79.,far,0.0,1.0,2.791983127593994,0.4013557434082031,-0.485061913728714,0.4013557434082031,0.4013557434082031
Adding a wall to 79.,far,0.0,1.0,7.348968505859375,0.41676127910614014,-0.48278433084487915,0.41676127910614014,0.41676127910614014
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,0.8920903205871582,0.2038164734840393,-0.4804653525352478,0.2038164734840393,0.2038164734840393
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,7.402566432952881,-0.08515072613954544,-0.4469727873802185,-0.08515072613954544,-0.08515072613954544
Dividing 12 by a mile.,near,0.125,0.875,0.568321704864502,0.1241210401058197,-0.5051184892654419,0.1241210401058197,0.1241210401058197
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,-2.4887614250183105,-0.12374874949455261,-0.5026142001152039,-0.12374874949455261,-0.12374874949455261
Dividing 12 by a teenager.,far,0.0,1.0,5.38563346862793,0.1344955712556839,-0.5047574639320374,0.1344955712556839,0.1344955712556839
Dividing 12 by the number 4.,probable,0.8,0.2,-0.660191535949707,0.15367841720581055,-0.49334895610809326,0.15367841720581055,0.15367841720581055
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,-0.0550541877746582,0.1565779745578766,-0.5093386173248291,0.1565779745578766,0.1565779745578766
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,1.022082805633545,0.5624393224716187,-0.5217225551605225,0.5624393224716187,0.5624393224716187
Taking the square root of a toddler.,far,0.0,1.0,4.230466365814209,0.26608213782310486,-0.5174923539161682,0.26608213782310486,0.26608213782310486
The number 10 being a multiple of 5.,probable,0.9230769230769232,0.0769230769230769,2.1299614906311035,-0.03466799855232239,-0.48523086309432983,-0.03466799855232239,-0.03466799855232239
The number 10 feeling regretful.,far,0.25,0.75,8.961481094360352,-0.13341203331947327,-0.4830934703350067,-0.13341203331947327,-0.13341203331947327
The number 12 applying for a job.,far,0.3,0.7,8.699750900268555,-0.36299896240234375,-0.49025458097457886,-0.36299896240234375,-0.36299896240234375
The number 12 being greater than 10.,probable,0.8888888888888888,0.1111111111111111,4.5843939781188965,-0.1301550567150116,-0.4836077094078064,-0.1301550567150116,-0.1301550567150116
The number 13 being a prime number.,probable,0.8823529411764706,0.1176470588235294,3.395272731781006,0.03862643241882324,-0.5016738176345825,0.03862643241882324,0.03862643241882324
The number 13 writing a play.,far,0.0,1.0,8.743606567382812,0.4615526795387268,-0.4772825837135315,0.4615526795387268,0.4615526795387268
The number 16 being amused by a tv show.,far,0.1,0.9,3.1320605278015137,-0.7887275815010071,-0.4778474271297455,-0.7887275815010071,-0.7887275815010071
The number 20 being entertained by a podcast.,far,0.2727272727272727,0.7272727272727273,4.780981063842773,-0.013842277228832245,-0.4878357946872711,-0.013842277228832245,-0.013842277228832245
The number 4 being surprised by a news article.,far,0.0833333333333333,0.9166666666666666,4.18084716796875,-0.10113854706287384,-0.4755593538284302,-0.10113854706287384,-0.10113854706287384
