sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,-0.007946586236357689,-90.35261535644531,56.5772705078125,-90.35261535644531,-33.77519989013672
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,-0.008893391117453575,-85.36764526367188,53.775901794433594,-85.36764526367188,-31.591835021972656
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,0.03432459756731987,62.93800735473633,293.46368408203125,62.93800735473633,356.4015808105469
A door being a multiple of 5.,far,0.0,1.0,-0.005217164754867554,22.118635177612305,209.4942626953125,22.118635177612305,231.61285400390625
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,-0.008271726779639721,-77.45787048339844,156.79713439941406,-77.45787048339844,79.33938598632812
A girl writing a play.,probable,1.0,0.0,-0.008545123040676117,-107.94557189941406,128.31275939941406,-107.94557189941406,20.367107391357422
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,-0.007241237908601761,-6.697772979736328,154.2913818359375,-6.697772979736328,147.59356689453125
A kilogram writing a play.,far,0.0,1.0,-0.007910418324172497,-45.78317642211914,220.87489318847656,-45.78317642211914,175.0918426513672
A liter being a multiple of 5.,near,0.75,0.25,-0.012420594692230225,68.91448974609375,194.08963012695312,68.91448974609375,263.0040588378906
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,-0.008277791552245617,-59.29206085205078,200.7150115966797,-59.29206085205078,141.42295837402344
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,0.024439355358481407,4.630649566650391,270.2064208984375,4.630649566650391,274.8370056152344
A man feeling regretful.,probable,1.0,0.0,-0.008018684573471546,-146.92311096191406,90.92711639404297,-146.92311096191406,-55.996036529541016
A mile being surprised by a news article.,far,0.0,1.0,-0.007293482311069965,-80.44781494140625,165.17526245117188,-80.44781494140625,84.72749328613281
A pill being amused by a tv show.,near,0.2,0.8,-0.007182213477790356,-71.30976867675781,48.922088623046875,-71.30976867675781,-22.387592315673828
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,-0.008948114700615406,14.08169174194336,163.74945068359375,14.08169174194336,177.83111572265625
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,-0.008277205750346184,-34.755802154541016,269.7593994140625,-34.755802154541016,235.00369262695312
A shirt being surprised by a news article.,near,0.2,0.8,-0.007325772661715746,-79.46080017089844,69.21133422851562,-79.46080017089844,-10.249465942382812
A teenager being surprised by a news article.,probable,1.0,0.0,-0.007463895715773106,-124.88339233398438,87.83592987060547,-124.88339233398438,-37.04737091064453
A toddler being amused by a tv show.,probable,1.0,0.0,-0.008307598531246185,-110.4610595703125,16.31652069091797,-110.4610595703125,-94.14460754394531
A wall being entertained by a podcast.,near,0.25,0.75,-0.00780907366424799,-52.93613052368164,65.06790924072266,-52.93613052368164,12.131778717041016
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,-0.007868431508541107,-92.17778015136719,99.35205078125,-92.17778015136719,7.174156188964844
A woman applying for a job.,probable,1.0,0.0,-0.009237588383257389,-148.48361206054688,82.57322692871094,-148.48361206054688,-65.91031646728516
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,0.059173088520765305,38.058834075927734,297.16363525390625,38.058834075927734,335.22247314453125
Adding a boy to 79.,far,0.0,1.0,0.0522998571395874,39.78620529174805,277.769287109375,39.78620529174805,317.55548095703125
Adding a wall to 79.,far,0.0,1.0,0.02690735086798668,54.671302795410156,233.33970642089844,54.671302795410156,288.010986328125
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,0.05506669357419014,56.000755310058594,260.1048278808594,56.000755310058594,316.1055603027344
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,-0.009114212356507778,-123.36427307128906,32.79412841796875,-123.36427307128906,-90.57012939453125
Dividing 12 by a mile.,near,0.125,0.875,0.03334791213274002,35.06428527832031,122.4382095336914,35.06428527832031,157.50244140625
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,-0.009653311222791672,44.98851013183594,153.01358032226562,44.98851013183594,198.00205993652344
