sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,-9.652854919433594,-7.838787078857422,-33.428871154785156,-7.838787078857422,-251.6815185546875
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,-63.32178497314453,-35.77507781982422,-25.897401809692383,-35.77507781982422,-362.87957763671875
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,3.695484161376953,84.53229522705078,-18.164796829223633,84.53229522705078,339.3663635253906
A door being a multiple of 5.,far,0.0,1.0,20.027202606201172,31.42584228515625,-20.382083892822266,31.42584228515625,259.69635009765625
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,-19.356910705566406,8.45250415802002,-4.162769794464111,8.45250415802002,52.87900161743164
A girl writing a play.,probable,1.0,0.0,-63.010074615478516,-47.420860290527344,-30.990619659423828,-47.420860290527344,-446.9271240234375
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,-10.175512313842773,6.93394660949707,-27.18233299255371,6.93394660949707,-37.14459228515625
A kilogram writing a play.,far,0.0,1.0,19.859315872192383,2.837749481201172,-29.858253479003906,2.837749481201172,-186.308837890625
A liter being a multiple of 5.,near,0.75,0.25,0.300689697265625,32.71852111816406,-16.93257713317871,32.71852111816406,227.17178344726562
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,1.6552162170410156,20.020339965820312,0.1723790168762207,20.020339965820312,129.34564208984375
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,26.78580093383789,40.50146484375,-18.553197860717773,40.50146484375,312.1148681640625
A man feeling regretful.,probable,1.0,0.0,-25.560949325561523,-22.31117057800293,-8.476156234741211,-22.31117057800293,-107.72604370117188
A mile being surprised by a news article.,far,0.0,1.0,-22.61669158935547,-4.002552032470703,3.5952036380767822,-4.002552032470703,-44.208248138427734
A pill being amused by a tv show.,near,0.2,0.8,-26.278499603271484,-33.586647033691406,-37.66779327392578,-33.586647033691406,-392.3054504394531
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,-0.7220001220703125,17.468687057495117,-22.537109375,17.468687057495117,-4.3070831298828125
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,-39.26323699951172,-24.324565887451172,-22.592344284057617,-24.324565887451172,-311.33544921875
A shirt being surprised by a news article.,near,0.2,0.8,-35.70311737060547,-40.50419998168945,-12.342796325683594,-40.50419998168945,-355.8332214355469
A teenager being surprised by a news article.,probable,1.0,0.0,-41.91006088256836,-42.41871643066406,-12.452524185180664,-42.41871643066406,-302.45111083984375
A toddler being amused by a tv show.,probable,1.0,0.0,-28.920278549194336,-42.25850296020508,-39.772361755371094,-42.25850296020508,-431.8107604980469
A wall being entertained by a podcast.,near,0.25,0.75,4.896944046020508,-3.307229995727539,-34.919307708740234,-3.307229995727539,-203.41781616210938
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,-25.04421615600586,3.6780166625976562,-11.972702980041504,3.6780166625976562,6.780921936035156
A woman applying for a job.,probable,1.0,0.0,-88.31273651123047,-72.41800689697266,-36.53444290161133,-72.41800689697266,-526.204833984375
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,17.074234008789062,83.91062927246094,-19.42711067199707,83.91062927246094,395.3115234375
Adding a boy to 79.,far,0.0,1.0,32.25971603393555,88.65106201171875,-29.652587890625,88.65106201171875,388.9083251953125
Adding a wall to 79.,far,0.0,1.0,23.47604751586914,84.31507873535156,-32.4392204284668,84.31507873535156,347.470458984375
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,28.556581497192383,83.47549438476562,-21.642192840576172,83.47549438476562,409.479248046875
