sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,5.015727519989014,0.2251489907503128,-0.5182656645774841,0.2251489907503128,0.2251489907503128
Someone is about to be born with 2 feet.,possible,1.0,0.0,2.7796854972839355,0.3224447965621948,-0.5198901295661926,0.3224447965621948,0.3224447965621948
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,6.223137855529785,0.060217469930648804,-0.5171031355857849,0.060217469930648804,0.060217469930648804
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,2.9980714321136475,-0.0886489525437355,-0.4364583194255829,-0.0886489525437355,-0.0886489525437355
Someone is about to clean a car.,possible,1.0,0.0,1.338277816772461,-0.08173779398202896,-0.4509732723236084,-0.08173779398202896,-0.08173779398202896
Someone is about to clean a cloud.,impossible,0.05,0.95,-1.183840274810791,-0.07108859717845917,-0.4575120508670807,-0.07108859717845917,-0.07108859717845917
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,3.580519676208496,-0.07951043546199799,-0.4471839964389801,-0.07951043546199799,-0.07951043546199799
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,2.924818515777588,-0.3544483184814453,-0.516473114490509,-0.3544483184814453,-0.3544483184814453
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,4.407496929168701,-0.28778767585754395,-0.5555334091186523,-0.28778767585754395,-0.28778767585754395
Someone is about to count all of the students in a room.,possible,1.0,0.0,2.549769401550293,0.3297388553619385,-0.5127249360084534,0.3297388553619385,0.3297388553619385
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,1.6486124992370605,0.19066578149795532,-0.557350218296051,0.19066578149795532,0.19066578149795532
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,2.6294021606445312,-0.0757891908288002,-0.4520428776741028,-0.0757891908288002,-0.0757891908288002
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,3.328632354736328,-0.08028923720121384,-0.44128182530403137,-0.08028923720121384,-0.08028923720121384
Someone is about to eat a lollipop.,possible,1.0,0.0,1.511096477508545,-0.07765106856822968,-0.44770485162734985,-0.07765106856822968,-0.07765106856822968
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,2.9854934215545654,-0.07497202605009079,-0.4505840539932251,-0.07497202605009079,-0.07497202605009079
Someone is about to eat a planet.,impossible,0.025,0.975,2.6335325241088867,-0.06588833779096603,-0.444132536649704,-0.06588833779096603,-0.06588833779096603
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,2.6688408851623535,-0.06679006665945053,-0.45883995294570923,-0.06679006665945053,-0.06679006665945053
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,2.5353331565856934,-0.07208704948425293,-0.4436846971511841,-0.07208704948425293,-0.07208704948425293
