sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone baked a cake inside a freezer.,impossible,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,412.0926052166408,-224.2873932416677,20.74690689314637,-224.2873932416677,-257.52713640326306
Someone baked a cake inside an airfryer.,improbable,0.425,0.525,0.05,0.0,483.88616852694474,-250.0395869062796,46.97403124346844,-250.0395869062796,-247.1574061912347
Someone baked a cake inside a sigh.,inconceivable,0.0,0.0,0.0,1.0,265.5820451162209,-137.1126512988035,-6.442616247014943,-137.1126512988035,-163.66310634962656
Someone baked a cake inside an oven.,probable,1.0,0.0,0.0,0.0,-102.4188489547715,-313.26184676128617,54.06260313294334,-313.26184676128617,-231.18418173741463
Someone chopped a carrot using a rag.,impossible,0.0,0.1282051282051282,0.8205128205128205,0.0512820512820512,257.6337101690447,-339.4712333317689,-124.40673874633228,-339.4712333317689,-276.9011233470203
Someone chopped a carrot using a sword.,improbable,0.1935483870967742,0.8064516129032258,0.0,0.0,255.34889374654105,-305.83375532402835,-80.5058742360603,-305.83375532402835,-243.1733688776581
Someone chopped a carrot using a color.,inconceivable,0.0,0.0,0.1395348837209302,0.8604651162790697,-125.57138845588182,-162.40783367056702,65.97032357229207,-162.40783367056702,-71.03428997870063
Someone chopped a carrot using a knife.,probable,1.0,0.0,0.0,0.0,-78.47377288026945,-292.4997367615648,-111.76519726842702,-292.4997367615648,-221.7810454159689
Someone cleaned a spill using mustard.,impossible,0.0232558139534883,0.2093023255813953,0.6046511627906976,0.1627906976744186,535.5649899675699,-254.2917503643277,18.14718195740484,-254.2917503643277,-138.50594015066594
Someone cleaned a spill using a scarf.,improbable,0.2777777777777778,0.6944444444444444,0.0277777777777777,0.0,459.5018180382709,-281.74557296452997,-34.66120251287843,-281.74557296452997,-184.20575879647896
