layer,split,accuracy
1,0,0.7857142857142857
1,1,0.5
1,2,0.6428571428571428
1,3,0.4285714285714286
1,4,0.8571428571428572
2,0,0.5
2,1,0.6428571428571428
2,2,0.4285714285714286
2,3,0.6428571428571428
2,4,0.6428571428571428
3,0,0.6428571428571428
3,1,0.5
3,2,0.5714285714285714
3,3,0.7142857142857143
3,4,0.7142857142857143
4,0,0.5
4,1,0.5
4,2,0.6428571428571428
4,3,0.5714285714285714
4,4,0.6428571428571428
5,0,0.5
5,1,0.5
5,2,0.5714285714285714
5,3,0.6428571428571428
5,4,0.5
6,0,0.5
6,1,0.5
6,2,0.5
6,3,0.5
6,4,0.6428571428571428
7,0,0.5714285714285714
7,1,0.42857142857142855
7,2,0.5714285714285714
7,3,0.5714285714285714
7,4,0.42857142857142855
8,0,0.5714285714285714
8,1,0.5
8,2,0.6428571428571429
8,3,0.5714285714285714
8,4,0.42857142857142855
9,0,0.4285714285714286
9,1,0.5
9,2,0.5714285714285714
9,3,0.5
9,4,0.5714285714285714
10,0,0.3571428571428571
10,1,0.5
10,2,0.5
10,3,0.5714285714285714
10,4,0.6428571428571428
11,0,0.6428571428571429
11,1,0.5
11,2,0.5714285714285714
11,3,0.5
11,4,0.42857142857142855
12,0,0.6428571428571429
12,1,0.5714285714285714
12,2,0.6428571428571429
12,3,0.6428571428571429
12,4,0.35714285714285715
13,0,0.6428571428571429
13,1,0.5714285714285714
13,2,0.6428571428571429
13,3,0.6428571428571429
13,4,0.42857142857142855
14,0,0.7142857142857143
14,1,0.7857142857142857
14,2,0.6428571428571429
14,3,0.6428571428571429
14,4,0.5714285714285714
15,0,0.5
15,1,0.4285714285714286
15,2,0.5
15,3,0.5
15,4,0.6428571428571428
16,0,0.6428571428571429
16,1,0.6428571428571429
16,2,0.6428571428571429
16,3,0.5
16,4,0.6428571428571429
17,0,0.8571428571428571
17,1,0.5
17,2,0.7142857142857143
17,3,0.5
17,4,0.6428571428571429
18,0,0.8571428571428571
18,1,0.6428571428571429
18,2,0.6428571428571429
18,3,0.8571428571428571
18,4,0.7857142857142857
19,0,0.8571428571428571
19,1,0.5
19,2,0.35714285714285715
19,3,0.5
19,4,0.35714285714285715
20,0,0.8571428571428571
20,1,0.6428571428571429
20,2,0.42857142857142855
20,3,0.6428571428571429
20,4,0.5714285714285714
21,0,0.8571428571428571
21,1,0.7142857142857143
21,2,0.5714285714285714
21,3,0.7142857142857143
21,4,0.6428571428571429
22,0,0.8571428571428571
22,1,0.6428571428571429
22,2,0.5
22,3,0.7142857142857143
22,4,0.6428571428571429
23,0,0.8571428571428571
23,1,0.5714285714285714
23,2,0.6428571428571429
23,3,0.7857142857142857
23,4,0.6428571428571429
24,0,0.8571428571428571
24,1,0.7142857142857143
24,2,0.8571428571428571
24,3,0.7142857142857143
24,4,0.9285714285714286
25,0,0.7857142857142857
25,1,0.6428571428571429
25,2,0.6428571428571429
25,3,0.7142857142857143
25,4,0.7857142857142857
26,0,0.7142857142857143
26,1,0.5714285714285714
26,2,0.7142857142857143
26,3,0.7142857142857143
26,4,0.7142857142857143
27,0,0.7142857142857143
27,1,0.5714285714285714
27,2,0.6428571428571429
27,3,0.5714285714285714
27,4,0.6428571428571429
28,0,0.7142857142857143
28,1,0.7142857142857143
28,2,0.7142857142857143
28,3,0.5714285714285714
28,4,0.6428571428571429
29,0,0.7857142857142857
29,1,0.7142857142857143
29,2,0.7857142857142857
29,3,0.6428571428571429
29,4,0.5714285714285714
30,0,0.7857142857142857
30,1,0.6428571428571429
30,2,0.7857142857142857
30,3,0.7142857142857143
30,4,0.7142857142857143
31,0,0.7857142857142857
31,1,0.6428571428571429
31,2,0.5714285714285714
31,3,0.5714285714285714
31,4,0.6428571428571429
32,0,0.8571428571428571
32,1,0.6428571428571429
32,2,0.7857142857142857
32,3,0.7857142857142857
32,4,0.8571428571428571
33,0,0.7142857142857143
33,1,0.6428571428571429
33,2,0.5714285714285714
33,3,0.42857142857142855
33,4,0.7142857142857143
34,0,0.8571428571428571
34,1,0.7142857142857143
34,2,0.7142857142857143
34,3,0.6428571428571429
34,4,0.8571428571428571
35,0,0.7857142857142857
35,1,0.5714285714285714
35,2,0.7142857142857143
35,3,0.6428571428571429
35,4,0.7142857142857143
36,0,0.7142857142857143
36,1,0.5
36,2,0.5714285714285714
36,3,0.6428571428571429
36,4,0.5714285714285714
