sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,4285.1220703125,-334.4841003417969,-35.445735931396484,-334.4841003417969,-4763.3232421875
Someone is about to be born with 2 feet.,possible,1.0,0.0,2729.9189453125,105.69365692138672,-32.35266876220703,105.69365692138672,-2686.376220703125
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,3622.041015625,13.441452026367188,-36.144657135009766,13.441452026367188,-3597.01806640625
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,2938.8779296875,-298.0940856933594,-57.97588348388672,-298.0940856933594,-3647.589599609375
Someone is about to clean a car.,possible,1.0,0.0,653.224853515625,-1227.8984375,-55.15777587890625,-1227.8984375,-4395.20263671875
Someone is about to clean a cloud.,impossible,0.05,0.95,3834.953125,1105.1302490234375,-45.5012321472168,1105.1302490234375,-2032.684326171875
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,1797.16455078125,-906.822998046875,-44.01564025878906,-906.822998046875,-4098.12890625
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,3261.632568359375,-610.5735473632812,-46.76839828491211,-610.5735473632812,-4908.77783203125
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,4516.642578125,164.39012145996094,-24.275943756103516,164.39012145996094,-4283.056640625
Someone is about to count all of the students in a room.,possible,1.0,0.0,483.58221435546875,-1180.53662109375,-34.370338439941406,-1180.53662109375,-4118.669921875
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,3027.37890625,-1187.9603271484375,-34.842979431152344,-1187.9603271484375,-5561.12060546875
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,840.5996704101562,-1395.4927978515625,-35.92185974121094,-1395.4927978515625,-4409.5888671875
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,3551.51904296875,-76.97049713134766,-55.84193420410156,-76.97049713134766,-3850.689453125
Someone is about to eat a lollipop.,possible,1.0,0.0,1827.009033203125,-942.717041015625,-51.47721862792969,-942.717041015625,-4943.67626953125
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,3446.06787109375,-481.9058837890625,-33.166263580322266,-481.9058837890625,-4310.0
Someone is about to eat a planet.,impossible,0.025,0.975,3889.0986328125,251.14801025390625,-25.600772857666016,251.14801025390625,-3874.89453125
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,3316.833984375,-239.9949188232422,-30.17127227783203,-239.9949188232422,-3833.30126953125
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,2270.831298828125,-1059.432373046875,-32.595436096191406,-1059.432373046875,-4594.4921875
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,1831.2742919921875,-1116.21142578125,-33.00028991699219,-1116.21142578125,-4482.0107421875
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,2835.58935546875,-646.6309814453125,-29.965579986572266,-646.6309814453125,-4607.1337890625
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,2585.57177734375,-677.7640380859375,-43.730010986328125,-677.7640380859375,-4379.9658203125
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,3324.69384765625,-436.0552673339844,-48.90422058105469,-436.0552673339844,-4002.36865234375
Someone is about to find a sweater in a closet.,possible,1.0,0.0,2638.54052734375,-587.9351806640625,-45.58539962768555,-587.9351806640625,-3598.59130859375
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,3397.634765625,-313.3555908203125,-43.55158996582031,-313.3555908203125,-3570.36328125
Someone is about to have a cat as a pet.,possible,1.0,0.0,1519.4171142578125,-1139.541259765625,-38.854591369628906,-1139.541259765625,-4039.974365234375
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,3478.97900390625,-677.35791015625,-41.54956817626953,-677.35791015625,-4869.2744140625
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,4178.6083984375,276.5595703125,-42.89414978027344,276.5595703125,-4276.72509765625
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,2726.384521484375,-229.55917358398438,-12.381987571716309,-229.55917358398438,-2506.4453125
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,4120.970703125,476.0314636230469,-12.607492446899414,476.0314636230469,-2894.531005859375
