sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to be born with 12 toes.,improbable,0.8918918918918919,0.1081081081081081,421.8705205321181,-324.5153401861281,-49.47302266815184,-324.5153401861281,-324.403703740162
Someone is about to be born with 2 feet.,possible,1.0,0.0,377.8773321004521,-298.0496389637301,17.1329532086259,-298.0496389637301,-230.9141439432027
Someone is about to be born with 2 wings.,impossible,0.0789473684210526,0.9210526315789472,485.6550208142859,-285.6004383764464,20.790851128426304,-285.6004383764464,-254.84478784218322
Someone is about to buy a large rock.,possible,0.9487179487179488,0.0512820512820512,366.0782923519587,-200.44464036994395,52.664915276266214,-200.44464036994395,-167.43787278599393
Someone is about to clean a car.,possible,1.0,0.0,258.8040663162293,-305.2472345522708,-4.078660520231679,-305.2472345522708,-179.30223153688613
Someone is about to clean a cloud.,impossible,0.05,0.95,468.2627487424521,-276.74595419235004,47.35909534169487,-276.74595419235004,-203.70676178012658
Someone is about to clean a road.,improbable,0.9743589743589745,0.0256410256410256,342.4847748475829,-299.1108014055928,36.29713015997587,-299.1108014055928,-171.49854344479064
Someone is about to count all of the hairs on a dog.,improbable,0.2972972972972973,0.7027027027027027,420.13266168997507,-243.91163864497156,9.195692926903988,-243.91163864497156,-190.40238659808102
Someone is about to count all of the sand in the world.,impossible,0.025,0.975,221.24849052936378,-194.56369031745487,43.573720424567384,-194.56369031745487,-156.54338704964553
Someone is about to count all of the students in a room.,possible,1.0,0.0,17.94883364506191,-303.2161247823351,-11.900577950089282,-303.2161247823351,-229.07427465220945
Someone is about to cut the line to go into the store.,improbable,1.0,0.0,-14.091227009984433,-312.582415331147,-139.20831975192021,-312.582415331147,-260.7385647168975
Someone is about to eat a brownie for dessert.,possible,1.0,0.0,56.363456749726026,-277.058591870519,15.469450444069995,-277.058591870519,-209.59956106766685
Someone is about to eat a large rock.,impossible,0.1944444444444444,0.8055555555555556,476.21195511619703,-220.75603558042724,18.844303059729047,-220.75603558042724,-216.01872681492677
Someone is about to eat a lollipop.,possible,1.0,0.0,166.0735270509643,-253.96496661090137,8.429886631702246,-253.96496661090137,-182.1399349352272
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,443.2529370781009,-229.3915292365026,66.38276428620796,-229.3915292365026,-214.33067227172924
Someone is about to eat a planet.,impossible,0.025,0.975,200.54039857167237,-220.08401894428414,50.617253510450865,-220.08401894428414,-155.7009446603921
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,520.3299351813629,-218.1713487747822,20.595368088261104,-218.1713487747822,-203.1558356126003
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,392.30394655033183,-279.79129563341814,44.63579088065925,-279.79129563341814,-252.04150452825237
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,351.8509664295231,-260.7683001161628,60.14217502180303,-260.7683001161628,-188.58557343185745
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,322.6698002930257,-257.80546274164766,21.055555267129122,-257.80546274164766,-186.49345668157292
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,251.67187930558862,-326.27286328441767,26.664575803848265,-326.27286328441767,-217.70750821751852
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,701.3697454154964,-158.70812290635342,90.18264917797079,-158.70812290635342,-191.61927183717177
Someone is about to find a sweater in a closet.,possible,1.0,0.0,468.71898530878417,-184.08233859881489,93.90091898081067,-184.08233859881489,-162.64405716864283
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,551.6907725943079,-141.39592660569105,65.46894778084751,-141.39592660569105,-173.21951709892372
