layer,split,accuracy
0,0,0.21428571428571427
0,1,0.14285714285714285
0,2,0.42857142857142855
0,3,0.42857142857142855
0,4,0.35714285714285715
1,0,0.7857142857142857
1,1,0.6428571428571429
1,2,0.6428571428571429
1,3,0.7857142857142857
1,4,0.7142857142857143
2,0,0.9285714285714286
2,1,0.7142857142857143
2,2,0.9285714285714286
2,3,1.0
2,4,0.8571428571428571
3,0,0.9285714285714286
3,1,0.8571428571428571
3,2,1.0
3,3,1.0
3,4,0.9285714285714286
4,0,0.9285714285714286
4,1,0.8571428571428571
4,2,1.0
4,3,1.0
4,4,1.0
5,0,0.9285714285714286
5,1,0.9285714285714286
5,2,0.9285714285714286
5,3,1.0
5,4,0.9285714285714286
6,0,1.0
6,1,0.9285714285714286
6,2,0.9285714285714286
6,3,1.0
6,4,0.9285714285714286
7,0,1.0
7,1,0.9285714285714286
7,2,0.9285714285714286
7,3,1.0
7,4,0.9285714285714286
8,0,1.0
8,1,0.9285714285714286
8,2,1.0
8,3,1.0
8,4,1.0
9,0,1.0
9,1,0.9285714285714286
9,2,1.0
9,3,1.0
9,4,0.9285714285714286
10,0,1.0
10,1,0.8571428571428571
10,2,1.0
10,3,1.0
10,4,1.0
11,0,1.0
11,1,0.8571428571428571
11,2,1.0
11,3,1.0
11,4,1.0
12,0,1.0
12,1,0.8571428571428571
12,2,1.0
12,3,1.0
12,4,0.9285714285714286
13,0,1.0
13,1,0.8571428571428571
13,2,1.0
13,3,1.0
13,4,1.0
14,0,1.0
14,1,0.8571428571428571
14,2,1.0
14,3,1.0
14,4,1.0
15,0,1.0
15,1,0.8571428571428571
15,2,0.9285714285714286
15,3,1.0
15,4,1.0
16,0,0.9285714285714286
16,1,0.9285714285714286
16,2,0.9285714285714286
16,3,1.0
16,4,1.0
17,0,0.9285714285714286
17,1,0.9285714285714286
17,2,0.9285714285714286
17,3,1.0
17,4,1.0
18,0,0.9285714285714286
18,1,0.9285714285714286
18,2,0.9285714285714286
18,3,1.0
18,4,1.0
19,0,0.9285714285714286
19,1,0.9285714285714286
19,2,0.9285714285714286
19,3,1.0
19,4,1.0
20,0,0.9285714285714286
20,1,0.9285714285714286
20,2,0.9285714285714286
20,3,1.0
20,4,1.0
21,0,0.9285714285714286
21,1,0.9285714285714286
21,2,0.9285714285714286
21,3,1.0
21,4,1.0
22,0,0.9285714285714286
22,1,0.9285714285714286
22,2,0.9285714285714286
22,3,1.0
22,4,1.0
23,0,0.9285714285714286
23,1,0.9285714285714286
23,2,1.0
23,3,1.0
23,4,0.9285714285714286
24,0,0.8571428571428571
24,1,0.42857142857142855
24,2,0.7142857142857143
24,3,0.5
24,4,0.7142857142857143
