layer,split,accuracy
1,0,0.5714285714285714
1,1,0.6428571428571429
1,2,0.5714285714285714
1,3,0.5
1,4,0.6428571428571429
2,0,0.5
2,1,0.5
2,2,0.7142857142857143
2,3,0.7142857142857143
2,4,0.9285714285714286
3,0,0.5714285714285714
3,1,0.5
3,2,0.35714285714285715
3,3,0.35714285714285715
3,4,0.7142857142857143
4,0,0.5714285714285714
4,1,0.5
4,2,0.5
4,3,0.5
4,4,0.7142857142857143
5,0,0.8571428571428572
5,1,0.7857142857142857
5,2,0.7142857142857143
5,3,0.9285714285714286
5,4,0.6428571428571428
6,0,0.9285714285714286
6,1,0.7142857142857143
6,2,0.8571428571428572
6,3,0.9285714285714286
6,4,0.8571428571428572
7,0,0.3571428571428571
7,1,0.6428571428571428
7,2,0.6428571428571428
7,3,0.4285714285714286
7,4,0.5
8,0,0.7857142857142857
8,1,0.7142857142857143
8,2,0.5714285714285714
8,3,0.7857142857142857
8,4,0.7142857142857143
9,0,0.5
9,1,0.5
9,2,0.4285714285714286
9,3,0.6428571428571428
9,4,0.5
10,0,0.7857142857142857
10,1,0.9285714285714286
10,2,1.0
10,3,0.8571428571428572
10,4,0.6428571428571428
11,0,0.7142857142857143
11,1,0.6428571428571428
11,2,0.5714285714285714
11,3,0.6428571428571428
11,4,0.5714285714285714
12,0,0.35714285714285715
12,1,0.7857142857142857
12,2,0.5714285714285714
12,3,0.42857142857142855
12,4,0.5
