sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone baked a cake inside a freezer.,impossible,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,-5.977045887844639,20.257642059514335,-7.553007270315712,20.257642059514335,-8.43893943952628
Someone baked a cake inside an airfryer.,improbable,0.425,0.525,0.05,0.0,20.113775764001517,29.04515473023364,-9.542550317059046,29.04515473023364,-12.473109972634553
Someone baked a cake inside a sigh.,inconceivable,0.0,0.0,0.0,1.0,36.287692655013245,-0.1068391981150123,-4.046696411022197,-0.1068391981150123,-3.343902228355321
Someone baked a cake inside an oven.,probable,1.0,0.0,0.0,0.0,0.36840604614731864,-13.951929039737323,-10.077115075994326,-13.951929039737323,-13.620484965911977
Someone chopped a carrot using a rag.,impossible,0.0,0.1282051282051282,0.8205128205128205,0.0512820512820512,15.489260372830007,-8.890986859517856,-7.065777099010312,-8.890986859517856,-12.486293332598231
Someone chopped a carrot using a sword.,improbable,0.1935483870967742,0.8064516129032258,0.0,0.0,26.447760495448605,-5.346867934094941,-8.610313047418018,-5.346867934094941,-14.661156118835207
Someone chopped a carrot using a color.,inconceivable,0.0,0.0,0.1395348837209302,0.8604651162790697,27.828797626176787,11.086933692123381,-4.836886001274377,11.086933692123381,-10.13107284948117
Someone chopped a carrot using a knife.,probable,1.0,0.0,0.0,0.0,12.731660334429971,-11.514438000502437,-9.05714180465468,-11.514438000502437,-12.31629899272102
Someone cleaned a spill using mustard.,impossible,0.0232558139534883,0.2093023255813953,0.6046511627906976,0.1627906976744186,13.036451418820267,-30.629464662455675,-7.936293558760964,-30.629464662455675,-8.304387511989153
Someone cleaned a spill using a scarf.,improbable,0.2777777777777778,0.6944444444444444,0.0277777777777777,0.0,11.44613130511907,-22.850349827843516,-9.93201977470337,-22.850349827843516,-15.289860460282611
Someone cleaned a spill using a country.,inconceivable,0.0,0.0,0.0714285714285714,0.9285714285714286,29.617523767682652,26.13621108772037,-6.251614686288028,26.13621108772037,-6.412883591576355
Someone cleaned a spill using a sponge.,probable,0.9523809523809524,0.0476190476190476,0.0,0.0,7.17345100848552,-14.412369001405683,-12.7760157853937,-14.412369001405683,-17.94679864775254
Someone cleaned a carpet using a crayon.,impossible,0.0238095238095238,0.238095238095238,0.6190476190476191,0.119047619047619,19.939370678911175,-1.9563939356654014,-13.08143177424343,-1.9563939356654014,-14.070403374524417
Someone cleaned a carpet using a hat.,improbable,0.0,0.5121951219512195,0.3902439024390244,0.0975609756097561,25.583450727440102,5.257644291288385,-11.866997263537868,5.257644291288385,-14.28754662415612
Someone cleaned a carpet using a week.,inconceivable,0.0,0.0,0.0344827586206896,0.9655172413793104,5.071821546248703,-37.81383975688028,-3.9510451018789947,-37.81383975688028,-2.2432295635758877
Someone cleaned a carpet using a vacuum.,probable,1.0,0.0,0.0,0.0,9.983532050863039,-18.773349293387348,-11.443489701404129,-18.773349293387348,-13.50173483552513
Someone climbed a tree using oil.,impossible,0.0,0.18,0.54,0.28,31.361832956269993,3.179998057208726,-8.232929144964626,3.179998057208726,-9.960562916134682
Someone climbed a tree using a rope.,improbable,0.9333333333333332,0.0333333333333333,0.0,0.0333333333333333,31.226242224844086,-15.59204180560141,-10.341566843532819,-15.59204180560141,-11.906918614070856
Someone climbed a tree using a poem.,inconceivable,0.0,0.0,0.0256410256410256,0.9743589743589745,43.17528578499024,12.512889450733326,-4.65997049473989,12.512889450733326,-7.8466714165834475
Someone climbed a tree using a ladder.,probable,0.9666666666666668,0.0333333333333333,0.0,0.0,31.148273546853133,-6.802136388594134,-14.0509544734692,-6.802136388594134,-13.006867268791314
Someone closed a jacket using fog.,impossible,0.0,0.0,0.3111111111111111,0.6888888888888889,21.904879884024034,-8.325810652612484,-4.118890556834557,-8.325810652612484,-4.419065649612539
Someone closed a jacket using glue.,improbable,0.0588235294117647,0.8235294117647058,0.0588235294117647,0.0588235294117647,22.099373565154742,-11.923061606312423,-6.285519493989662,-11.923061606312423,-3.2899677220138033
Someone closed a jacket using a word.,inconceivable,0.0,0.0,0.1612903225806451,0.8387096774193549,28.328867870127233,23.758071000479184,-2.901888224045308,23.758071000479184,-10.293747724515955
Someone closed a jacket using a zipper.,probable,0.9743589743589745,0.0,0.0,0.0256410256410256,18.11754319582028,-18.872612380390084,-10.259927405150261,-18.872612380390084,-12.461422811672831
Someone constructed a tower out of sparks.,impossible,0.0,0.0256410256410256,0.4871794871794871,0.4871794871794871,29.177499638275634,-5.499039843483369,-7.190811363210363,-5.499039843483369,-7.124397758276221
Someone constructed a tower out of bubbles.,improbable,0.05,0.275,0.6,0.075,38.900580029469836,-11.718538153307128,-11.622149498161944,-11.718538153307128,-13.349018738084956
Someone constructed a tower out of seasons.,inconceivable,0.0,0.0294117647058823,0.1176470588235294,0.8529411764705882,15.091973521584823,-5.755961060308632,-10.219474581348738,-5.755961060308632,-8.990597504263867
Someone constructed a tower out of blocks.,probable,1.0,0.0,0.0,0.0,5.618941027496385,15.486175865267484,-13.082528166132224,15.486175865267484,-14.71062673168943
Someone cooked dinner out of the moon.,impossible,0.0,0.0,0.1891891891891892,0.8108108108108109,43.35416983912796,48.21485018157173,-4.849623127498154,48.21485018157173,-8.739095725333964
Someone cooked dinner out of insects.,improbable,0.2121212121212121,0.7878787878787878,0.0,0.0,40.08372472742023,18.85911595607357,-11.540632175285774,18.85911595607357,-8.400037120224548
Someone cooked dinner out of thoughts.,inconceivable,0.0,0.027027027027027,0.2432432432432432,0.7297297297297297,39.308147934868536,16.644602939200013,3.0066299680277497,16.644602939200013,0.29811898523292335
Someone cooked dinner out of pasta.,probable,0.7619047619047619,0.0,0.0714285714285714,0.1666666666666666,29.823998846990026,-24.558277494641942,-12.204545793157976,-24.558277494641942,-13.624072402774996
Someone cooled a room using a heater.,impossible,0.075,0.125,0.75,0.05,18.74897424984936,12.275515990278414,-11.79383471345641,12.275515990278414,-15.519081191641883
Someone cooled a room using shades.,improbable,0.8387096774193549,0.064516129032258,0.064516129032258,0.032258064516129,14.374517499127798,-11.307829093115469,-12.443175309120903,-11.307829093115469,-15.414474695131895
Someone cooled a room using a taste.,inconceivable,0.0,0.0,0.054054054054054,0.945945945945946,29.364863200355344,27.130596551273015,0.8760617808388531,27.130596551273015,-9.660916855306784
Someone cooled a room using a fan.,probable,0.975609756097561,0.0,0.024390243902439,0.0,2.3571275788833006,24.86368078635801,-11.902464730587942,24.86368078635801,-15.588716062889386
Someone covered a window using a hair.,impossible,0.0,0.3714285714285714,0.4857142857142857,0.1428571428571428,21.983891483780482,-12.994526815595432,-0.6603029479580993,-12.994526815595432,-2.318208304594192
Someone covered a window using sheets.,improbable,0.7777777777777778,0.2222222222222222,0.0,0.0,27.8766515730391,13.834450795862214,-16.092651087835115,13.834450795862214,-18.5269871241077
Someone covered a window using a chant.,inconceivable,0.0,0.0294117647058823,0.1764705882352941,0.7941176470588235,30.790875937769428,-6.327963611611896,-11.601395733852057,-6.327963611611896,-12.978126221990536
Someone covered a window using curtains.,probable,1.0,0.0,0.0,0.0,11.172085602044667,-10.834854661260456,-17.507493036296996,-10.834854661260456,-21.165408849596364
Someone crafted a bowl out of smoke.,impossible,0.0,0.0606060606060606,0.6666666666666666,0.2727272727272727,35.40382149708095,32.34734691406497,-1.4034308221427416,32.34734691406497,-4.035770164188097
Someone crafted a bowl out of mud.,improbable,0.4358974358974359,0.4615384615384615,0.1025641025641025,0.0,25.403780597724296,-7.107872954803245,-5.30334335335538,-7.107872954803245,-6.59622827074602
Someone crafted a bowl out of math.,inconceivable,0.0,0.0,0.1794871794871795,0.8205128205128205,45.67472081665662,52.63471982474055,-0.04289460109272358,52.63471982474055,-0.6344967159533939
Someone crafted a bowl out of clay.,probable,0.9736842105263158,0.0,0.0263157894736842,0.0,13.684910980424025,-6.555836345679185,-4.005243070452112,-6.555836345679185,-5.641374021213543
Someone boiled water using a refrigerator.,impossible,0.0,0.0,0.8936170212765957,0.1063829787234042,19.431883819434965,14.554586643318542,-11.697947294375528,14.554586643318542,-17.044814479321545
Someone boiled water using a microwave.,improbable,0.9615384615384616,0.0384615384615384,0.0,0.0,14.641307738113372,-12.7343630469529,-14.794574988354455,-12.7343630469529,-18.894859700071635
Someone boiled water using justice.,inconceivable,0.0,0.0,0.0697674418604651,0.9302325581395348,10.718053168366092,12.995573633077607,-0.20999327415791047,12.995573633077607,-8.454979910880663
