sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,-3.1435155868530273,-3.723870038986206,-0.07561753690242767,-3.723870038986206,-12.774520874023438
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,6.609602928161621,11.58663558959961,0.07121715694665909,11.58663558959961,4.0035600662231445
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,2.599702835083008,6.07365083694458,-0.03936184570193291,6.07365083694458,1.6138485670089722
A door being a multiple of 5.,far,0.0,1.0,0.857136607170105,-1.1557636260986328,-0.08860340714454651,-1.1557636260986328,-12.00423812866211
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,3.699728012084961,7.85877799987793,0.2215065360069275,7.85877799987793,1.973734736442566
A girl writing a play.,probable,1.0,0.0,1.778699278831482,-0.6064049601554871,-0.03505994379520416,-0.6064049601554871,-8.52767562866211
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,7.8061041831970215,6.300760269165039,-0.03617863729596138,6.300760269165039,1.5079209804534912
A kilogram writing a play.,far,0.0,1.0,7.554473876953125,9.297121047973633,0.027575410902500153,9.297121047973633,8.85441780090332
A liter being a multiple of 5.,near,0.75,0.25,-0.008631527423858643,-0.35075947642326355,-0.058725468814373016,-0.35075947642326355,-6.393040657043457
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,1.716975450515747,5.5976762771606445,0.27060753107070923,5.5976762771606445,0.8216581344604492
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,-4.299267768859863,-3.9263393878936768,-0.08552969992160797,-3.9263393878936768,-12.837347030639648
A man feeling regretful.,probable,1.0,0.0,-4.1179728507995605,-2.7339224815368652,0.2133694291114807,-2.7339224815368652,-10.715414047241211
A mile being surprised by a news article.,far,0.0,1.0,1.5598604679107666,4.726929664611816,0.12735840678215027,4.726929664611816,8.507566452026367
A pill being amused by a tv show.,near,0.2,0.8,-0.24617528915405273,1.9760634899139404,-0.09310111403465271,1.9760634899139404,-5.430325508117676
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,4.875402450561523,7.851203441619873,-0.051116425544023514,7.851203441619873,2.835677146911621
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,7.962625503540039,9.938419342041016,0.06029864028096199,9.938419342041016,4.075282096862793
A shirt being surprised by a news article.,near,0.2,0.8,1.284705638885498,4.143588066101074,0.0669185146689415,4.143588066101074,0.804298996925354
A teenager being surprised by a news article.,probable,1.0,0.0,-3.603288412094116,-1.6401138305664062,0.08452986925840378,-1.6401138305664062,-9.75970458984375
A toddler being amused by a tv show.,probable,1.0,0.0,-5.223963737487793,-7.267396450042725,-0.1198568344116211,-7.267396450042725,-17.10196304321289
A wall being entertained by a podcast.,near,0.25,0.75,0.9233102798461914,4.047752857208252,-0.056939464062452316,4.047752857208252,-0.739210844039917
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,9.295971870422363,5.380147933959961,-0.010757398791611195,5.380147933959961,4.976876258850098
A woman applying for a job.,probable,1.0,0.0,-5.8911309242248535,-5.0198564529418945,-0.10879367589950562,-5.0198564529418945,-14.697417259216309
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,-1.2601189613342285,2.333468437194824,-0.09401434659957886,2.333468437194824,0.19927659630775452
Adding a boy to 79.,far,0.0,1.0,2.7152369022369385,3.6991796493530273,-0.05746059864759445,3.6991796493530273,8.212043762207031
Adding a wall to 79.,far,0.0,1.0,2.866959810256958,1.8463029861450195,0.014318324625492096,1.8463029861450195,4.363812446594238
