sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,-0.9217656850814819,-1.8439412117004395,0.7255159616470337,-1.8439412117004395,0.7854150533676147
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,-0.6261605024337769,-2.1154680252075195,0.9304566979408264,-2.1154680252075195,1.1603926420211792
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,-0.8658983707427979,-1.7856483459472656,0.8717694282531738,-1.7856483459472656,1.0780837535858154
A door being a multiple of 5.,far,0.0,1.0,-0.8577231168746948,-1.628602385520935,0.7786809206008911,-1.628602385520935,0.9552977085113525
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,-0.9892281293869019,-1.8839123249053955,0.9566324949264526,-1.8839123249053955,1.1897056102752686
A girl writing a play.,probable,1.0,0.0,-0.9584826827049255,-2.281672954559326,0.8204810619354248,-2.281672954559326,1.1457438468933105
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,-0.9485923051834106,-1.6508241891860962,0.9084857702255249,-1.6508241891860962,1.1612616777420044
A kilogram writing a play.,far,0.0,1.0,-0.707531750202179,-1.9446799755096436,0.9019191265106201,-1.9446799755096436,1.3687580823898315
A liter being a multiple of 5.,near,0.75,0.25,-0.9864954948425293,-1.6385140419006348,0.782914400100708,-1.6385140419006348,0.9920918941497803
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,-1.076256513595581,-1.9094455242156982,0.9210665822029114,-1.9094455242156982,1.3616186380386353
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,-1.0798636674880981,-1.7649086713790894,0.687617301940918,-1.7649086713790894,0.7287149429321289
A man feeling regretful.,probable,1.0,0.0,-1.1810857057571411,-1.7254022359848022,0.8984072804450989,-1.7254022359848022,0.9429876804351807
A mile being surprised by a news article.,far,0.0,1.0,-1.0744105577468872,-1.9372055530548096,0.7995299100875854,-1.9372055530548096,0.9978601932525635
A pill being amused by a tv show.,near,0.2,0.8,-1.3299603462219238,-2.1383297443389893,0.7458660006523132,-2.1383297443389893,1.0163382291793823
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,-0.9222838282585144,-1.7161331176757812,0.9410768747329712,-1.7161331176757812,1.0577046871185303
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,-0.736504316329956,-1.9360301494598389,0.8131470084190369,-1.9360301494598389,1.3200422525405884
A shirt being surprised by a news article.,near,0.2,0.8,-1.0064858198165894,-1.7377082109451294,0.7681224346160889,-1.7377082109451294,0.9155658483505249
A teenager being surprised by a news article.,probable,1.0,0.0,-1.1361720561981201,-1.7273833751678467,0.7679052352905273,-1.7273833751678467,0.8403542637825012
A toddler being amused by a tv show.,probable,1.0,0.0,-1.3305799961090088,-2.069876194000244,0.7344937324523926,-2.069876194000244,0.8696456551551819
A wall being entertained by a podcast.,near,0.25,0.75,-0.7195738554000854,-1.9119817018508911,0.760276734828949,-1.9119817018508911,1.0747594833374023
A week being entertained by a podcast.,far,0.5454545454545454,0.4545454545454545,-0.7649424076080322,-1.7702716588974,0.6303632259368896,-1.7702716588974,1.051038384437561
A woman applying for a job.,probable,1.0,0.0,-1.1444323062896729,-2.104461193084717,0.8377375602722168,-2.104461193084717,0.7895804643630981
A woman being greater than 10.,far,0.4666666666666667,0.5333333333333333,-0.9016932249069214,-1.8597359657287598,0.78626549243927,-1.8597359657287598,0.7605254650115967
Adding a boy to 79.,far,0.0,1.0,-0.6660916805267334,-1.550695776939392,1.1569173336029053,-1.550695776939392,1.4096426963806152
Adding a wall to 79.,far,0.0,1.0,-0.7069026231765747,-1.066007375717163,1.0659871101379395,-1.066007375717163,1.220926284790039
Adding a week to 79.,near,0.4166666666666667,0.5833333333333334,-0.7251924276351929,-1.3207405805587769,1.0047695636749268,-1.3207405805587769,1.2250018119812012
An inch applying for a job.,far,0.0714285714285714,0.9285714285714286,-0.5409051179885864,-1.780029058456421,1.0021486282348633,-1.780029058456421,1.1580712795257568
Dividing 12 by a mile.,near,0.125,0.875,-0.4193776249885559,-1.6992276906967163,0.8784313201904297,-1.6992276906967163,1.2264496088027954
Dividing 12 by a shirt.,far,0.0769230769230769,0.9230769230769232,-0.6287143230438232,-1.745080590248108,0.9470126628875732,-1.745080590248108,1.251940369606018
Dividing 12 by a teenager.,far,0.0,1.0,-0.416104793548584,-1.5529088973999023,0.9865258932113647,-1.5529088973999023,1.1578596830368042
Dividing 12 by the number 4.,probable,0.8,0.2,-0.7980806231498718,-1.5957391262054443,0.9685441851615906,-1.5957391262054443,1.1656599044799805
Taking the square root of a month.,near,0.2222222222222222,0.7777777777777778,-0.5351566076278687,-1.4214402437210083,0.9755533337593079,-1.4214402437210083,1.2381409406661987
Taking the square root of a pill.,far,0.1111111111111111,0.8888888888888888,-0.32925957441329956,-1.583078145980835,0.8372547626495361,-1.583078145980835,0.9386111497879028
