sentence,label,probable,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
A boy being entertained by a podcast.,probable,1.0,0.0,35.24188486459409,29.11325289183305,-10.162225530076586,29.11325289183305,-11.263534413296645
A crumb applying for a job.,near,0.3333333333333333,0.6666666666666666,27.228666977556273,-10.117380007280872,-0.7452334734601127,-10.117380007280872,-1.2776859547042676
A crumb being greater than 10.,far,0.1333333333333333,0.8666666666666667,-3.1897657327312547,-58.932389591932186,2.5207005243281237,-58.932389591932186,3.4437261602312326
A door being a multiple of 5.,far,0.0,1.0,-1.9881830295695693,-32.44186061624264,-1.7653094951514479,-32.44186061624264,-2.647089400182959
A door feeling regretful.,near,0.2857142857142857,0.7142857142857143,27.555341975367416,-9.343100274957997,-0.4495846679327036,-9.343100274957997,-4.8763035610840415
A girl writing a play.,probable,1.0,0.0,31.85821745869862,-0.7023432713844873,-3.9507709470010077,-0.7023432713844873,-8.508043116034598
A kilogram being a prime number.,near,0.4444444444444444,0.5555555555555556,15.860387280881522,-15.70116032888971,-7.057337771122038,-15.70116032888971,-12.15029105638669
A kilogram writing a play.,far,0.0,1.0,30.175793250399217,-27.817465643575638,-0.7052739946432176,-27.817465643575638,-7.402568127976634
A liter being a multiple of 5.,near,0.75,0.25,-1.6818842374390401,-39.82125098599883,2.5513343406421374,-39.82125098599883,0.39856336119312763
A liter feeling regretful.,far,0.1428571428571428,0.8571428571428571,18.818990669653537,-4.86993607410222,-4.913047874078044,-4.86993607410222,-4.820819785702943
A man being a multiple of 5.,far,0.2222222222222222,0.7777777777777778,-1.398829943967256,-25.74684210013902,0.548369539439201,-25.74684210013902,-6.722315887338696
A man feeling regretful.,probable,1.0,0.0,23.788600370094073,28.421656759012308,-12.124792175755273,28.421656759012308,-15.316824140244808
A mile being surprised by a news article.,far,0.0,1.0,34.40525656467525,15.874193149074749,-0.01192915099304992,15.874193149074749,-2.4587837154525705
A pill being amused by a tv show.,near,0.2,0.8,18.641005459346413,1.9338373053102398,4.500170552321245,1.9338373053102398,-2.6807006134192006
A rock being a prime number.,far,0.0833333333333333,0.9166666666666666,28.546881351136804,-9.0922581471704,-7.061905782914543,-9.0922581471704,-11.385895809376779
A rock writing a play.,near,0.2727272727272727,0.7272727272727273,36.45679453405311,-16.12343736052214,-4.842915924947793,-16.12343736052214,-12.302180423558868
A shirt being surprised by a news article.,near,0.2,0.8,33.75137871567791,35.04572732655582,0.7431766125773027,35.04572732655582,-0.3155343820060019
